Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.48945054945054944,0.5333333333333333,0.5611721611721612,0.5542857142857143
Kurtosis,0.5270817704426107,0.5079519879969993,0.50847711927982,0.6132033008252062
Length,0.5355769230769231,0.5152243589743589,0.5309294871794872,0.6576923076923077
Max,0.5355512640449438,0.5602176966292135,0.5832455524344569,0.6227176966292135
Mean,0.5225280504908836,0.5301834969611968,0.5141129032258065,0.5434198223468911
Skewness,0.500482329211611,0.4667485164722734,0.509237335204186,0.523634131368938
Std,0.5538186821228887,0.5391967448259711,0.5709873832733234,0.5651034805772664
Sum,0.5452199050175511,0.5312675142326185,0.5302055986549069,0.6435503377481491
Average,0.5262136842322451,0.5230154561782456,0.5385459425530185,0.5904508489342107



training,2008,2009,2010,2011
val,2012
test,2013



Data Shapes
traing_data(%),65.48247719635143
Train,1364
Val,349
Test,370
