Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.49387254901960786,0.46551120448179273,0.44616596638655465,0.4735644257703081
Kurtosis,0.47120334620334625,0.5164092664092664,0.48045366795366795,0.6333655083655083
Length,0.4571605320136096,0.4795081967213115,0.5102845654191154,0.653031240334055
Max,0.5461988304093568,0.5908625730994153,0.5506578947368421,0.6064327485380117
Mean,0.4808859223300971,0.5364077669902912,0.5051577669902912,0.4795964805825243
Skewness,0.4163077806488659,0.4994975595750789,0.41415446454206145,0.44867929945449325
Std,0.5351537978656623,0.5952605147520402,0.5451977401129944,0.5722693032015066
Sum,0.4740058910162003,0.46885125184094256,0.5069219440353461,0.5992636229749632
Average,0.48434858118834323,0.5190385417337674,0.4948742512721092,0.5582753286526713



training,2016,2017,2018,2019
val,2020
test,2021



Data Shapes
traing_data(%),73.37962962962963
Train,951
Val,178
Test,167
