Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5347826086956522,0.4703804347826087,0.5192934782608696,0.5209239130434783
Kurtosis,0.5016958350291684,0.5401573734907068,0.5216388549721883,0.6457061457061457
Length,0.527970600244998,0.5396760582550701,0.577038246903498,0.6770790798965565
Max,0.555984555984556,0.5711527854384997,0.5729453943739657,0.6001103143960287
Mean,0.5762987012987013,0.47294372294372294,0.5505952380952381,0.5630411255411256
Skewness,0.5249626916293583,0.5004070004070004,0.49416632749966083,0.5292361959028625
Std,0.6083838940981798,0.5370932156646442,0.5595697738554881,0.5532266960838389
Sum,0.5293040293040293,0.547754714421381,0.5504680504680505,0.6669380002713335
Average,0.5449228645355804,0.5224456631754543,0.5432144205536199,0.5945326838551711



training,2018,2019,2020,2021
val,2022
test,2023



Data Shapes
traing_data(%),68.84247171453438
Train,791
Val,186
Test,172
