Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.5183819482663732,0.5013758943313154,0.5409466152999449,0.4887176664832141
Kurtosis,0.47515000566059096,0.5360579644514887,0.5001698177289708,0.5981546473451829
Length,0.5076190476190476,0.4958543417366946,0.4906442577030813,0.5707563025210084
Max,0.5074121817595875,0.5773982167794607,0.5943173273176496,0.5849178214631002
Mean,0.5906442577030813,0.5328291316526611,0.5913725490196078,0.550812324929972
Skewness,0.5422115895800106,0.5001063264221159,0.5470494417862839,0.5531632110579479
Std,0.5694860694860695,0.4855699855699856,0.5587190587190587,0.528971028971029
Sum,0.5770335985853228,0.5218832891246684,0.5473032714412025,0.5761494252873564
Average,0.5359923373325104,0.5188843937585488,0.546315292376975,0.5564553035073513



training,2014,2015,2016,2017
val,2018
test,2019



Data Shapes
traing_data(%),72.29813664596273
Train,1164
Val,252
Test,194
