rank,song_title,artist_name,score
1,EXPOSE,KAT-TUN,100
2,ショートケーキ,柏木由紀,99
3,MADE OF GOLD-featuring DABADA-,DREAMS COME TRUE,98
4,チョコの奴隷,SKE48,97
5,スペクトラム feat.マシュー・コーマ,ゼッド,96
6,桜の声,moto,95
7,ミュージック,サカナクション,94
8,涙をぶっとばせ!!,桑田佳祐,93
9,TRY AGAIN,倉木麻衣,92
10,コール・ミー・メイビー,カーリー・レイ・ジェプセン,91
11,スーツ・アンド・タイ feat.JAY-Z,ジャスティン・ティンバーレイク,90
12,この街,℃-ute,89
13,VOICE,AI,88
14,W:Wonder tale,田村ゆかり,87
15,LOVER,m-flo,86
16,Small World,フジファブリック,85
17,RanTiKi,雪乃,84
18,ダイ・ヤング,ケシャ,83
19,誕生日には真白な百合を,福山雅治,82
20,キミに100パーセント,きゃりーぱみゅぱみゅ,81
21,ニュークリア,デスティニーズ・チャイルド,80
22,私たちは絶対に絶対にヨリを戻したりしない,テイラー・スウィフト,79
23,イロトリドリ,ゆず,78
24,BE MY VALENTINE,Tommy february6,77
25,REASON,ゆず,76
26,伝説のヤングマン〜ウィー・アー・ヤング〜 feat.ジャネール・モネイ,ファン.,75
27,リヴ・ホワイル・ウィアー・ヤング,ワン・ダイレクション,74
28,この高鳴りをなんと呼ぶ,忘れらんねえよ,73
29,花,ソナーポケット,72
30,Shooting Star,CREAM,71
31,sweet spider,indigo la End,70
32,ベサメムーチョ,川上大輔,69
33,愛のボラーレ feat.シゲル・マツザキ,チコ&ザ・ジプシーズ,68
34,ANIMAL,GENERATIONS from EXILE TRIBE,67
35,RUN with...,RIP SLYME,66
36,ドゥ・イット・ライク・ザット〜恋の合言葉〜,リッキー・リー,65
37,Dear Heaven,塩ノ谷早耶香,64
38,きっと青春が聞こえる,μ's,63
39,何度サヨナラを繰り返したら僕らは強くなれるの?,CODE-V,62
40,バレンタイン・ファイター,大国男児,61
41,BLOODY STREAM,Coda,60
42,夫婦つくしんぼ,瀬口侑希,59
43,チョコレイト・ディスコ,Perfume,58
44,Mistake!,SMAP,57
45,たそがれダイアリー,竹内まりや,56
46,ふりそでーしょん,きゃりーぱみゅぱみゅ,55
47,いっせーの、せ!,東京カランコロン,54
48,PERFECT BLUE,Base Ball Bear,53
49,氷の花,ゴスペラーズ,52
50,Be My Friend,隣人部,51
51,キス・ユー,ワン・ダイレクション,50
52,TAKARABUNE,米米CLUB,49
53,colorful,9nine,48
54,エイント・メッシン・ラウンド,ゲイリー・クラークJr.,47
55,Try Again,GILLE,46
56,ビコーズ・ウィ・キャン,ボン・ジョヴィ,45
57,ロックド・アウト・オブ・ヘヴン,ブルーノ・マーズ,44
58,小さな恋のうた,MONGOL800,43
59,境界線,泉沙世子,42
60,ユキヤナギ,松本哲也,41
61,サティスファクション,SCANDAL,40
62,Shining Star-☆-LOVE Letter,井口裕香,39
63,雪割りの花,北川大介,38
64,誇り高く生きよう,矢野顕子,37
65,女々しくて,ゴールデンボンバー,36
66,スーパーフレア,The Mirraz,35
67,嵐が丘,布袋寅泰,34
68,たしかなうた,ねごと,33
69,グッバイ・アイザック,秦基博,32
70,サムバディ・ザット・アイ・ユースト・トゥ・ノウ〜失恋サムバディ feat.キンブラ,ゴティエ,31
71,ほろよい酒場,伍代夏子,30
72,Deeper Deeper,ONE OK ROCK,29
73,I WAS IN LOVE feat.細美武士(the HIATUS),FPM,28
74,ロンリー・ボーイ,ブラック・キーズ,27
75,『Love is Everywhere』,moumoon,26
76,ホー・ヘイ,ザ・ルミニアーズ,25
77,Slide 'n' Step,KEITA,24
78,スクリーム・アンド・シャウト feat.ブリトニー・スピアーズ,ウィル・アイ・アム,23
79,starrrrrrr feat.GEROCK,[Champagne],22
80,シェダル,ジャンクフジヤマ,21
81,トラブル,ホセ・ジェイムズ,20
82,初恋,秦基博,19
83,最期の川,チャン・ユンジョン,18
84,Help me!!,モーニング娘。,17
85,ホワット・メイクス・ユー・ビューティフル,ワン・ダイレクション,16
86,僕らの翼,隣人部,15
87,handle me right,堂珍嘉邦,14
88,あの頃に… Once again,jyA-Me,13
89,ノット・オール・アバウト・ザ・マネー feat.ティンバランド & グローヤ,ティマティ & ラ・ラ・ランド,12
90,"春よ,来い",松任谷由実,11
91,サクラミツツキ,SPYAIR,10
92,MAHOROBA,illion,9
93,タイタニウム feat.シェネル,デヴィッド・ゲッタ,8
94,雪の音,GReeeeN,7
95,TOxxxIC,平野綾,6
96,ハートブレイカー,アリス・ラッセル,5
97,トラブル,テイラー・スウィフト,4
98,シンキン・バウト・ユー,フランク・オーシャン,3
99,怪・セラ・セラ,山下智久,2
100,ホエア・アー・ウィー・ナウ?,デビッド・ボウイ,1
