アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
嵐,誰も知らない,100,https://open.spotify.com/track/1ep3vnJjjHqXySMAYro0kN,65,34
AKB48,ラブラドール・レトリバー,99,https://open.spotify.com/track/3IMu4MWOmkMNa6xPqMwhr6,56,27
μ's,ユメノトビラ,98,https://open.spotify.com/track/25XEy7KfUjdYwbpd4qRSqS,45,32
高橋優,太陽と花,96,https://open.spotify.com/track/4clvsiCwsklLlJGWaC8PY5,49,29
氣志團,喧嘩上等,95,https://open.spotify.com/track/77nG4hpn8NE4w2KqWQkPIi,43,46
Mr.Children,放たれる,94,https://open.spotify.com/track/2aPgDevJa2VKLd4eQCOJQu,66,33
Happiness,JUICY LOVE,92,https://open.spotify.com/track/6mFltwUZ1MtoGuNnY1lqqD,25,24
Petit Rabbit's,Daydream cafe,90,https://open.spotify.com/track/5RhOCu953jAVm5R29Sow0i,27,31
西野カナ,We Don't Stop,88,https://open.spotify.com/track/7yoA45s3Ky0FWI0176PbcX,63,42
aiko,明日の歌,86,https://open.spotify.com/track/1yYeYyaB2znP1fQ5A0GaaJ,62,36
KANA-BOON,フルドライブ,85,https://open.spotify.com/track/3YPHUW9oe3fzJjqSnkPWru,61,42
アイドリング!!!,キュピ,84,https://open.spotify.com/track/3KYQJldaw5Gtwfq3NvNepm,30,1
Aimer(エメ),StarRingChild,83,https://open.spotify.com/track/3Xzb9D64WsKmYcV8AGMmeu,66,47
GReeeeN,風,82,https://open.spotify.com/track/4o78ZtgivPNChGCxHqlPvm,61,25
SEKAI NO OWARI,炎と森のカーニバル,79,https://open.spotify.com/track/5kDz0Wrx0UpaVRttDZ4KtI,64,56
スガシカオ,アストライド,78,https://open.spotify.com/track/6R6X7BQuki2PvrE3vQqReL,42,13
フェアリーズ,Super Hero,77,https://open.spotify.com/track/11huyUSYt2qu06kV0EXpfT,22,6
ファンキー加藤,輝け,74,https://open.spotify.com/track/3icuZYiLqcakUHsBqh5p2V,18,23
鈴木このみ,This game,73,https://open.spotify.com/track/5CjJHeHywo6Xzx79DNXCAv,53,44
BEAST,ADRENALINE,71,https://open.spotify.com/track/1s2mMV7LMlUYwMGnaLnv9d,52,16
fripSide,black bullet,68,https://open.spotify.com/track/52J9q7kUlK0YvQ2UwqQpkE,50,48
藤宮香織(雨宮天),奏(かなで),66,https://open.spotify.com/track/6MgA0JkDUsYeePdFIpobh0,19,37
SEKAI NO OWARI,RPG,65,https://open.spotify.com/track/7facNrW6VRW8s3ICZ8G1uW,64,65
ももいろクローバーZ,泣いてもいいんだよ,63,https://open.spotify.com/track/7qyGjLDvaELcJIml3H1tTF,47,28
SPYAIR,イマジネーション,62,https://open.spotify.com/track/1xc9r9pgQ3CG7iViKPf0cQ,58,59
ムック,ENDER ENDER,61,https://open.spotify.com/track/04cVEHFqUa2rYSZ1blPqkL,40,20
椎名林檎,青春の瞬き,60,https://open.spotify.com/track/63F1cWkR3NC13jXqhhjcfE,65,39
SALU,Goodtime,59,https://open.spotify.com/track/5BBJI2hlPga1IfEONVV6UX,47,14
阿部真央,Believe in yourself,58,https://open.spotify.com/track/5qerIHJKf0SXQs2Ij4Xve1,47,39
チマメ隊,ぽっぴんジャンプ♪,57,https://open.spotify.com/track/7BQyfWSfMXb8s1TU9eeapF,20,24
キング・クリームソーダ,ゲラゲラポーのうた,53,https://open.spotify.com/track/4HMKsJyQlww5Lbu72XTNh9,36,34
星野源,Crazy Crazy,52,https://open.spotify.com/track/57T1nEAUura1AX0JgJDVDu,65,44
絢香,にじいろ,50,https://open.spotify.com/track/3JrxNi0sQ1Lnx8eGonp3Ma,55,60
スガシカオ,LIFE,49,https://open.spotify.com/track/6urHrSVklhzK5Ca4fl0LP5,42,5
angela,シドニア,47,https://open.spotify.com/track/7fHz3bMy909FFZx3u6eRFV,39,36
郷ひろみ,99は終わらない,46,https://open.spotify.com/track/6PghaG4oeqk5mBOWWpRDgq,47,24
吉澤嘉代子,美少女,44,https://open.spotify.com/track/4lxdlOdXim0DNdxJHh3eYN,39,12
AKB48,恋するフォーチュンクッキー,42,https://open.spotify.com/track/3Tw2WaAaeRj0YKtTUogJVz,56,50
ハルカトミユキ,その日がきたら,41,https://open.spotify.com/track/4QFE40HJdCQJ2mrlOF7bBG,25,6
Perfume,Hold Your Hand,40,https://open.spotify.com/track/6ueesm8uFUv4lSR0lVI9f5,57,19
稲葉浩志,oh my love,34,https://open.spotify.com/track/6ZAF4uEEEAKFyl3gjpN8lT,41,25
Superfly,Live,33,https://open.spotify.com/track/6EfiM108OHiYnJkWGGKvJ7,59,19
長山洋子,恋の津軽十三湖,32,https://open.spotify.com/track/3RXZpvvdmbVcSP2VOaqMhs,29,15
空想委員会,八方塞がり美人,30,https://open.spotify.com/track/3vT1Ij7SgX7s5jbJ3qE3az,17,15
μ's,どんなときもずっと,29,https://open.spotify.com/track/3BDVbNDjDPnnR4BFYkTorb,45,30
EGO-WRAPPIN',Neon Sign Stomp,28,https://open.spotify.com/track/4XMaVhH32hUUWtv8nklRCw,39,34
THE BAWDIES,NICE AND SLOW,27,https://open.spotify.com/track/4ouCRVRUChzcZfiXyh560x,33,12
flumpool,明日への賛歌,26,https://open.spotify.com/track/6GfoYDNOLt7IuhOWEzkzVC,47,17
昆夏美,虹のかけら,25,https://open.spotify.com/track/5ZH7BKLzn6GrWj83gALmyR,21,28
flumpool,君に届け,24,https://open.spotify.com/track/0kA7SWxWPYqSyIbMl51X5b,47,58
μ's,それは僕たちの奇跡,22,https://open.spotify.com/track/4M1msELaGptV81LDVIHAwb,45,37
爆弾ジョニー,唯一人,20,https://open.spotify.com/track/1dRCFFwXXVXMPmK4eCGsCJ,22,35
大塚愛,モアモア,19,https://open.spotify.com/track/7hOisX0sZZtnPTWaCeR6LD,55,5
ウカスカジー,春の歌,17,https://open.spotify.com/track/015yUoIpTQ7GER2YmWAtAg,23,25
白(茅野愛衣),オラシオン,16,https://open.spotify.com/track/66U5D9yzoQ6G3FmRaEY4SG,15,24
N'夙川BOYS,ジーザスフレンド,13,https://open.spotify.com/track/5g6gLpqcErSqWb9Pw8W0us,20,10
flumpool,ビリーバーズ・ハイ,12,https://open.spotify.com/track/59gAcuK44yiZCDFYGpH3uf,47,27
東京女子流,十字架,11,https://open.spotify.com/track/0WQNVqIzuRZjlFvmu5RjM1,24,3
福山雅治,家族になろうよ,10,https://open.spotify.com/track/64awLoKSPoQ5M6YulMsyCe,55,57
チーム箱根学園,Glory Road,8,https://open.spotify.com/track/3C4w0PQtqYKCWIfkZmURHq,3,14
平井堅,Virtual Insanity,7,https://open.spotify.com/track/1UryYaj1iSvEO21Fy3m6eE,55,15
橋本仁,STAND PROUD,6,https://open.spotify.com/track/1YTW2IiSDH0buMd07A5Nnw,43,45
MACO,We Are Never Ever Getting Back Together,2,https://open.spotify.com/track/0rC1qQ7g69nOhjoKO9dse1,40,39
きゃりーぱみゅぱみゅ,ファミリーパーティー,1,https://open.spotify.com/track/46YA8ucG0EPrW4B1GcKDPk,51,37
