アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
前田敦子,Flower,100,https://open.spotify.com/track/0PjB9ItnbOA5FLxeG4jFlq,19,20
back number,花束,98,https://open.spotify.com/track/3QIAwtEEDOrv0g5NKCGrXZ,76,75
AAA,No cry No more,97,https://open.spotify.com/track/1aKuO2nJ4KYrq30BIysD3l,54,34
GReeeeN,花唄,96,https://open.spotify.com/track/3vzerJweXcahCRrGl78ohE,61,51
T.M.Revolution,FLAGS,94,https://open.spotify.com/track/5kgSy4qj0dX9JaJtX9UVzz,52,36
薫と友樹、たまにムック。,マル・マル・モリ・モリ!,92,https://open.spotify.com/track/5Em7FjMLbPB4Q4ZjoXi9FQ,23,16
AKB48,Everyday、カチューシャ,90,https://open.spotify.com/track/4AGeksmtOxCVjcCm9nfiGP,56,40
Superfly,Rollin' Days,89,https://open.spotify.com/track/0koNsYU442rAlMadBchFBv,59,31
KinKi Kids,Time,85,https://open.spotify.com/track/5IObAbaIidpA3BrZRTEeQY,55,26
秦基博,水無月,84,https://open.spotify.com/track/73i92mBs2uezgCrCvc3Wlt,56,23
南波志帆,こどなの階段,83,https://open.spotify.com/track/3ArIAb7U3sQCERoXSRDj3E,20,7
ねごと,メルシールー,82,https://open.spotify.com/track/6JhwP0HVo9US9LMRAD7ZQp,31,27
DIR EN GREY,DIFFERENT SENSE,79,https://open.spotify.com/track/35V9KXenerIXNYW3YtmjxO,48,25
Base Ball Bear,yoakemae,77,https://open.spotify.com/track/1YobKoqaY75HG56iBODPR0,38,12
ROCK'A'TRENCH,光射す方へ,76,https://open.spotify.com/track/0UjJcN1kV4MccPkxm1SVkd,32,13
ハナエ,羽根,73,https://open.spotify.com/track/2tUuPVqqt1ciyZNNfk51Ss,48,9
少女時代,MR.TAXI,72,https://open.spotify.com/track/6n1iYH6HIbqf4lvMgwJYqj,63,53
東京事変,新しい文明開化,71,https://open.spotify.com/track/5RJrQNSpmscLGHXhPK0GEg,53,36
高橋優,誰がために鐘は鳴る,70,https://open.spotify.com/track/5xx3CJLMCOGvkPlbKIBgy2,49,25
FUNKY MONKEY BABYS,それでも信じてる,68,https://open.spotify.com/track/3lFHw509QAF11ZpKi9s3Ul,53,32
西野カナ,Alright,67,https://open.spotify.com/track/3oaKcS9ckFDAgS4hUYOM9w,63,44
ジェロ,ただ…涙,65,https://open.spotify.com/track/7334JlBltt9pDaCGX3SamF,20,2
Galileo Galilei,青い栞,64,https://open.spotify.com/track/3fCO1n6l7yekcNRDRkoJJ4,45,51
つるの剛士,ポケモン言えるかな?BW,63,https://open.spotify.com/track/3m0KEOf5b7mIDhAfXqIxjY,35,28
井手綾香,雲の向こう,62,https://open.spotify.com/track/5empI4MvroIjw68lprMAHm,5,10
いきものがかり,笑ってたいんだ,61,https://open.spotify.com/track/4L0rwZ4431TGlgOGexX8wW,63,37
加藤ミリヤ,DESIRE,60,https://open.spotify.com/track/1NcXtAkgVDiXii5xlMS6VR,54,30
北川大介,水芭蕉,54,https://open.spotify.com/track/4k2pQnUG6HtsYdfzU2iErV,14,3
くるり,奇跡,53,https://open.spotify.com/track/0irKH5pOsqkHi2Ltd2EiUq,50,34
BEAST,BAD GIRL,52,https://open.spotify.com/track/13p7KgZYTpVb5VBd4uzbuD,52,27
奥華子,君の笑顔,50,https://open.spotify.com/track/1UXrSMVkXiJLCTDqBMReuN,40,14
たむらぱん,しんぱい,49,https://open.spotify.com/track/7bXAAaOB6p3CryGfegjtIU,12,2
RIP SLYME,甘い生活〜La dolce vita〜,48,https://open.spotify.com/track/6s5y3I4hFawTKMTWSPLvDX,55,29
若山かずさ,山百合の駅,47,https://open.spotify.com/track/2BAXNFCFFM0bTmJIX3zmWy,6,0
平井堅,いとしき日々よ,43,https://open.spotify.com/track/6esrZFuxklwZgzj0i9vPOe,55,43
アンジェラ・アキ,始まりのバラード,42,https://open.spotify.com/track/1C3vyu4uQhrjaehS9MoPhl,43,34
L'Arc〜en〜Ciel,GOOD LUCK MY WAY,41,https://open.spotify.com/track/7jf516kw1bLW6lhmcMI534,57,45
平原綾香,おひさま〜大切なあなたへ,39,https://open.spotify.com/track/72q63rYycyL57XkUFbvLlN,43,3
アシガルユース,Like or LoveStory,38,https://open.spotify.com/track/0CMFRIC71lW1pl2IXh2lRv,3,2
JUJU,また明日...,37,https://open.spotify.com/track/4vb98BTu5B8cBbcFEDxPC3,53,43
B'z,Don't Wanna Lie,36,https://open.spotify.com/track/0dOi2mmuyhHZ4PHTkyimtP,65,40
SuG,☆ギミギミ☆,35,https://open.spotify.com/track/10rXwhS3lr9jDA2dRw0IU7,30,24
Superfly,タマシイレボリューション,34,https://open.spotify.com/track/2RdWtPUo9k7HRKxb3sZqQ6,59,48
熊谷育美,雲の遥か,33,https://open.spotify.com/track/65quOhaJ5gWJ0wwtyLMJuM,8,5
SUPER☆GiRLS,MAX!乙女心,31,https://open.spotify.com/track/6mtzQgsxDlNsloTowi3Gkz,23,23
新選組リアン,色糸,29,https://open.spotify.com/track/3avW8HDeLYiDD4IFVOPuVr,2,3
九州男,想色コーディネート,26,https://open.spotify.com/track/6dAtEvgs6vpISuNee0SGNK,40,32
Perfume,レーザービーム,25,https://open.spotify.com/track/3mqySweT4nISLmcHXFPUsI,57,45
ふくろうず,砂漠の流刑地,24,https://open.spotify.com/track/0cH1GISxskcFF1dM8dpB24,13,11
西野カナ,Esperanza,20,https://open.spotify.com/track/7JLCgMsS6RDsOMFBN0trdm,63,47
西田敏行,バトンタッチ,17,https://open.spotify.com/track/1zgaUeVwi2lHoXPqutkijP,30,7
Rake,100万回の「I love you」,14,https://open.spotify.com/track/5InyPQKhL9u1kct8LiJ6tF,40,58
Superfly,あぁ,10,https://open.spotify.com/track/2WwmE1JaFJ9Csn6XeMG1Qa,59,18
Ms.OOJA,Life,9,https://open.spotify.com/track/3FOhg1Ql9dXxhl6yF7ZGav,51,18
細川たかし,ねぶた,8,https://open.spotify.com/track/0Ufm6q1P9pR9RoFe7o61qD,37,2
