アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
AKB48,鈴懸の木の道で「君の微笑みを夢に見る」と言ってしまったら僕たちの関係はどう変わってしまうのか、僕なりに何日か考えた上でのやや気恥ずかしい結論のようなもの,100,https://open.spotify.com/track/4w8IYCzj6XvpPbnM3d90fT,56,6
舞祭組,棚からぼたもち,99,https://open.spotify.com/track/6voJFvo1zGN40Po8HCrZ7E,20,24
MUSH & Co.,明日も,97,https://open.spotify.com/track/4kGdJNccuyiDB8t7vzlgWg,20,14
SUPER JUNIOR,Blue World,95,https://open.spotify.com/track/3Cj9cfI83SmOjfEUaapKog,62,24
鎧武乃風,JUST LIVE MORE,93,https://open.spotify.com/track/6EUzmT7hn7K6z8ch9WQ2zM,29,43
コブクロ,モノクローム,92,https://open.spotify.com/track/5wM9DBCaUwc8kjvB1S8vJB,58,24
RADWIMPS,会心の一撃,90,https://open.spotify.com/track/4vwgmckZIomF2jVK066hUy,74,62
山下達郎,クリスマス・イブ,89,https://open.spotify.com/track/6Tt2iUfGonmGZQLJjUsDph,37,46
AKB48,恋するフォーチュンクッキー,88,https://open.spotify.com/track/3Tw2WaAaeRj0YKtTUogJVz,56,50
三代目 J Soul Brothers from EXILE TRIBE,SO RIGHT,87,https://open.spotify.com/track/4vrTuQLjJiwnZySZou7QlY,54,38
Perfume,Sweet Refrain,86,https://open.spotify.com/track/1l2kB5wsToZQkt1eu3WCeq,57,29
ゆず,雨のち晴レルヤ,85,https://open.spotify.com/track/2wFPlYuYlCYxu2zcutQnuL,56,46
RIP SLYME,SLY,84,https://open.spotify.com/track/2sUXtjRxcEXcjrXz9igIo5,55,41
DREAMS COME TRUE,この街で,83,https://open.spotify.com/track/6tzzctsR44kRkNPcXdZ3KJ,60,17
乃木坂46,バレッタ,82,https://open.spotify.com/track/5maE17ID3OETdx4zRMyAnA,60,30
Flower,白雪姫,80,https://open.spotify.com/track/4pZXE5QaVRX5YGpRZMUy4v,44,46
SKE48,賛成カワイイ!,78,https://open.spotify.com/track/6dvOyRIuxv4isMNsMXEQl6,33,18
ゆず,表裏一体,75,https://open.spotify.com/track/6aBOMQNskwFTl330WjOkrO,56,44
東方神起,Very Merry Xmas,74,https://open.spotify.com/track/2jVAQsrH64EcjA2jBLI1GK,52,16
くるり,最後のメリークリスマス,73,https://open.spotify.com/track/7Ib0jkxEaUKXCxvLAdBWg1,50,21
春奈るな,snowdrop,72,https://open.spotify.com/track/1bZkJmmUmI6dCLEuwB3dus,41,25
家入レオ,太陽の女神,71,https://open.spotify.com/track/69RaFIe61qVTkBXmXJPBH5,51,34
きゃりーぱみゅぱみゅ,もったいないとらんど,69,https://open.spotify.com/track/3sTaFqWewtfwuLEIZsUn1W,51,29
CRUDE PLAY,サヨナラの準備は、もうできていた,68,https://open.spotify.com/track/1BmDLM2xROtmdyZraJjHFT,14,22
ナオト・インティライミ,手紙,66,https://open.spotify.com/track/7AVUzvT88BJBQnTrZWBD60,46,23
ソナーポケット,X'masラブストーリー。,65,https://open.spotify.com/track/6km6H6w6JakLA6dzeudNtu,41,11
BENI,粉雪,62,https://open.spotify.com/track/4iXRbipU6oFCcEaksqwHFV,45,31
中川翔子,さかさま世界,61,https://open.spotify.com/track/4xZQK9B22WPoCxiG08AvAL,46,19
E-girls,クルクル,60,https://open.spotify.com/track/1RxVYHyuNjcpOSmpRlfgIm,46,28
Kis-My-Ft2,SNOW DOMEの約束,59,https://open.spotify.com/track/6KLqn06yufujKdrOBI92gk,49,36
JUJU,守ってあげたい,58,https://open.spotify.com/track/1ngvZZ0OvngMJcz317QcSJ,53,23
WHITE ASH,Casablanca,57,https://open.spotify.com/track/3QOXcfYbni2GQ8C5mOW4VG,23,17
Chara,恋文,56,https://open.spotify.com/track/76OfXtynUm4P2QGJvdc6su,44,9
AI,ハピネス,55,https://open.spotify.com/track/63b1Kq6OLrYCNCLNXL2tLn,56,44
AKB48,ハート・エレキ,50,https://open.spotify.com/track/6ByhZo0TUz5WV1AZIRHysw,56,20
サザンオールスターズ,蛍,49,https://open.spotify.com/track/4GiT447VGENnCg6OakrNqf,65,48
Linked Horizon,紅蓮の弓矢,45,https://open.spotify.com/track/0F8psXXh2oxE5BGdkKaoIs,59,51
東京カランコロン,走れ、牧場を,44,https://open.spotify.com/track/3qxjTVHpuUZWTFTTOuv5Dq,15,6
E-girls,ごめんなさいのKissing You,43,https://open.spotify.com/track/2OTMaSpL6re81Z1mL9RSb6,46,48
KinKi Kids,スピード,41,https://open.spotify.com/track/4LXi8WmqATjj64DV7GjCR9,55,12
レミオロメン,粉雪,38,https://open.spotify.com/track/1Vimcaq6kgTq6xgHSnr4pS,51,62
黒沼英之,パラダイス,37,https://open.spotify.com/track/1NvEhxYvoGYZJBdbeP2HLQ,16,3
The Birthday,LEMON,35,https://open.spotify.com/track/3KitT0E1gzhWP4yvgVuJBV,42,16
西野カナ,さよなら,32,https://open.spotify.com/track/37xqq1ab0BQpLoSNu1LK7C,63,42
BoA,メリクリ,30,https://open.spotify.com/track/3fxaN9pj6g4crVCzMTqRd0,55,58
桑田佳祐,白い恋人達,28,https://open.spotify.com/track/5hFHG3UfvrOfhcV8anlU8g,57,59
三代目 J Soul Brothers from EXILE TRIBE,冬物語,27,https://open.spotify.com/track/1fmzOJCmfS7aXiZfE21lr6,54,46
GLAY,DIAMOND SKIN,26,https://open.spotify.com/track/29ZidLDKSo85MLeLpshVub,56,15
SEKAI NO OWARI,RPG,25,https://open.spotify.com/track/7facNrW6VRW8s3ICZ8G1uW,64,65
GReeeeN,僕らの物語,22,https://open.spotify.com/track/1P1I5vrXzaB8M5F3TM0Rk9,61,31
DaizyStripper,妄想日記,21,https://open.spotify.com/track/49MCAkcDfc4Lgc8O0MUrVg,24,3
SOL(from BIGBANG),RINGA LINGA,18,https://open.spotify.com/track/7fLijBP4BGujlmHRP3aX32,65,57
ハジ→,White Winter Love。,17,https://open.spotify.com/track/7h9lgvIDsN3CZ9dd92OJSj,48,29
RADWIMPS,リユニオン,16,https://open.spotify.com/track/2t5t4nO5i4bN5dLEcTSM1P,74,46
真木ことみ,石蕗の花,13,https://open.spotify.com/track/7aM1nprJpPOjtPoTTpGQVG,12,1
遊助,V,9,https://open.spotify.com/track/3R5xz41jvhZywpZshfCznK,43,42
JUJU,やさしさで溢れるように,8,https://open.spotify.com/track/4zdXDTExh06duqfnyhNx6S,53,50
稲垣潤一,クリスマスキャロルの頃には,7,https://open.spotify.com/track/41d7uC7xV3u82wMN0TOoGy,45,49
上野優華,Winter Kiss,6,https://open.spotify.com/track/7mNSmYLqo1mF3H49dt87KJ,21,0
中島美嘉,雪の華,4,https://open.spotify.com/track/6Zyizxfz4NXdCgVLwhuBNw,53,58
B'z,いつかのメリークリスマス,3,https://open.spotify.com/track/3Ro8jrbsWu0VSk1odLLYuo,65,53
森山直太朗,どこもかしこも駐車場,2,https://open.spotify.com/track/5840qlGK5LHq89Yy8OUfd0,46,35
