アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
Perfume,未来のミュージアム,99,https://open.spotify.com/track/3IIWswUsUI4BnTWYZU2UsN,57,44
FUNKY MONKEY BABYS,ありがとう,98,https://open.spotify.com/track/23xQDJNhu2KFaz2oscslaE,53,53
竹内まりや,たそがれダイアリー,96,https://open.spotify.com/track/3r7xQfMtHkY8rGq11ne83f,59,28
GReeeeN,桜color,94,https://open.spotify.com/track/1BxXJpYlRdlC2MTzzGTTss,61,36
BoA,Only One,93,https://open.spotify.com/track/3Hyl7YrOtBcnh1geON2kSO,55,59
JUJU,Dreamer,91,https://open.spotify.com/track/6anBdz7PZEsgZyOYk1SkjF,53,24
CREAM,Shooting Star,90,https://open.spotify.com/track/0Id1EuPP3pnWsfQIbcPtsS,48,15
ケラケラ,さよなら大好きだったよ,89,https://open.spotify.com/track/6AM7V1ufpzXp5KViTQZkn3,35,12
遊助,檸檬,88,https://open.spotify.com/track/4ckyHxkF7XMDvjnZxcth9q,43,16
AI,VOICE,86,https://open.spotify.com/track/1RozsT2filL0ZJ4VgIFPBG,56,32
MAN WITH A MISSION,Emotions,85,https://open.spotify.com/track/0IGFPQy1tVBEOh5hUeK8RH,60,44
桑田佳祐,Yin Yang,84,https://open.spotify.com/track/0vxzEQ863eMoZJBRLW4oiU,57,32
Rake,ランナーズ愛,83,https://open.spotify.com/track/3D3roYptQtN4BtKD07JxLH,40,15
シシド・カフカ,music,80,https://open.spotify.com/track/55NLqRG3scbchLnDApG6fW,28,4
サカナクション,ミュージック,79,https://open.spotify.com/track/21kn2sWOZANPZHGOpW7pG9,66,61
絢香,beautiful,76,https://open.spotify.com/track/0fmHgePAn1nn63wCtEtBBp,55,23
ONE OK ROCK,Clock Strikes,74,https://open.spotify.com/track/1XPzVq4TS2D38MUb9uu0hi,71,54
ASIAN KUNG-FU GENERATION,今を生きて,73,https://open.spotify.com/track/6XTxXbQFaP2sxDeWqm6Cds,61,35
市川由紀乃,風の海峡,71,https://open.spotify.com/track/2kL83SFh10SGZmRZWVZuuS,26,8
7!!,さよならメモリー,70,https://open.spotify.com/track/65dTOvIBMqUgBfv9oqtces,49,43
MONKEY MAJIK,If,68,https://open.spotify.com/track/6ToBZSSo4rBDFacZGGvJ4a,48,11
きゃりーぱみゅぱみゅ,にんじゃりばんばん,62,https://open.spotify.com/track/3zrmJWuIWUmrhhSAZnlOYF,51,55
T.M.Revolution,蒼い霹靂,61,https://open.spotify.com/track/3mAbqvNCdna9n6RHrVmfFm,52,27
KREVA,SPACE,60,https://open.spotify.com/track/2CVFq9mybg2cVObhGPncGM,45,10
