rank,song_title,artist_name,score
1,BLUE,NEWS,100
2,Sign,ジェジュン,99
3,Lemon,米津玄師,98
4,U.S.A.,DA PUMP,97
5,Life is beautiful,BiSH,96
6,初恋,宇多田ヒカル,95
7,シンデレラガール,King & Prince,94
8,闘う戦士たちへ愛を込めて,サザンオールスターズ,93
9,ホップ・ステップ・ワーイ!,Aqours,92
10,LOSER,米津玄師,91
11,打上花火,DAOKO × 米津玄師,90
12,SUMMER NIGHT,100%,89
13,I WANT YOU BACK,TWICE,88
14,DDU-DU DDU-DU,BLACKPINK,87
15,カタルシスト,RADWIMPS,86
16,FAKE LOVE,BTS (防弾少年団),85
17,WHO'S GONNA SAVE US,HYDE,84
18,花ざかりWeekend■,4Luxury,83
19,VOLT-AGE,Suchmos,82
20,Snatchaway,SKY-HI,81
21,What is Love?,TWICE,80
22,Change,ONE OK ROCK,79
23,Echo,DEAN FUJIOKA,78
24,Your Love,ジェジュン,77
25,ジュエルの鼓動が聴こえるか?,THE HOOPERS,76
26,シンクロニシティ,乃木坂46,75
27,F.L.Y. BOYS F.L.Y. GIRLS,GENERATIONS from EXILE TRIBE,74
28,雨あがりのステップ,新しい地図,73
29,NON TiE-UP,BiSH,72
30,この道を,小田和正,71
31,BBoom BBoom,MOMOLAND,70
32,シェイプ・オブ・ユー,エド・シーラン,69
33,ピースサイン,米津玄師,68
34,夜よ踊れ,NEWS,67
35,HINOMARU,RADWIMPS,66
36,さよならエレジー,菅田将暉,65
37,Cascade,NEWS,64
38,ドラえもん,星野源,63
39,灰色と青(+ 菅田将暉),米津玄師,62
40,DNA,BTS (防弾少年団),61
41,HANABI,Mr.Children,60
42,Chain,NCT 127,59
43,Don't Leave Me,BTS (防弾少年団),58
44,拝啓、少年よ,Hump Back,57
45,Wake Me Up,TWICE,56
46,流星,藍井エイル,55
47,ノーダウト,Official髭男dism,54
48,星間飛行,ランカ・リー=中島愛,53
49,THE New Era,GOT7,52
50,アイネクライネ,米津玄師,51
51,誓い,宇多田ヒカル,50
52,恋と愛,三代目 J Soul Brothers from EXILE TRIBE,49
53,SUMMER LOVE,MAG!C☆PRINCE,48
54,TT,TWICE,47
55,Wherever you are,ONE OK ROCK,46
56,Early SUMMER!!!,佐々木彩夏,45
57,め組のひと,倖田來未,44
58,サイレントマジョリティー,欅坂46,43
59,Road,東方神起,42
60,DREAM,清水翔太,41
61,やばば,ソナーポケット,40
62,チャイム,YUKI,39
63,トドカナイカラ,平井堅,38
64,DROP,U-KNOW,37
65,ガラスを割れ!,欅坂46,36
66,NEWSニッポン-Represent NEWS Mix-,NEWS,35
67,パレリラパレリラ,天晴れ!原宿,34
68,Stay,テヨン,33
69,ノー・ティアーズ・レフト・トゥ・クライ,アリアナ・グランデ,32
70,Bloom,Superfly,31
71,Anpanman,BTS (防弾少年団),30
72,フィクション,sumika,29
73,Drive,WANIMA,28
74,Candy Pop,TWICE,27
75,Play A Love Song,宇多田ヒカル,26
76,期待していない自分,けやき坂46,25
77,NIPPON,椎名林檎,24
78,東京VICTORY,サザンオールスターズ,23
79,FOREVER YOUNG,BLACKPINK,22
80,LIKEY,TWICE,21
81,零 -ZERO-,福山雅治,20
82,だいじなこと,くるり,19
83,alone feat.SALU,清水翔太,18
84,Heaven Only Knows,CHEMISTRY,17
85,生きろ,NEWS,16
86,ベター・ナウ,ポスト・マローン,15
87,ソロ feat.デミ・ロヴァート,クリーン・バンディット,14
88,ルミナス,Shine Fine Movement,13
89,リヴ・イット・アップ,ニッキー・ジャム feat.ウィル・スミス & エラ・イストレフィ,12
90,もう会えないけど、平気ですか?〜Our days〜,SOLIDEMO,11
91,ODD FUTURE,UVERworld,10
92,Our Page,SHINee,9
93,Baam,MOMOLAND,8
94,欲望者,NMB48,7
95,My Boo,清水翔太,6
96,アイラブユー,西野カナ,5
97,フロントメモリー,鈴木瑛美子×亀田誠治,4
98,ミライのテーマ,山下達郎,3
99,奏(かなで),スキマスイッチ,2
100,WATER BLUE NEW WORLD,Aqours,1
