rank,song_title,artist_name,score
1,逆転ラバーズ,KEN☆Tackey,100
2,U.S.A.,DA PUMP,99
3,デートの日は二度くらいシャワーして出かけたい,つばきファクトリー,98
4,HARD HIT,THE RAMPAGE from EXILE TRIBE,97
5,Lemon,米津玄師,96
6,Dance The Night Away,TWICE,95
7,Mosquito Bite,[ALEXANDROS],94
8,うたエール,ゆず,93
9,いきなりパンチライン,SKE48,92
10,ミライのテーマ,山下達郎,91
11,打上花火,DAOKO × 米津玄師,90
12,L.O.V.E.,Kis-My-Ft2,89
13,Tomorrow,AAA,88
14,MESSAGE -メッセージ-,Bank Band with Salyu,87
15,With Love,"五十嵐響子(種崎敦美),乙倉悠貴(中島由貴),水本ゆかり(藤田茜),諸星きらり(松嵜麗),姫川友紀(杜野まこ)",86
16,Stage Bye Stage,"島村卯月(大橋彩香),渋谷凛(福原綾香),本田未央(原紗友里)",85
17,BATTLE BATTLE BATTLE,ヒプノシスマイク(Fling Posse・麻天狼),84
18,UNION!!,765 MILLION ALLSTARS,83
19,LOSER,米津玄師,82
20,パレイド,夏川椎菜,81
21,闘う戦士たちへ愛を込めて,サザンオールスターズ,80
22,マリーゴールド,あいみょん,79
23,HANABI,Mr.Children,78
24,初恋,宇多田ヒカル,77
25,早送りカレンダー,HKT48,76
26,Sign,ジェジュン,75
27,青と夏,Mrs.GREEN APPLE,74
28,できっこないを やらなくちゃ,サンボマスター,73
29,ジコチューで行こう!,乃木坂46,72
30,シンデレラガール,King & Prince,71
31,DDU-DU DDU-DU,BLACKPINK,70
32,Baam,MOMOLAND,69
33,GET A NOTE,レキシ,68
34,快感*エブリディ,B-PROJECT,67
35,シェイプ・オブ・ユー,エド・シーラン,66
36,ガラスを割れ!,欅坂46,65
37,Summer Mermaid,宇野実彩子(AAA),64
38,FAKE LOVE,BTS (防弾少年団),63
39,Oh My!,SEVENTEEN,62
40,壮年JUMP,サザンオールスターズ,61
41,シンクロニシティ,乃木坂46,60
42,What is Love?,TWICE,59
43,BLUE,NEWS,58
44,Cheers!,KEYTALK,57
45,ライズ feat.ジャック & ジャック,ジョナス・ブルー,56
46,ウルトラブラスト,ST☆RISH,55
47,さよならエレジー,菅田将暉,54
48,ピースサイン,米津玄師,53
49,ドラえもん,星野源,52
50,Change,ONE OK ROCK,51
51,TT,TWICE,50
52,花火,THE BEAT GARDEN,49
53,I WANT YOU BACK,TWICE,48
54,DNA,BTS (防弾少年団),47
55,恋のレゲトン・レント,CNCO,46
56,瞬き,back number,45
57,ブレス,ポルノグラフィティ,44
58,アイネクライネ,米津玄師,43
59,BBoom BBoom,MOMOLAND,42
60,二重の虹(ダブル レインボウ),Poppin'Party,41
61,F.L.Y. BOYS F.L.Y. GIRLS,GENERATIONS from EXILE TRIBE,40
62,Hands,オーイシマサヨシ,39
63,愛を伝えたいだとか,あいみょん,38
64,サイレントマジョリティー,欅坂46,37
65,Wherever you are,ONE OK ROCK,36
66,ノーダウト,Official髭男dism,35
67,if...,DA PUMP,34
68,Coming Out of THE WORLD.,東海オンエアてつや,33
69,Road,東方神起,32
70,ファンタジック☆プレリュード,ST☆RISH,31
71,RAIN,SEKAI NO OWARI,30
72,世界はあなたに笑いかけている,Little Glee Monster,29
73,ゴッド・イズ・ア・ウーマン,アリアナ・グランデ,28
74,花火の魔法,杏沙子,27
75,ロングホープ・フィリア,菅田将暉,26
76,星のダイアローグ,スタァライト九九組,25
77,インフルエンサー,乃木坂46,24
78,真夏の果実,サザンオールスターズ,23
79,ソウルメイト,ジャスティン・ティンバーレイク,22
80,It's all in the game,Qyoto,21
81,輝きだして走ってく,サンボマスター,20
82,恋と愛,三代目 J Soul Brothers from EXILE TRIBE,19
83,LIKEY,TWICE,18
84,SEGODON,レキシ,17
85,Wake Me Up,TWICE,16
86,Shinjuku Style 〜笑わすな〜,麻天狼,15
87,ヒプノシスマイク-Division Battle Anthem-,Division All Stars,14
88,Slow & Easy,平井大,13
89,Shibuya Marble Texture -PCCS-,Fling Posse,12
90,ロキ,みきとP,11
91,「生きろ」,NEWS,10
92,奏(かなで),スキマスイッチ,9
93,つよいぞ!ロボヒップ,ゴールデンボンバー,8
94,君はロックを聴かない,あいみょん,7
95,ブルー・ライツ,ジョルジャ・スミス,6
96,夏疾風,嵐,5
97,ノー・ティアーズ・レフト・トゥ・クライ,アリアナ・グランデ,4
98,ハイビスカス,ナオト・インティライミ,3
99,迷宮壁,神宮寺寂雷(速水奨),2
100,不協和音,欅坂46,1
