rank,song_title,artist_name,score
1,WANNA BEEEE!!!,Kis-My-Ft2,100
2,Spending all my time,Perfume,99
3,輝く月のように,Superfly,98
4,ヒカリヘ,miwa,97
5,ホワット・メイクス・ユー・ビューティフル,ワン・ダイレクション,96
6,花火,三代目 J Soul Brothers,95
7,夏色ドット,ammoflight,94
8,チルドレンレコード,じん,93
9,つばさ,井手綾香,92
10,ユリーカ,スキマスイッチ,91
11,オー・ラヴ,グリーン・デイ,90
12,ヴァージニティー,NMB48,89
13,恋に恋して,倉木麻衣,88
14,また明日,ゆず,87
15,ビリーヴ,シェネル,86
16,グッド・タイム with アウル・シティー,カーリー・レイ・ジェプセン,85
17,HEART BEAT,加藤ミリヤ,84
18,微笑みのプルマージュ,田村ゆかり,83
19,Love Doctor,√5,82
20,DRAGON BOY,Civilian Skunk,81
21,つぼみ,Aqua Timez,80
22,ナイテタッテ,ナオト・インティライミ,79
23,ただならぬ関係,東京事変,78
24,風が吹いている,いきものがかり,77
25,STARS,Superfly & トータス松本,76
26,Moment,SMAP,75
27,王様のミサイル,カミナリグモ,74
28,シュプレヒコール,RADWIMPS,73
29,月食,藤巻亮太,72
30,夏の思い出,ケツメイシ,71
31,The Beginning,ONE OK ROCK,70
32,コール・ミー・メイビー,カーリー・レイ・ジェプセン,69
33,わたしの願い事,YUKI,68
34,お後がよろしくって…よ!,極落女会,67
35,レモネード,アレクサンドラ・スタン,66
36,テイク・ア・ウォーク,パッション・ピット,65
37,GO FOR IT !!,西野カナ,64
38,恋暴動,HAPPY BIRTHDAY,63
39,OMG!!,SAY,62
40,陽はまた昇る,高橋優,61
41,LOVE LOVE Summer,ケツメイシ,60
42,サーカスナイト,七尾旅人,59
43,ファースト・ラビット,AKB48,58
44,走れ!Bicycle,乃木坂46,57
45,Wake Up,ClariS,56
46,少年時代,井上陽水,55
47,crossing field,LiSA,54
48,GO,DEEP,53
49,BOW & ARROWS,EXILE,52
50,ダンス・アゲイン feat.ピットブル,ジェニファー・ロペス,51
51,ウィナー〜君は勝利者〜,ペット・ショップ・ボーイズ,50
52,ブロウ・ミー(ワン・ラスト・キス),ピンク,49
53,レット・ミー・ラヴ・ユー,Ne-Yo(ニーヨ),48
54,きゅっころりん,石塚英彦,47
55,夏空HANABI,ぱすぽ☆,46
56,全力少年,スキマスイッチ,45
57,ブルース・ハンド・ミー・ダウン,ヴィンテージ・トラブル,44
58,情熱のホイッスル,フロー・ライダー,43
59,ウィー・ファウンド・ラヴ feat.カルヴィン・ハリス,リアーナ,42
60,LIFE IS A PARTY,FUNKY MONKEY BABYS,41
61,pride,GReeeeN,40
62,わたがし,back number,39
63,ルール・ザ・ワールド,ティアーズ・フォー・フィアーズ,38
64,Spirit Inspiration,Nothing's Carved In Stone,37
65,WILD TRIBE,ACE OF SPADES,36
66,The Choice Is Yours,RHYMESTER,35
67,故郷〜Blue Sky Homeland〜,臼澤みさき,34
68,セトル・ダウン,ノー・ダウト,33
69,アンダー・ザ・ウェストウェイ,ブラー,32
70,ミスター・サクソビート〜恋の大作戦〜,アレクサンドラ・スタン,31
71,kEEP oN.,V6,30
72,BRIGHT STREAM,水樹奈々,29
73,ワナビー,スパイス・ガールズ,28
74,『大好き』,Juliet,27
75,トライアンファント(ゲット・エム) feat.リック・ロス & ミーク・ミル,マライア・キャリー,26
76,トワイライト,カヴァー・ドライヴ,25
77,真夏の果実,サザンオールスターズ,24
78,アフロディーテ,山崎まさよし,23
79,everybody feels the same,くるり,22
80,止り木暮らし,長保有紀,21
81,君と見る未来。,ソナーポケット,20
82,ペイフォン feat.ウィズ・カリファ,マルーン5,19
83,セレブレート,ホイットニー・ヒューストン & ジョーダン・スパークス,18
84,ココモ,ビーチ・ボーイズ,17
85,夏色,ゆず,16
86,ガーディアン,アラニス・モリセット,15
87,ゴッド・メイド・ザ・ラジオ〜神の創りしラジオ,ビーチ・ボーイズ,14
88,サムバディ・ザット・アイ・ユースト・トゥ・ノウ〜失恋サムバディ feat.キンブラ,ゴティエ,13
89,夢の外へ,星野源,12
90,浅草においでよ!,葵と楓,11
91,バーチャル・インサニティ,ジャミロクワイ,10
92,チャンカパーナ,NEWS,9
93,あなたに出会わなければ〜夏雪冬花〜,Aimer(エメ),8
94,シーズン・イン・ザ・サン,土岐麻子,7
95,ウィ・ウィル・ロック・ユー,クイーン,6
96,泣き虫ファイター,東京カランコロン,5
97,DAIKIRAI-DAISUKI,HAPPY BIRTHDAY,4
98,ホエア・ハヴ・ユー・ビーン,リアーナ,3
99,ディス・イズ・ゴナ・ハート,フーバスタンク,2
100,はんぶんこ,佐香智久,1
