rank,song_title,artist_name,score
1,What We Got 〜奇跡はきみと〜,King & Prince,100
2,Blue Jeans,HANA,99
4,ROSE,HANA,97
5,クスシキ,Mrs.GREEN APPLE,96
6,残酷な夜に輝け,LiSA,95
7,幕が上がる,back number,94
8,Carrying Happiness,Mrs.GREEN APPLE,93
9,breakfast,Mrs.GREEN APPLE,92
11,ライラック,Mrs.GREEN APPLE,90
12,らしさ,Official髭男dism,89
13,革命道中,アイナ・ジ・エンド,88
14,ダーリン,Mrs.GREEN APPLE,87
15,Burning Flower,HANA,86
16,JUMP,BLACKPINK,85
17,太陽が昇らない世界,Aimer(エメ),84
18,怪獣,サカナクション,83
19,Love Like This,藤井風,82
20,イケナイ太陽,ORANGE RANGE,81
21,夢中,BE:FIRST,80
22,恋風,幾田りら,79
23,ブルーアンバー,back number,78
24,Tiger,HANA,77
25,再会,Vaundy,76
26,PUZZLE,清水翔太,75
27,SERIOUS,Snow Man,74
28,青と夏,Mrs.GREEN APPLE,73
29,倍倍FIGHT!,CANDY TUNE,72
30,Shine On Me,ENHYPEN,71
31,Same numbers,乃木坂46,70
32,I Know,King & Prince,69
33,Beautiful Strangers,TOMORROW X TOGETHER,68
34,Drop,HANA,67
35,THIS IS FOR,TWICE,66
36,Plazma,米津玄師,65
37,かわいいだけじゃだめですか?,CUTIE STREET,64
38,天国,Mrs.GREEN APPLE,63
39,ビターバカンス,Mrs.GREEN APPLE,62
40,ケセラセラ,Mrs.GREEN APPLE,61
41,Golden,HUNTR/X,60
42,SAD SONG,ちゃんみな,59
43,赤いワインに涙が・・・,ブランデー戦記,58
44,APT.,ロゼ & ブルーノ・マーズ,57
45,SUMMER SONG,YUI,56
46,超最強,超ときめき(ハート)宣伝部,55
47,怪獣の花唄,Vaundy,54
48,とくべチュ、して,=LOVE,53
49,Soranji,Mrs.GREEN APPLE,52
51,アオノオト,M!LK,50
52,ノンフィクションズ,Da-iCE,49
53,StaRt,Mrs.GREEN APPLE,48
54,花火,aiko,47
56,点描の唄 feat.井上苑子,Mrs.GREEN APPLE,45
57,慶びの種,Mrs.GREEN APPLE,44
58,SAD SONG - From THE FIRST TAKE feat. No No Girls FINALISTS,ちゃんみな,43
59,オトノケ,Creepy Nuts,42
60,織姫とBABY feat. 汐れいら,ねぐせ。,41
61,ANTENNA,Mrs.GREEN APPLE,40
62,旋律と結晶,TENBLANK,39
64,TWILIGHT!!!,King Gnu,37
65,プロポーズ,なとり,36
66,Whiplash,aespa,35
67,夢幻,MY FIRST STORY × HYDE,34
68,ハレンチ,ちゃんみな,33
69,マリーゴールド,あいみょん,32
70,修羅,ヨルシカ,31
71,高嶺の花子さん,back number,30
72,BOW AND ARROW,米津玄師,29
73,Bunny Girl,AKASAKI,28
74,僕のこと,Mrs.GREEN APPLE,27
75,空,BE:FIRST,26
76,花,ORANGE RANGE,25
77,わたしの一番かわいいところ,FRUITS ZIPPER,24
78,小さな恋のうた,MONGOL800,23
79,ダンスホール,Mrs.GREEN APPLE,22
80,サウダージ,ポルノグラフィティ,21
81,いちについて,あいみょん,20
82,Don't Say You Love Me,JIN,19
83,わたがし,back number,18
84,GOD_i,Number_i,17
85,真夏の果実,サザンオールスターズ,16
86,晩餐歌,tuki.,15
87,TSUNAMI,サザンオールスターズ,14
88,水平線,back number,13
89,幾億光年,Omoinotake,12
90,インフェルノ,Mrs.GREEN APPLE,11
92,愛のかたまり,KinKi Kids,9
93,Bling-Bang-Bang-Born,Creepy Nuts,8
94,チャンカパーナ,NEWS,7
95,ロータリー,吉田仁人,6
96,Go in Blind (月狼),&TEAM,5
97,スパークル,RADWIMPS,4
98,Billyeoon Goyangi (Do the Dance),ILLIT,3
99,波乗りジョニー,桑田佳祐,2
100,ニュー・マイ・ノーマル,Mrs.GREEN APPLE,1
