アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
HALCALI,Re:やさしい気持ち,99,https://open.spotify.com/track/2qNoxHlqxf6phLdCc68bbH,58,16
JUJU,やさしさで溢れるように,98,https://open.spotify.com/track/4zdXDTExh06duqfnyhNx6S,53,50
ユニコーン,WAO!,94,https://open.spotify.com/track/0vsMJ9kZyVD3poXSisGZW7,44,34
ステレオポニー,泪のムコウ,93,https://open.spotify.com/track/11HNtVNr78MM7hCZzSxL5J,40,44
鶴,桜,92,https://open.spotify.com/track/2rdhJNgNPHRSJhMegey5GX,21,12
GReeeeN,歩み,86,https://open.spotify.com/track/3fgngFwcN0wtWsCVqsywBS,61,49
aiko,milk,84,https://open.spotify.com/track/5BDh3j6kCJUmzUpSh0ESVZ,62,46
秋元順子,愛のままで…,83,https://open.spotify.com/track/6WjmLWvLcUm9kwThhFfatB,31,37
Lil'B,キミが好きで,80,https://open.spotify.com/track/3hMsWl4eBIVeulJlzb8nZT,34,28
MiChi,ChaNge the WoRLd,79,https://open.spotify.com/track/3CHqrioKIhXNHZ8IgzIVNC,16,18
Perfume,チョコレイト・ディスコ,78,https://open.spotify.com/track/35WLGytCEIVPLBPfhNPhTp,57,42
のあのわ,ゆめの在りか,77,https://open.spotify.com/track/0Koe98X7pl9LzSrzfOigEC,5,4
井上ジョー,幻,74,https://open.spotify.com/track/45XOhrxMYYynvs7DqXDujT,41,13
ROCK'A'TRENCH,My SunShine,73,https://open.spotify.com/track/5AplfXQJgaj3lsGj1ShWAW,32,49
CLIFF EDGE feat 詩音,ナミダボシ,72,https://open.spotify.com/track/1AKAV70go5Pj9U9inX6Zcz,39,30
KinKi Kids,約束,70,https://open.spotify.com/track/7IgqVepWnCDAhjNPEzId5v,55,18
Dragon Ash,運命共同体,69,https://open.spotify.com/track/44d35UqPmbP8jDJuAabafj,47,19
チャットモンチー,Last Love Letter,67,https://open.spotify.com/track/6LK2v7TM0xAfw2MN8VJe78,43,30
AI,YOU ARE MY STAR,65,https://open.spotify.com/track/3nRjWIM4hmD941kcMhnJSf,56,34
木山裕策,home,64,https://open.spotify.com/track/4Zfk15eeUW2Fi8dubC93BG,31,48
RIP SLYME,STAIRS,63,https://open.spotify.com/track/6rLWRCMQsw7RBShc0MxOpz,55,18
氷川きよし,浪曲一代,62,https://open.spotify.com/track/3OYnkDcALmboeZaS5N9dZA,41,10
レミオロメン,Sakura,61,https://open.spotify.com/track/5qhtBu2H14kFTwlFfQTUoI,51,39
My Little Lover,音のない世界,60,https://open.spotify.com/track/0HwrqSEymkLmZPl0xgGGK0,49,38
阪井あゆみ,悲しみを愛しさで,55,https://open.spotify.com/track/1XQZvIvWjpgFenvFvgD4a4,7,7
木村カエラ,どこ,53,https://open.spotify.com/track/1Bvws6H8PapGGMoEVxmWQu,42,20
かりゆし58,さよなら,52,https://open.spotify.com/track/2g9XP40MmZ6MrCBiiyA5Da,48,37
flumpool,星に願いを,50,https://open.spotify.com/track/6W12q6aj9KCLI97W8kBQOD,47,42
コブクロ,時の足音,47,https://open.spotify.com/track/0ViUlnRMrbmuzGyqWbJc0j,58,41
GLAY,春までは,45,https://open.spotify.com/track/1Yx35CT1dxNGBVvCAcRtR8,56,13
aiko,嘆きのキス,44,https://open.spotify.com/track/57gurkqvvWqpa92sFnSuur,62,16
谷村奈南,Crazy For You,42,https://open.spotify.com/track/1QOty6UKVJpprdTzdTroPJ,11,3
清竜人,Morning Sun,40,https://open.spotify.com/track/4iM2FeTuMSyioXarNpMDxG,34,19
嵐,Believe,39,https://open.spotify.com/track/2vXuVpGXqIXF6KB2jeWhXI,65,49
FUNKY MONKEY BABYS,桜,38,https://open.spotify.com/track/3im6vIMyAfRk7c9zijpkjV,53,45
GReeeeN,刹那,36,https://open.spotify.com/track/35AHGvffAVAbiIkG0AirrO,61,49
