アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
HALCALI,Re:やさしい気持ち,99,https://open.spotify.com/track/2qNoxHlqxf6phLdCc68bbH,59,16,./downloaded_mp3/HALCALI_Re:やさしい気持ち.mp3
JUJU,やさしさで溢れるように,98,https://open.spotify.com/track/4zdXDTExh06duqfnyhNx6S,54,50,./downloaded_mp3/JUJU_やさしさで溢れるように.mp3
ユニコーン,WAO!,94,https://open.spotify.com/track/0vsMJ9kZyVD3poXSisGZW7,44,34,./downloaded_mp3/ユニコーン_WAO!.mp3
ステレオポニー,泪のムコウ,93,https://open.spotify.com/track/11HNtVNr78MM7hCZzSxL5J,40,44,./downloaded_mp3/ステレオポニー_泪のムコウ.mp3
鶴,桜,92,https://open.spotify.com/track/2rdhJNgNPHRSJhMegey5GX,22,12,./downloaded_mp3/鶴_桜.mp3
GReeeeN,歩み,86,https://open.spotify.com/track/3fgngFwcN0wtWsCVqsywBS,62,49,./downloaded_mp3/GReeeeN_歩み.mp3
aiko,milk,84,https://open.spotify.com/track/5BDh3j6kCJUmzUpSh0ESVZ,62,47,./downloaded_mp3/aiko_milk.mp3
秋元順子,愛のままで…,83,https://open.spotify.com/track/6WjmLWvLcUm9kwThhFfatB,31,38,./downloaded_mp3/秋元順子_愛のままで….mp3
Lil'B,キミが好きで,80,https://open.spotify.com/track/3hMsWl4eBIVeulJlzb8nZT,34,28,./downloaded_mp3/Lil'B_キミが好きで.mp3
MiChi,ChaNge the WoRLd,79,https://open.spotify.com/track/3CHqrioKIhXNHZ8IgzIVNC,17,19,./downloaded_mp3/MiChi_ChaNge the WoRLd.mp3
Perfume,チョコレイト・ディスコ,78,https://open.spotify.com/track/35WLGytCEIVPLBPfhNPhTp,57,42,./downloaded_mp3/Perfume_チョコレイト・ディスコ.mp3
のあのわ,ゆめの在りか,77,https://open.spotify.com/track/0Koe98X7pl9LzSrzfOigEC,6,4,./downloaded_mp3/のあのわ_ゆめの在りか.mp3
井上ジョー,幻,74,https://open.spotify.com/track/45XOhrxMYYynvs7DqXDujT,42,13,./downloaded_mp3/井上ジョー_幻.mp3
ROCK'A'TRENCH,My SunShine,73,https://open.spotify.com/track/5AplfXQJgaj3lsGj1ShWAW,32,49,./downloaded_mp3/ROCK'A'TRENCH_My SunShine.mp3
KinKi Kids,約束,70,https://open.spotify.com/track/2S7Gb7cWpcuDoAM13MkPoZ,55,29,./downloaded_mp3/KinKi Kids_約束.mp3
Dragon Ash,運命共同体,69,https://open.spotify.com/track/44d35UqPmbP8jDJuAabafj,48,19,./downloaded_mp3/Dragon Ash_運命共同体.mp3
チャットモンチー,Last Love Letter,67,https://open.spotify.com/track/6LK2v7TM0xAfw2MN8VJe78,44,30,./downloaded_mp3/チャットモンチー_Last Love Letter.mp3
AI,YOU ARE MY STAR,65,https://open.spotify.com/track/3nRjWIM4hmD941kcMhnJSf,56,35,./downloaded_mp3/AI_YOU ARE MY STAR.mp3
木山裕策,home,64,https://open.spotify.com/track/4Zfk15eeUW2Fi8dubC93BG,32,48,./downloaded_mp3/木山裕策_home.mp3
RIP SLYME,STAIRS,63,https://open.spotify.com/track/6rLWRCMQsw7RBShc0MxOpz,55,18,./downloaded_mp3/RIP SLYME_STAIRS.mp3
氷川きよし,浪曲一代,62,https://open.spotify.com/track/3OYnkDcALmboeZaS5N9dZA,42,10,./downloaded_mp3/氷川きよし_浪曲一代.mp3
レミオロメン,Sakura,61,https://open.spotify.com/track/5qhtBu2H14kFTwlFfQTUoI,52,40,./downloaded_mp3/レミオロメン_Sakura.mp3
My Little Lover,音のない世界,60,https://open.spotify.com/track/0HwrqSEymkLmZPl0xgGGK0,49,38,./downloaded_mp3/My Little Lover_音のない世界.mp3
木村カエラ,どこ,53,https://open.spotify.com/track/1Bvws6H8PapGGMoEVxmWQu,43,20,./downloaded_mp3/木村カエラ_どこ.mp3
かりゆし58,さよなら,52,https://open.spotify.com/track/2g9XP40MmZ6MrCBiiyA5Da,49,37,./downloaded_mp3/かりゆし58_さよなら.mp3
flumpool,星に願いを,50,https://open.spotify.com/track/6W12q6aj9KCLI97W8kBQOD,47,42,./downloaded_mp3/flumpool_星に願いを.mp3
コブクロ,時の足音,47,https://open.spotify.com/track/0ViUlnRMrbmuzGyqWbJc0j,59,41,./downloaded_mp3/コブクロ_時の足音.mp3
GLAY,春までは,45,https://open.spotify.com/track/1Yx35CT1dxNGBVvCAcRtR8,56,13,./downloaded_mp3/GLAY_春までは.mp3
谷村奈南,Crazy For You,42,https://open.spotify.com/track/1QOty6UKVJpprdTzdTroPJ,12,3,./downloaded_mp3/谷村奈南_Crazy For You.mp3
清竜人,Morning Sun,40,https://open.spotify.com/track/0FVRKsO6fudlh0yKdLhPjA,34,31,./downloaded_mp3/清竜人_Morning Sun.mp3
FUNKY MONKEY BABYS,桜,38,https://open.spotify.com/track/3im6vIMyAfRk7c9zijpkjV,53,45,./downloaded_mp3/FUNKY MONKEY BABYS_桜.mp3
GReeeeN,刹那,36,https://open.spotify.com/track/35AHGvffAVAbiIkG0AirrO,62,49,./downloaded_mp3/GReeeeN_刹那.mp3
加藤ミリヤ,20-CRY-,31,https://open.spotify.com/track/6LYbBPbqniyxHneyE8VJsZ,55,35,./downloaded_mp3/加藤ミリヤ_20-CRY-.mp3
国生さゆり,バレンタイン・キッス,24,https://open.spotify.com/track/2N8hrhxDHw5RBdcQdIStwO,21,28,./downloaded_mp3/国生さゆり_バレンタイン・キッス.mp3
シギ,輝いた,19,https://open.spotify.com/track/3Ncn1jHLPFyI21J1lXhk4J,22,39,./downloaded_mp3/シギ_輝いた.mp3
HY,366日,18,https://open.spotify.com/track/22aZD7yaGYfhgCYazL4nbc,57,66,./downloaded_mp3/HY_366日.mp3
くるり,三日月,13,https://open.spotify.com/track/5drS3waBYrTP6P9GUswxVk,51,39,./downloaded_mp3/くるり_三日月.mp3
Aqua Timez,Velonica,11,https://open.spotify.com/track/2k7lStJS8TJvMNxbdClLMD,53,55,./downloaded_mp3/Aqua Timez_Velonica.mp3
RADWIMPS,おしゃかしゃま,8,https://open.spotify.com/track/39oAp7sfaU9PDaraVLD31O,75,61,./downloaded_mp3/RADWIMPS_おしゃかしゃま.mp3
pe'zmoku,ハルカゼ,7,https://open.spotify.com/track/1MHVKjgJidV5BQTYf2Dtos,17,3,./downloaded_mp3/pe'zmoku_ハルカゼ.mp3
Lil'B,キミに歌ったラブソング,5,https://open.spotify.com/track/5qAeuuuWen5KD1MPMIr9v9,34,38,./downloaded_mp3/Lil'B_キミに歌ったラブソング.mp3
DREAMS COME TRUE,GOOD BYE MY SCHOOL DAYS,3,https://open.spotify.com/track/5HnT0cQyUe0SGcqnMvKFXg,61,8,./downloaded_mp3/DREAMS COME TRUE_GOOD BYE MY SCHOOL DAYS.mp3
