アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
遊助,たんぽぽ,100,https://open.spotify.com/track/5mXYP3PnRg5VtbPoZa2uXX,43,36,./downloaded_mp3/遊助_たんぽぽ.mp3
AKB48,涙サプライズ!,96,https://open.spotify.com/track/0bCgT0WHUiKlAFo5KgPD8z,56,36,./downloaded_mp3/AKB48_涙サプライズ!.mp3
JASMINE,sad to say,95,https://open.spotify.com/track/6I9alkuVpOleYMl7p27Tya,35,43,./downloaded_mp3/JASMINE_sad to say.mp3
Base Ball Bear,BREEEEZE GIRL,94,https://open.spotify.com/track/7oQ2S2qYntt3D2jlVaBMwT,38,14,./downloaded_mp3/Base Ball Bear_BREEEEZE GIRL.mp3
木村カエラ,Butterfly,93,https://open.spotify.com/track/4KFQ43lyjYoCtaIaeY21VQ,43,45,./downloaded_mp3/木村カエラ_Butterfly.mp3
ROCK'A'TRENCH,真夏の太陽,92,https://open.spotify.com/track/2kKdaOsrDnBPJ41v7i141y,32,8,./downloaded_mp3/ROCK'A'TRENCH_真夏の太陽.mp3
B'z,DIVE,91,https://open.spotify.com/track/4ysB60jfyAqMMLQYGkkodK,66,44,./downloaded_mp3/B'z_DIVE.mp3
福原美穂,HANABI SKY,88,https://open.spotify.com/track/4nokeyjsaziOPl2O03zPVb,35,11,./downloaded_mp3/福原美穂_HANABI SKY.mp3
GReeeeN,遥か,87,https://open.spotify.com/track/4wBFubvNAwVox8q4SYXHqU,62,62,./downloaded_mp3/GReeeeN_遥か.mp3
キマグレン,君のいない世界,85,https://open.spotify.com/track/3OevgOl9JxwiAv18OFVxMn,39,8,./downloaded_mp3/キマグレン_君のいない世界.mp3
忌野清志郎,Oh! RADIO,81,https://open.spotify.com/track/49G43vcnfYdIAOGrmEHDbK,33,19,./downloaded_mp3/忌野清志郎_Oh! RADIO.mp3
mihimaru GT,Switch,80,https://open.spotify.com/track/6PRONHEQFp3Dfx5diefpQl,45,15,./downloaded_mp3/mihimaru GT_Switch.mp3
V6,スピリット,78,https://open.spotify.com/track/6ZxclYm5SOmt85MHyXkh02,56,35,./downloaded_mp3/V6_スピリット.mp3
まきちゃんぐ,愛の雫,75,https://open.spotify.com/track/5V4fba3okDN16ThnUZ2QIY,12,5,./downloaded_mp3/まきちゃんぐ_愛の雫.mp3
YUI,again,74,https://open.spotify.com/track/4OQq1bcP12GQQXJNupxqfR,57,67,./downloaded_mp3/YUI_again.mp3
渡辺美里,あしたの空,73,https://open.spotify.com/track/7hPvIqQAHjwTb4u3IClI1u,48,3,./downloaded_mp3/渡辺美里_あしたの空.mp3
Superfly,Alright!!,70,https://open.spotify.com/track/7kPYs87SbciVPYtzQGpx9a,59,44,./downloaded_mp3/Superfly_Alright!!.mp3
レミオロメン,Starting Over,69,https://open.spotify.com/track/1ckGHsgE4E12woq1ANhpyC,52,15,./downloaded_mp3/レミオロメン_Starting Over.mp3
MINMI,アベマリア,67,https://open.spotify.com/track/1zlRZ3AE0coYReHL3fHUAw,48,27,./downloaded_mp3/MINMI_アベマリア.mp3
Perfume,NIGHT FLIGHT,66,https://open.spotify.com/track/4sd5YjI03rQCkqMDKJ1JxB,57,25,./downloaded_mp3/Perfume_NIGHT FLIGHT.mp3
椎名林檎,ありあまる富,64,https://open.spotify.com/track/50XwYMXbc3z8W3g21SIucz,66,43,./downloaded_mp3/椎名林檎_ありあまる富.mp3
嵐,Everything,62,https://open.spotify.com/track/6SHrcaWlZAJSO6INMklr7b,66,34,./downloaded_mp3/嵐_Everything.mp3
MONKEY MAJIK,アイシテル,58,https://open.spotify.com/track/22lbkSl4E6vy0xeCn4KoUf,49,26,./downloaded_mp3/MONKEY MAJIK_アイシテル.mp3
福山雅治,最愛,55,https://open.spotify.com/track/5dH6gJVNZ5ID8EkTqRVWNx,55,48,./downloaded_mp3/福山雅治_最愛.mp3
GIRL NEXT DOOR,Infinity,54,https://open.spotify.com/track/7oycpwttmBCCNWToUbsN8e,29,34,./downloaded_mp3/GIRL NEXT DOOR_Infinity.mp3
絢香,みんな空の下,50,https://open.spotify.com/track/5jc5WQlrri3B5MkLByPsuv,55,57,./downloaded_mp3/絢香_みんな空の下.mp3
嵐,明日の記憶,49,https://open.spotify.com/track/5JUdOlFASwTo3ZvJWE77mr,66,46,./downloaded_mp3/嵐_明日の記憶.mp3
矢野まき,本音とは愛よ,44,https://open.spotify.com/track/7zQEyHKVjR6VcZl8guq1GR,15,2,./downloaded_mp3/矢野まき_本音とは愛よ.mp3
コブクロ,STAY,38,https://open.spotify.com/track/5SIxF4NeYQo6yHlAWWpJxA,59,37,./downloaded_mp3/コブクロ_STAY.mp3
奥華子,笑って笑って,35,https://open.spotify.com/track/2WMb2WEaT2kvO3SFicI2KG,40,16,./downloaded_mp3/奥華子_笑って笑って.mp3
RIP SLYME,Good Day,28,https://open.spotify.com/track/0Q5umrZlPiqYlLXYBOC7cJ,55,17,./downloaded_mp3/RIP SLYME_Good Day.mp3
