rank,song_title,artist_name,score
1,Password,INI,100
2,新時代 (ウタ from ONE PIECE FILM RED),Ado,99
3,私は最強 (ウタ from ONE PIECE FILM RED),Ado,98
4,逆光 (ウタ from ONE PIECE FILM RED),Ado,97
5,ウタカタララバイ (ウタ from ONE PIECE FILM RED),Ado,96
6,W / X / Y,Tani Yuuki,95
7,Habit,SEKAI NO OWARI,94
8,Tot Musica (ウタ from ONE PIECE FILM RED),Ado,93
9,ミックスナッツ,Official髭男dism,92
10,Pink Venom,BLACKPINK,91
11,風のゆくえ (ウタ from ONE PIECE FILM RED),Ado,90
12,ダンスホール,Mrs.GREEN APPLE,89
13,After LIKE,IVE,88
14,シンデレラボーイ,Saucy Dog,87
15,世界のつづき (ウタ from ONE PIECE FILM RED),Ado,86
16,ベルベットの詩,back number,85
17,Power,7ORDER,84
18,ドライフラワー,優里,83
19,Summer Bike,FANTASTICS from EXILE TRIBE,82
20,雨燦々,King Gnu,81
21,ベテルギウス,優里,80
22,愛とか恋とか,Novelbright,79
23,水平線,back number,78
24,POP!,NAYEON,77
25,Two as One,Kis-My-Ft2,76
26,栄光の扉,平井大,75
27,残響散歌,Aimer(エメ),74
28,なんでもないよ、,マカロニえんぴつ,73
29,エジソン,水曜日のカンパネラ,72
30,恋だろ,wacci,71
31,Talk that Talk,TWICE,70
32,MASCARA,XG,69
33,青と夏,Mrs.GREEN APPLE,68
34,夜に駆ける,YOASOBI,67
35,Celebrate,TWICE,66
36,3636,あいみょん,65
37,群青,YOASOBI,64
38,Scream,BE:FIRST,63
39,BANZAI! digital trippers,Aqours feat.初音ミク,62
40,レオ,優里,61
41,Dynamite,BTS,60
42,マリーゴールド,あいみょん,59
43,Cry Baby,Official髭男dism,58
44,ビンクスの酒 (ウタ from ONE PIECE FILM RED),Ado,57
45,いつか,Saucy Dog,56
46,きらり,藤井風,55
47,好きというのはロックだぜ!,乃木坂46,54
48,Butter,BTS,53
49,CITRUS,Da-iCE,52
50,Start Over,THE BEAT GARDEN,51
51,バニラ,きゃない,50
52,シャッター,優里,49
53,君じゃない誰かの愛し方 (Ring),TOMORROW X TOGETHER,48
54,Pretender,Official髭男dism,47
55,踊,Ado,46
56,怪物,YOASOBI,45
57,UUUU,"一十木音也(寺島拓篤),四ノ宮那月(谷山紀章),神宮寺レン(諏訪部順一),来栖翔(下野紘)",44
58,怪獣の花唄,Vaundy,43
59,YOKAZE,変態紳士クラブ,42
60,結,Saucy Dog,41
61,Mela!,緑黄色社会,40
62,逆夢,King Gnu,39
63,カメレオン,King Gnu,38
64,CLAP CLAP,NiziU,37
65,Permission to Dance,BTS,36
66,かたち,安月名莉子,35
67,一途,King Gnu,34
68,melt bitter,さとうもか,33
69,LOVE DIVE,IVE,32
70,魔法の絨毯,川崎鷹也,31
71,点描の唄 feat.井上苑子,Mrs.GREEN APPLE,30
72,バッド・ディシジョンズ,"ベニー・ブランコ,BTS,スヌープ・ドッグ",29
73,左右盲,ヨルシカ,28
74,のびしろ,Creepy Nuts,27
75,魔法にかけられて,Saucy Dog,26
76,踊り子,Vaundy,25
77,オアイコ,Aimer(エメ),24
78,ツキミソウ,Novelbright,23
79,The Feels,TWICE,22
80,うっせぇわ,Ado,21
81,FOREVER 1,少女時代,20
82,韻波句徒,CHEHON,19
83,115万キロのフィルム,Official髭男dism,18
84,花の塔,さユり,17
85,裸の心,あいみょん,16
86,SM:)LE,BUDDiiS,15
87,ステイ,ザ・キッド・ラロイxジャスティン・ビーバー,14
88,白日,King Gnu,13
89,高嶺の花子さん,back number,12
90,愛を伝えたいだとか,あいみょん,11
91,NIGHT DANCER,imase,10
92,勿忘,Awesome City Club,9
93,I LOVE…,Official髭男dism,8
94,虹,菅田将暉,7
95,Goes on,チャン・グンソク,6
96,デネブとスピカ,DIALOGUE+,5
97,ココロオドル,nobodyknows+,4
98,堕天,Creepy Nuts,3
99,FEARLESS,LE SSERAFIM,2
100,ブルーアンビエンス (feat.asmi),Mrs.GREEN APPLE,1
