アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
NEWS,SUMMER TIME,100,https://open.spotify.com/track/5HRHKhyoOUjsnbbvj8Vm5b,54,36,./downloaded_mp3/NEWS_SUMMER TIME.mp3
Aqua Timez,虹,99,https://open.spotify.com/track/4xSh6jogaOSkWjASpxFSdp,53,58,./downloaded_mp3/Aqua Timez_虹.mp3
SEAMO,MOTHER,98,https://open.spotify.com/track/45KeRxQiU1cHUFJrhnl1rw,41,24,./downloaded_mp3/SEAMO_MOTHER.mp3
キマグレン,LIFE,97,https://open.spotify.com/track/0OteDMairtABHrHUHjuAK1,39,56,./downloaded_mp3/キマグレン_LIFE.mp3
絢香,おかえり,96,https://open.spotify.com/track/1aEJTljLDeDeQgxtQHrhmz,55,42,./downloaded_mp3/絢香_おかえり.mp3
Base Ball Bear,changes,94,https://open.spotify.com/track/6TXCy6LFfJT0E0jMONbqLX,38,26,./downloaded_mp3/Base Ball Bear_changes.mp3
羞恥心,羞恥心,93,https://open.spotify.com/track/770OfNzKAmIB086QKEZ0Lz,22,38,./downloaded_mp3/羞恥心_羞恥心.mp3
スガシカオ,NOBODY KNOWS,87,https://open.spotify.com/track/34SZP6DAcclRn88LspsVyh,42,29,./downloaded_mp3/スガシカオ_NOBODY KNOWS.mp3
mihimaru GT,ギリギリHERO,86,https://open.spotify.com/track/0VC6aq6SPlVF6yndtROkYX,45,33,./downloaded_mp3/mihimaru GT_ギリギリHERO.mp3
Monkey Majik,Together,85,https://open.spotify.com/track/4DlEx7AcUuk06asFEgg3xe,49,39,./downloaded_mp3/Monkey Majik_Together.mp3
いきものがかり,帰りたくなったよ,79,https://open.spotify.com/track/1XeXsv2fN21KzHca8UuGS6,63,46,./downloaded_mp3/いきものがかり_帰りたくなったよ.mp3
MISIA,Yes Forever,78,https://open.spotify.com/track/46AZQ6sqFu9BHfZW8Fczsc,57,12,./downloaded_mp3/MISIA_Yes Forever.mp3
Superfly,Hi-Five,76,https://open.spotify.com/track/1w2yONa3yfqAHyY5tqFosU,59,35,./downloaded_mp3/Superfly_Hi-Five.mp3
谷村奈南,JUNGLE DANCE,72,https://open.spotify.com/track/4TfT9vrsKv6Oj4FT1msOy5,12,6,./downloaded_mp3/谷村奈南_JUNGLE DANCE.mp3
宇多田ヒカル,Prisoner Of Love,71,https://open.spotify.com/track/4a9xOJC6kgknv7cU4D99Ha,73,60,./downloaded_mp3/宇多田ヒカル_Prisoner Of Love.mp3
GReeeeN,キセキ,67,https://open.spotify.com/track/2bzdhN6Y5AP1zRRf12QwJq,62,57,./downloaded_mp3/GReeeeN_キセキ.mp3
竹内まりや,幸せのものさし,63,https://open.spotify.com/track/1g0STNvKUEKK6xSFOcZKVR,59,42,./downloaded_mp3/竹内まりや_幸せのものさし.mp3
坂本真綾,トライアングラー,61,https://open.spotify.com/track/7dLS9A8CcWmL3cB6Rv8grW,45,38,./downloaded_mp3/坂本真綾_トライアングラー.mp3
大橋卓弥,ありがとう,60,https://open.spotify.com/track/7vgvfXICUyLXzgtGBP5Y6Z,31,35,./downloaded_mp3/大橋卓弥_ありがとう.mp3
福原美穂,CHANGE,56,https://open.spotify.com/track/5smRsgqPRflhCBBOZaZztL,35,12,./downloaded_mp3/福原美穂_CHANGE.mp3
Superfly,愛をこめて花束を,53,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,59,71,./downloaded_mp3/Superfly_愛をこめて花束を.mp3
桑田佳祐,DEAR MY FRIEND,48,https://open.spotify.com/track/03LRwZHdLJZvrfzdZCEnR5,57,24,./downloaded_mp3/桑田佳祐_DEAR MY FRIEND.mp3
Micro,踊れ,47,https://open.spotify.com/track/5u8EIsbvNIW2Q24FTDOREm,30,22,./downloaded_mp3/Micro_踊れ.mp3
平井堅,いつか離れる日が来ても,46,https://open.spotify.com/track/0kgORa2rsvTVbFXgSEe2Yu,56,37,./downloaded_mp3/平井堅_いつか離れる日が来ても.mp3
秦基博,キミ、メグル、ボク,43,https://open.spotify.com/track/4JMGg6b9HEv6wVzWHcTEIC,57,21,./downloaded_mp3/秦基博_キミ、メグル、ボク.mp3
オトナモード,グライダー,42,https://open.spotify.com/track/1vjQan5gKM5J1gUQPzaOND,6,4,./downloaded_mp3/オトナモード_グライダー.mp3
天童よしみ,幸せはすぐそこに…,41,https://open.spotify.com/track/5NLbVHJUfOmd4gmawth9Rz,32,13,./downloaded_mp3/天童よしみ_幸せはすぐそこに….mp3
MEG,HEART,39,https://open.spotify.com/track/46eXpr2rlKwnblppYXkzdV,26,32,./downloaded_mp3/MEG_HEART.mp3
YUI,Laugh away,32,https://open.spotify.com/track/4vaEjUmTh0M8BQW9OLciie,57,18,./downloaded_mp3/YUI_Laugh away.mp3
ジェロ,海雪,31,https://open.spotify.com/track/3rdp0EkfQjGc2z7zXjBQIb,20,26,./downloaded_mp3/ジェロ_海雪.mp3
Perfume,ポリリズム,28,https://open.spotify.com/track/4Eyrl29TD7ssLcAKWzwsso,57,46,./downloaded_mp3/Perfume_ポリリズム.mp3
サザンオールスターズ,希望の轍,23,https://open.spotify.com/track/1PxSiKj0jedCGmOo4fvqPn,65,48,./downloaded_mp3/サザンオールスターズ_希望の轍.mp3
秦基博,虹が消えた日,15,https://open.spotify.com/track/7AmMadvuDN3ymZyuriuznB,57,32,./downloaded_mp3/秦基博_虹が消えた日.mp3
JAY'ED,Superwoman,9,https://open.spotify.com/track/0YToqIMJ4DGRKHvMscj7ZQ,48,6,./downloaded_mp3/JAY'ED_Superwoman.mp3
多和田えみ,Naturally,1,https://open.spotify.com/track/2RkRGY22SW8oSxMfwxSXvI,16,2,./downloaded_mp3/多和田えみ_Naturally.mp3
