アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
THE ALFEE,Lifetime Love,94,https://open.spotify.com/track/2GeRUdQCrXNzDfmXhaXAMW,48,7,./downloaded_mp3/THE ALFEE_Lifetime Love.mp3
桑田佳祐,DEAR MY FRIEND,92,https://open.spotify.com/track/03LRwZHdLJZvrfzdZCEnR5,57,24,./downloaded_mp3/桑田佳祐_DEAR MY FRIEND.mp3
鶴,恋のゴング,88,https://open.spotify.com/track/1ygBuxr0wNo7UBnwUPE8hr,22,17,./downloaded_mp3/鶴_恋のゴング.mp3
aiko,二人,85,https://open.spotify.com/track/28dkaG14rPVPoNLPYJRBDW,62,45,./downloaded_mp3/aiko_二人.mp3
YUI,Laugh away,76,https://open.spotify.com/track/4vaEjUmTh0M8BQW9OLciie,57,18,./downloaded_mp3/YUI_Laugh away.mp3
KREVA,あかさたなはまやらわをん,72,https://open.spotify.com/track/3eIV8k6jvG0vSvUG4IHZku,45,0,./downloaded_mp3/KREVA_あかさたなはまやらわをん.mp3
ジェロ,海雪,71,https://open.spotify.com/track/3rdp0EkfQjGc2z7zXjBQIb,20,26,./downloaded_mp3/ジェロ_海雪.mp3
The Gospellers,青い鳥,69,https://open.spotify.com/track/4c7hgoL7DMUqL6oUxD6UPV,43,18,./downloaded_mp3/The Gospellers_青い鳥.mp3
Superfly,愛をこめて花束を,68,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,59,71,./downloaded_mp3/Superfly_愛をこめて花束を.mp3
清水翔太,HOME,67,https://open.spotify.com/track/3zQtfqcTwgaz8zV4HJak7m,65,55,./downloaded_mp3/清水翔太_HOME.mp3
FUNKY MONKEY BABYS,旅立ち,65,https://open.spotify.com/track/3i10BgSE1GZkHGwU8nAGrb,53,37,./downloaded_mp3/FUNKY MONKEY BABYS_旅立ち.mp3
山崎まさよし,真夜中のBoon Boon,58,https://open.spotify.com/track/3AnGut9MM2la1wXkDtGpBz,49,19,./downloaded_mp3/山崎まさよし_真夜中のBoon Boon.mp3
すぎもとまさと,吾亦紅,57,https://open.spotify.com/track/0QHRhrl6BDiGwppFlcVSlN,32,20,./downloaded_mp3/すぎもとまさと_吾亦紅.mp3
絢香,手をつなごう,55,https://open.spotify.com/track/1QoCVPSbayKifYbYIVDMV6,55,46,./downloaded_mp3/絢香_手をつなごう.mp3
宇多田ヒカル,HEART STATION,51,https://open.spotify.com/track/4XxGTwKkbYkIfBQG7JyNVh,73,50,./downloaded_mp3/宇多田ヒカル_HEART STATION.mp3
NEWS,太陽のナミダ,49,https://open.spotify.com/track/26Y5Q1kRyKGqjfhilwR4pq,54,28,./downloaded_mp3/NEWS_太陽のナミダ.mp3
東京スカパラダイスオーケストラ,Pride Of Lions,46,https://open.spotify.com/track/5Op8DvZ2SIZRxmrZojEA3E,50,23,./downloaded_mp3/東京スカパラダイスオーケストラ_Pride Of Lions.mp3
秦基博,キミ、メグル、ボク,44,https://open.spotify.com/track/4JMGg6b9HEv6wVzWHcTEIC,57,21,./downloaded_mp3/秦基博_キミ、メグル、ボク.mp3
EXILE,Pure,41,https://open.spotify.com/track/4i2mHCOkZi3sZSDekVxwTj,60,42,./downloaded_mp3/EXILE_Pure.mp3
ケツメイシ,さくら,37,https://open.spotify.com/track/5rfUCmoI7axj6mjpu1Rto5,57,58,./downloaded_mp3/ケツメイシ_さくら.mp3
ナイス橋本,マイ★フレンド,31,https://open.spotify.com/track/4pGHS5HB9Rda2PdkMETfV8,5,3,./downloaded_mp3/ナイス橋本_マイ★フレンド.mp3
大橋卓弥,ありがとう,24,https://open.spotify.com/track/7vgvfXICUyLXzgtGBP5Y6Z,31,35,./downloaded_mp3/大橋卓弥_ありがとう.mp3
GReeeeN,旅立ち,20,https://open.spotify.com/track/54ZRuHMrlqk83ddZX1BBO8,62,42,./downloaded_mp3/GReeeeN_旅立ち.mp3
青山テルマ,DIARY,17,https://open.spotify.com/track/2fp00RRqYtsM6oPIPZXwuf,48,17,./downloaded_mp3/青山テルマ_DIARY.mp3
福山雅治,桜坂,15,https://open.spotify.com/track/7gpVG8fQjh5YLViIWy3HHh,55,56,./downloaded_mp3/福山雅治_桜坂.mp3
YUI,Namidairo,12,https://open.spotify.com/track/2g3gBvIRMyYSmaQFDNLutE,57,35,./downloaded_mp3/YUI_Namidairo.mp3
一青窈,空中ブランコ,9,https://open.spotify.com/track/0teB42jp1nrk4szYs8xGu7,48,3,./downloaded_mp3/一青窈_空中ブランコ.mp3
mihimaru GT,ギリギリHERO,6,https://open.spotify.com/track/0VC6aq6SPlVF6yndtROkYX,45,33,./downloaded_mp3/mihimaru GT_ギリギリHERO.mp3
嵐,Step and Go,3,https://open.spotify.com/track/7kp6sxHL7YcjbEwDvcSvYj,66,44,./downloaded_mp3/嵐_Step and Go.mp3
コブクロ,桜,2,https://open.spotify.com/track/5Hi4IAtdFZzg6IfAVMd6lZ,59,61,./downloaded_mp3/コブクロ_桜.mp3
アンジェラ・アキ,サクラ色,1,https://open.spotify.com/track/57PpA1195p6p2K7VyoCVam,43,44,./downloaded_mp3/アンジェラ・アキ_サクラ色.mp3
