アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
EXILE,Ti Amo,100,https://open.spotify.com/track/6YFewEWHZB04bJfGYgbYCC,60,48,./downloaded_mp3/EXILE_Ti Amo.mp3
Mr.Children,HANABI,97,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua,66,67,./downloaded_mp3/Mr.Children_HANABI.mp3
Lil'B,キミに歌ったラブソング,94,https://open.spotify.com/track/5qAeuuuWen5KD1MPMIr9v9,34,38,./downloaded_mp3/Lil'B_キミに歌ったラブソング.mp3
SHAKALABBITS,Walk Over the Rainbow,89,https://open.spotify.com/track/5ZKudLqaFeK6VICgu1uxiY,33,15,./downloaded_mp3/SHAKALABBITS_Walk Over the Rainbow.mp3
奥田民生,SUNのSON,86,https://open.spotify.com/track/7GgYd3EZDr7qptIKuMfTjj,46,8,./downloaded_mp3/奥田民生_SUNのSON.mp3
竹内まりや,元気を出して,85,https://open.spotify.com/track/2gzdJxyNbZMDy8DVqnfpFh,59,47,./downloaded_mp3/竹内まりや_元気を出して.mp3
V6,LIGHT IN YOUR HEART,82,https://open.spotify.com/track/6h1PNyaKQDElAYTClIEXi1,56,25,./downloaded_mp3/V6_LIGHT IN YOUR HEART.mp3
木村カエラ,マスタッシュ,81,https://open.spotify.com/track/59KLCz65XimLjC3QI6kRwp,43,14,./downloaded_mp3/木村カエラ_マスタッシュ.mp3
Superfly,How Do I Survive?,76,https://open.spotify.com/track/2Xn42aGEwuOvuMJiU1QPln,59,30,./downloaded_mp3/Superfly_How Do I Survive?.mp3
NEWS,Happy Birthday,75,https://open.spotify.com/track/4g5MvKFxgjEM7qF4Vbs5My,54,18,./downloaded_mp3/NEWS_Happy Birthday.mp3
GIRL NEXT DOOR,偶然の確率,74,https://open.spotify.com/track/6xGyVfy4Gaq4UVKuIhQ06P,29,36,./downloaded_mp3/GIRL NEXT DOOR_偶然の確率.mp3
ナイトメア,Lost in Blue,73,https://open.spotify.com/track/59avFFWr9MequD8rgoCdFX,50,23,./downloaded_mp3/ナイトメア_Lost in Blue.mp3
Sonar Pocket,Promise,72,https://open.spotify.com/track/1e9PWezGbR96zLyY7OZHfN,41,25,./downloaded_mp3/Sonar Pocket_Promise.mp3
GLAY,紅と黒のMATADORA,70,https://open.spotify.com/track/5y4IVopqGYlHtje1dn9F8a,56,19,./downloaded_mp3/GLAY_紅と黒のMATADORA.mp3
藤岡藤巻と大橋のぞみ,崖の上のポニョ,69,https://open.spotify.com/track/631B0Vtr5oMc6GJJNXZLnp,24,40,./downloaded_mp3/藤岡藤巻と大橋のぞみ_崖の上のポニョ.mp3
秦基博,フォーエバーソング,67,https://open.spotify.com/track/5h9TEFPs7y2JQAqqYteNFB,57,14,./downloaded_mp3/秦基博_フォーエバーソング.mp3
BAReeeeeeeeeeN,足跡,65,https://open.spotify.com/track/7MOvafc6cHQoWkr1ushXY2,11,22,./downloaded_mp3/BAReeeeeeeeeeN_足跡.mp3
スガシカオ,コノユビトマレ,64,https://open.spotify.com/track/6xxpPUjghCQTXGS9i4QHZW,42,23,./downloaded_mp3/スガシカオ_コノユビトマレ.mp3
KOH+,最愛,56,https://open.spotify.com/track/2G3Trax4UVJFd3J7NhQMhN,36,44,./downloaded_mp3/KOH+_最愛.mp3
嵐,truth,55,https://open.spotify.com/track/6TWPTr6DdDpjkf9wYkHz8v,66,52,./downloaded_mp3/嵐_truth.mp3
SEAMO,Continue,50,https://open.spotify.com/track/6f0nSkIgrc01mEk4G5kWau,41,40,./downloaded_mp3/SEAMO_Continue.mp3
いきものがかり,プラネタリウム,46,https://open.spotify.com/track/732XyhBMWmdD5PU3RwB4JC,63,33,./downloaded_mp3/いきものがかり_プラネタリウム.mp3
UVERworld,恋いしくて,45,https://open.spotify.com/track/2gHBt8U57MFtM4s9aa8XA4,60,30,./downloaded_mp3/UVERworld_恋いしくて.mp3
馬場俊英,いつか君に追い風が,44,https://open.spotify.com/track/1ejsNLTWUhz1V6VIfDoGbG,21,16,./downloaded_mp3/馬場俊英_いつか君に追い風が.mp3
Aqua Timez,夏のかけら,42,https://open.spotify.com/track/2RkMDKEURJ0NsHXnKFJLiP,53,30,./downloaded_mp3/Aqua Timez_夏のかけら.mp3
LOVE LOVE LOVE,いいじゃないか,38,https://open.spotify.com/track/2TeHAOAoL9hnB3TfLsoE6b,13,0,./downloaded_mp3/LOVE LOVE LOVE_いいじゃないか.mp3
MONKEY MAJIK,ただ、ありがとう,37,https://open.spotify.com/track/3ayTR482XA5dvsAiPU3di6,49,48,./downloaded_mp3/MONKEY MAJIK_ただ、ありがとう.mp3
新垣結衣,赤い糸,36,https://open.spotify.com/track/7rF5kk0MnpV9Q96iUbF3wy,30,41,./downloaded_mp3/新垣結衣_赤い糸.mp3
ASIAN KUNG-FU GENERATION,藤沢ルーザー,34,https://open.spotify.com/track/1EHsyVTxdGKZJiUYnR5yET,61,34,./downloaded_mp3/ASIAN KUNG-FU GENERATION_藤沢ルーザー.mp3
大塚愛,クラゲ、流れ星,23,https://open.spotify.com/track/3TASsGwgW6rDL2R1IwMP30,56,34,./downloaded_mp3/大塚愛_クラゲ、流れ星.mp3
GIRL NEXT DOOR,Drive away,14,https://open.spotify.com/track/35yJt1XMejl7HWfTZlIZUx,29,24,./downloaded_mp3/GIRL NEXT DOOR_Drive away.mp3
一青窈,はじめて,13,https://open.spotify.com/track/1xTAX8fRoJw4mSSw2l4Ew7,48,8,./downloaded_mp3/一青窈_はじめて.mp3
MiChi,PROMiSE,10,https://open.spotify.com/track/2HPTiNuHKxvk0sWKShX4La,17,24,./downloaded_mp3/MiChi_PROMiSE.mp3
GReeeeN,キセキ,7,https://open.spotify.com/track/2bzdhN6Y5AP1zRRf12QwJq,62,57,./downloaded_mp3/GReeeeN_キセキ.mp3
くるり,さよならリグレット,6,https://open.spotify.com/track/1quydvDHYcl6g9L1D0nsIL,51,35,./downloaded_mp3/くるり_さよならリグレット.mp3
サザンオールスターズ,I AM YOUR SINGER,2,https://open.spotify.com/track/52mKiP16FYA0C8X6gTr4zK,65,38,./downloaded_mp3/サザンオールスターズ_I AM YOUR SINGER.mp3
