アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
Kis-My-Ft2,ENDLESS SUMMER,100,https://open.spotify.com/track/2TyejhrE3r3nwQNuyrXOFM,49,25
YOASOBI,夜に駆ける,99,https://open.spotify.com/track/3dPtXHP0oXQ4HCWHsOA9js,73,69
BTS,Dynamite,98,https://open.spotify.com/track/5QDLhrAOJJdNAmCTJ8xMyW,86,79
あいみょん,裸の心,97,https://open.spotify.com/track/11OHUXwYHjsRNysUDdO2JS,70,54
NiziU,Make you happy,96,https://open.spotify.com/track/1LnJVIG1BaHTRznuOgR0yc,59,46
嵐,Whenever You Call,95,https://open.spotify.com/track/4itdOvg6V8hjTOQUeaGHWt,65,37
瑛人,香水,94,https://open.spotify.com/track/2iOvMtA1u9s95NF6mJDOuT,38,50
米津玄師,感電,93,https://open.spotify.com/track/6H0PLsSYMzDOqhLgyOlzIj,80,70
Perfume,Time Warp,92,https://open.spotify.com/track/0I5iV8BHy19iNuGBE96x9w,57,27
Mr.Children,turn over?,91,https://open.spotify.com/track/4iLUPXEEu3NfwZLmqmDqwF,66,21
Official髭男dism,Pretender,89,https://open.spotify.com/track/5LkWXxDxUTwEVHL0pfKL55,71,58
YOASOBI,群青,88,https://open.spotify.com/track/0T4AitQuq8IJhWBWuZwkFA,73,63
Official髭男dism,HELLO,86,https://open.spotify.com/track/2ErKrJGeDg1ff8BiaFNEJE,71,51
米津玄師,Lemon,85,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6,80,72
DISH//,猫,84,https://open.spotify.com/track/38qQqIxE80HGZWbhCfN7hp,56,50
Official髭男dism,Laughter,82,https://open.spotify.com/track/1SdwlHsv8bWHbAlIw5Jfgo,71,52
あいみょん,マリーゴールド,81,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,70,72
Official髭男dism,115万キロのフィルム,80,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7,71,67
King Gnu,白日,79,https://open.spotify.com/track/5iF0Yf9gju6ERpAch08JsC,69,58
あいみょん,ハルノヒ,78,https://open.spotify.com/track/7GYGVDPbi0zQUBIkuOPAY0,70,54
オレンジスパイニクラブ,キンモクセイ,77,https://open.spotify.com/track/2yXTuH22VMVjFME060zJRv,42,58
米津玄師,馬と鹿,76,https://open.spotify.com/track/0iniTNHwqBiP4UDE1dgUpD,80,63
TWICE,Feel Special,75,https://open.spotify.com/track/14rWuS6yllHOdfZ8sZsZUj,83,61
BUMP OF CHICKEN,Gravity,74,https://open.spotify.com/track/2o0qD8qcTjjgmBnd7BIZjF,63,44
YOASOBI,ハルジオン,73,https://open.spotify.com/track/7HneEBTvTra2CRYsxgMOAi,73,58
三浦春馬,Night Diver,72,https://open.spotify.com/track/5hcWlcZE9vFMeaFaTjo1Zf,29,43
yama,春を告げる,71,https://open.spotify.com/track/2Gmyw5Vg2X5YW2lM3OC7nD,61,62
SEVENTEEN,24H,70,https://open.spotify.com/track/3gAR6cBifLqbW8kOrMqZPr,77,49
Mrs.GREEN APPLE,インフェルノ,69,https://open.spotify.com/track/64yajM6CxtLghmgB53VeXT,79,68
BTS,Stay Gold,68,https://open.spotify.com/track/0UwQTbq7ZtBJ7v530mpaxP,86,54
Tani Yuuki,Myra,67,https://open.spotify.com/track/3YGkEsa1tSsWBVFEvwA42y,59,55
平井大,"Stand by me, Stand by you.",66,https://open.spotify.com/track/7DyS11kB1YNrfDzQqtjmTh,65,67
DISH//,猫 〜THE FIRST TAKE ver.〜,65,https://open.spotify.com/track/38qQqIxE80HGZWbhCfN7hp,56,50
YOASOBI,たぶん,64,https://open.spotify.com/track/62Lv9WcrfzJqhvYDbilJy3,73,63
Official髭男dism,宿命,63,https://open.spotify.com/track/2yozZfRYHP7Elsymghu5t3,71,60
ITZY,Not Shy,62,https://open.spotify.com/track/3LL2Bw533l1dWZAamY9rR3,69,48
Official髭男dism,イエスタデイ,61,https://open.spotify.com/track/53WuztMfY1VH3rLIm0zApQ,71,58
菅田将暉,まちがいさがし,60,https://open.spotify.com/track/55Ww4Pa1iIQMhh0MLMetjo,59,64
ヨルシカ,花に亡霊,59,https://open.spotify.com/track/53maoOKr6j04iqk6qjdvQN,71,57
Novelbright,Walking with you,58,https://open.spotify.com/track/7tGDXCPLpAScEwmqab9YZd,63,68
もさを。,ぎゅっと。,57,https://open.spotify.com/track/6nqfKM9JvQIiuAuzWZFvGW,50,52
BLACKPINK,Ice Cream (with Selena Gomez),56,https://open.spotify.com/track/67c5z7yzP6Hlsz2DZtxMxG,82,43
ノクチル,いつだって僕らは,55,https://open.spotify.com/track/5Epn2eud3WT27LwjIAymBw,33,33
Mrs.GREEN APPLE,青と夏,54,https://open.spotify.com/track/0a3587n25Xhw098UeEbeJq,79,63
嵐,カイト,52,https://open.spotify.com/track/5lo3L98nR2VpN2dM9UFJu0,65,57
Rin音,snow jam,51,https://open.spotify.com/track/1SbEt51pN80q1cphFOqIPL,44,49
Official髭男dism,ノーダウト,50,https://open.spotify.com/track/5DMEvbg3gUmiR5HIBWdveV,71,65
空音,Hug feat. Kojikoji,49,https://open.spotify.com/track/5035nfb8l177pkVOPgxhc0,43,46
宮本浩次,P.S. I love you,48,https://open.spotify.com/track/0CLIgQvUZfS3GtPsYbljOR,46,24
Vaundy,不可幸力,47,https://open.spotify.com/track/6AncLCxf4U7ivJEaqih9zA,72,67
ヨルシカ,ただ君に晴れ,46,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz,71,71
米津玄師,Flamingo,45,https://open.spotify.com/track/3ILWwi1JNj3NGuuf6DzYxN,80,63
SixTONES,NAVIGATOR,44,https://open.spotify.com/track/135KwWixLI8EdEcxJDijdH,60,48
米津玄師,パプリカ,43,https://open.spotify.com/track/3ZGLU3boyl9emMo2Jlr5Gr,80,56
TM NETWORK,Get Wild,42,https://open.spotify.com/track/5boa5pUNMOHjpXuKyIGcXj,49,50
Official髭男dism,パラボラ,41,https://open.spotify.com/track/55pezTty1DSrrc8wlOMZbA,71,52
NiziU,Baby I'm a star,40,https://open.spotify.com/track/4R94oyl8tvZJxFiq9XGRln,59,41
もさを。,きらきら,39,https://open.spotify.com/track/5eXXJJuejAUkggSgIINU1V,50,46
TWICE,Fanfare,38,https://open.spotify.com/track/49moLXpCwwantnF78yItWf,83,47
優里,かくれんぼ,37,https://open.spotify.com/track/0tMqllhrXe8CWOosrCD1fE,67,58
Mrs.GREEN APPLE,僕のこと,35,https://open.spotify.com/track/0tnhoHUrHfcLi9hPknUFZ4,79,72
レキシ,ギガアイシテル,33,https://open.spotify.com/track/62fgA6FopaIy0e4VppFfUF,43,36
米津玄師,まちがいさがし,32,https://open.spotify.com/track/1ZjoUsUbGdDrdyofWvSITO,80,55
あいみょん,君はロックを聴かない,31,https://open.spotify.com/track/59eluCMn0XbOWqeWQ91FTM,70,70
