rank,song_title,artist_name,score
1,Bling-Bang-Bang-Born,Creepy Nuts,100
2,T.G.I. Friday Night,Travis Japan,99
3,ゆらゆら -運命の花-,ZEROBASEONE,98
4,幾億光年,Omoinotake,97
5,満ちてゆく,藤井風,96
6,晩餐歌,tuki.,95
7,アイドル,YOASOBI,94
8,タイムパラドックス,Vaundy,93
9,ケセラセラ,Mrs.GREEN APPLE,92
10,唱,Ado,91
11,晴る,ヨルシカ,90
12,怪獣の花唄,Vaundy,89
13,オレンジ,SPYAIR,88
14,二度寝,Creepy Nuts,87
15,鬼ノ宴,友成空,86
16,Be on Your side,to HEROes,85
17,RAINBOWxPATROL,AMPTAKxCOLORS,84
18,勇者,YOASOBI,83
19,SPECIALZ,King Gnu,82
20,花になって,緑黄色社会,81
21,SWEET NONFICTION,NiziU,80
22,ダンスホール,Mrs.GREEN APPLE,79
23,カラコンウインク,AKB48,78
24,ONE SPARK,TWICE,77
25,Soranji,Mrs.GREEN APPLE,76
26,最高到達点,SEKAI NO OWARI,75
27,Subtitle,Official髭男dism,74
28,I'm a mess,MY FIRST STORY,73
29,GOAT,Number_i,72
30,ランデヴー,シャイトープ,71
31,水平線,back number,70
32,Magic,Mrs.GREEN APPLE,69
33,EASY,LE SSERAFIM,68
34,推論的に宇宙人,原因は自分にある。,67
35,青のすみか,キタニタツヤ,66
36,Perfect Night,LE SSERAFIM,65
37,花,藤井風,64
38,FRI(END)S,V,63
39,ナハトムジーク,Mrs.GREEN APPLE,62
40,ドライフラワー,優里,61
41,ビリミリオン,優里,60
42,高嶺の花子さん,back number,59
43,青と夏,Mrs.GREEN APPLE,58
44,JUBiiLEE,BUDDiiS,57
45,絶絶絶絶対聖域,ano feat.幾田りら,56
46,Smart,LE SSERAFIM,55
47,W / X / Y,Tani Yuuki,54
48,点描の唄 feat.井上苑子,Mrs.GREEN APPLE,53
49,冬と春,back number,52
50,インフェルノ,Mrs.GREEN APPLE,51
51,タイムマシン,SEKAI NO OWARI,50
52,Seven (feat. Latto),Jung Kook,49
53,第ゼロ感,10-FEET,48
54,正解,RADWIMPS,47
55,夜に駆ける,YOASOBI,46
56,マリーゴールド,あいみょん,45
57,3月9日,レミオロメン,44
58,美しい鰭,スピッツ,43
59,ベテルギウス,優里,42
60,シンデレラボーイ,Saucy Dog,41
61,僕のこと,Mrs.GREEN APPLE,40
62,群青,YOASOBI,39
63,more than words,羊文学,38
64,アンビバレント,Uru,37
65,ミックスナッツ,Official髭男dism,36
66,Pretender,Official髭男dism,35
67,KICK BACK,米津玄師,34
68,愛の花,あいみょん,33
69,FUJI,Number_i,32
70,レジェンダリー,ボン・ジョヴィ,31
71,"Last Party Never End (feat. Tiji Jojo, YZERR, Vingo & Yellow Pato)",BAD HOP,30
72,Days of Birth,LINKL PLANET,29
73,Habit,SEKAI NO OWARI,28
74,新時代 (ウタ from ONE PIECE FILM RED),Ado,27
75,ただ君に晴れ,ヨルシカ,26
76,のびしろ,Creepy Nuts,25
77,何色でもない花,宇多田ヒカル,24
78,First Love,宇多田ヒカル,23
79,怪物,YOASOBI,22
80,絆ノ奇跡,MAN WITH A MISSION×milet,21
81,なんでもないよ、,マカロニえんぴつ,20
82,HAPPY BIRTHDAY,back number,19
83,ハルカ,YOASOBI,18
84,ロマンチシズム,Mrs.GREEN APPLE,17
85,少しだけ,五十嵐ハル,16
86,祝福,YOASOBI,15
87,花束,back number,14
88,愛とか恋とか,Novelbright,13
89,SOULSOUP,Official髭男dism,12
90,ベランダ feat. 戦慄かなの,ヤングスキニー,11
91,サクラキミワタシ,tuki.,10
92,115万キロのフィルム,Official髭男dism,9
93,チェリー,スピッツ,8
94,ブルーアンビエンス (feat.asmi),Mrs.GREEN APPLE,7
95,Ditto,NewJeans,6
96,Overdose,なとり,5
97,アイラブユー,back number,4
98,春愁,Mrs.GREEN APPLE,3
99,ハッピーエンド,back number,2
100,残響散歌,Aimer(エメ),1
