rank,song_title,artist_name,score
2,夜に駆ける,YOASOBI,99
3,Dynamite,BTS,98
4,裸の心,あいみょん,97
5,Make you happy,NiziU,96
6,Whenever You Call,嵐,95
7,香水,瑛人,94
8,感電,米津玄師,93
9,Time Warp,Perfume,92
10,turn over?,Mr.Children,91
11,紅蓮華,LiSA,90
12,Pretender,Official髭男dism,89
13,群青,YOASOBI,88
14,I LOVE…,Official髭男dism,87
15,HELLO,Official髭男dism,86
16,Lemon,米津玄師,85
17,猫,DISH//,84
19,Laughter,Official髭男dism,82
20,マリーゴールド,あいみょん,81
21,115万キロのフィルム,Official髭男dism,80
22,白日,King Gnu,79
23,ハルノヒ,あいみょん,78
24,キンモクセイ,オレンジスパイニクラブ,77
25,馬と鹿,米津玄師,76
26,Feel Special,TWICE,75
27,Gravity,BUMP OF CHICKEN,74
28,ハルジオン,YOASOBI,73
29,Night Diver,三浦春馬,72
30,春を告げる,yama,71
31,24H,SEVENTEEN,70
32,インフェルノ,Mrs.GREEN APPLE,69
33,Stay Gold,BTS,68
34,Myra,Tani Yuuki,67
35,"Stand by me, Stand by you.",平井大,66
36,猫 〜THE FIRST TAKE ver.〜,DISH//,65
37,たぶん,YOASOBI,64
38,宿命,Official髭男dism,63
39,Not Shy,ITZY,62
40,イエスタデイ,Official髭男dism,61
41,まちがいさがし,菅田将暉,60
42,花に亡霊,ヨルシカ,59
43,Walking with you,Novelbright,58
44,ぎゅっと。,もさを。,57
45,Ice Cream (with Selena Gomez),BLACKPINK,56
47,青と夏,Mrs.GREEN APPLE,54
49,カイト,嵐,52
50,snow jam,Rin音,51
51,ノーダウト,Official髭男dism,50
52,Hug feat. Kojikoji,空音,49
54,不可幸力,Vaundy,47
55,ただ君に晴れ,ヨルシカ,46
56,Flamingo,米津玄師,45
57,NAVIGATOR,SixTONES,44
58,パプリカ,米津玄師,43
59,Get Wild,TM NETWORK,42
60,パラボラ,Official髭男dism,41
61,Baby I'm a star,NiziU,40
62,きらきら,もさを。,39
63,Fanfare,TWICE,38
64,かくれんぼ,優里,37
65,点描の唄 feat.井上苑子,Mrs.GREEN APPLE,36
66,僕のこと,Mrs.GREEN APPLE,35
67,PLACEBO + 野田洋次郎,米津玄師,34
69,まちがいさがし,米津玄師,32
70,君はロックを聴かない,あいみょん,31
71,KISSIN' MY LIPS,Snow Man,30
72,SPARK-AGAIN,Aimer(エメ),29
73,公私混同,ゆず,28
74,WANNABE,ITZY,27
76,How You Like That,BLACKPINK,25
77,IN THE SUMMER,嵐,24
78,あの夢をなぞって,YOASOBI,23
79,朝陽,あいみょん,22
80,第六感,Reol,21
81,カムパネルラ,米津玄師,20
83,高嶺の花子さん,back number,18
84,Route 246,乃木坂46,17
85,MORE & MORE,TWICE,16
86,ピースサイン,米津玄師,15
87,レイン・オン・ミー (with アリアナ・グランデ),レディー・ガガ,14
88,かつて天才だった俺たちへ,Creepy Nuts,13
89,空の青さを知る人よ,あいみょん,12
90,Boy With Luv (feat. Halsey),BTS (防弾少年団),11
91,そっけない,RADWIMPS,10
92,Your eyes tell,BTS,9
94,ICY,ITZY,7
95,アイネクライネ,米津玄師,6
96,さよならエレジー,菅田将暉,5
97,糸,菅田将暉×石崎ひゅーい,4
99,Turning Up,嵐,2
100,umbrella,SEKAI NO OWARI,1
