アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
Mrs.GREEN APPLE,breakfast,100,https://open.spotify.com/track/7BPgsEG645OAnpetcBbLrZ,79,65
ONE N' ONLY,BLAST,98,https://open.spotify.com/track/7CIaSfRtvvFZw7W8x4PqBl,46,42
SHOW-WA & MATSURI,僕らの口笛,97,https://open.spotify.com/track/7GlOXcurkMmE23l7nAzpOQ,27,31
Mrs.GREEN APPLE,クスシキ,96,https://open.spotify.com/track/3huSUfmhUr4entz2S0G31O,79,69
HANA,Burning Flower,95,https://open.spotify.com/track/20mMzqcOAO1J5qmM7Q6sP0,70,70
HANA,ROSE,94,https://open.spotify.com/track/5JTNhYqB0eG0ivgZcBviJ0,70,74
サカナクション,怪獣,93,https://open.spotify.com/track/6FhWelfRDMFZRtFUU6SIdC,66,73
米津玄師,Plazma,91,https://open.spotify.com/track/1KLg01cjnRsENoFhJWUTSd,80,70
back number,ブルーアンバー,90,https://open.spotify.com/track/35MeePbBnryubkVG0v8GbI,76,73
Mrs.GREEN APPLE,ダーリン,89,https://open.spotify.com/track/62x4EMPyCFF2Ohv7qDjalp,79,68
Mrs.GREEN APPLE,ライラック,88,https://open.spotify.com/track/78W4mTLIh4qoLu92W4IQhO,79,72
BE:FIRST,夢中,87,https://open.spotify.com/track/7KNY1e9x1MDvpBAmIAN3tz,70,73
Mrs.GREEN APPLE,天国,86,https://open.spotify.com/track/2eKEFanCoyAlSPc5XPSkrj,79,64
清水翔太,PUZZLE,85,https://open.spotify.com/track/09O5p1IP5i2xldBScLpXX7,64,66
CANDY TUNE,倍倍FIGHT!,84,https://open.spotify.com/track/6v1pCoeCJjphsCyh148icW,53,59
HANA,Drop,82,https://open.spotify.com/track/0hhUYRTVgcq7oD4qVLDgR2,70,63
マカロニえんぴつ,静かな海,81,https://open.spotify.com/track/4RsxhU19U6jRW5tVzrErj3,68,50
ちゃんみな,SAD SONG,80,https://open.spotify.com/track/3ySFBoxNHK3YgU1D9AyMl3,69,64
Mrs.GREEN APPLE,ビターバカンス,79,https://open.spotify.com/track/6DYV1GqwCTrvfPcjeFwjLt,79,65
King Gnu,TWILIGHT!!!,78,https://open.spotify.com/track/7rPEpMvt6O2Np1i7TFk3Hc,69,65
HANA,Tiger,77,https://open.spotify.com/track/20VZXnRzvcS0qVMOThjjmM,70,69
ロゼ & ブルーノ・マーズ,APT.,76,https://open.spotify.com/track/5vNRhkKd0yEAg8suGBpjeY,79,88
ILLIT,Billyeoon Goyangi (Do the Dance),75,https://open.spotify.com/track/4p0uVFAXKUISu8yp9gNtWE,75,78
米津玄師,BOW AND ARROW,73,https://open.spotify.com/track/0NHu2Lo9MWkvhOggEy1bYg,80,68
幾田りら,恋風,72,https://open.spotify.com/track/6QGuDk8tY8Lan39gTWtXWK,65,73
櫻坂46,Make or Break,70,https://open.spotify.com/track/61McbvIuGDXoO8MUQDfmRG,59,49
BE:FIRST,GRIT,69,https://open.spotify.com/track/4bDFucME4JFCU9CD8Nhzer,70,55
Mrs.GREEN APPLE,familie,68,https://open.spotify.com/track/4PCQHOJFMV9BWq46UMVf2l,79,65
