rank,song_title,artist_name,score
1,キミトミタイセカイ,関ジャニ∞[エイト],100
2,ドライフラワー,優里,99
3,うっせぇわ,Ado,98
4,Dynamite,BTS,97
5,夜に駆ける,YOASOBI,96
6,炎,LiSA,95
7,怪物,YOASOBI,94
8,廻廻奇譚,Eve,93
9,僕は僕を好きになる,乃木坂46,92
10,勿忘,Awesome City Club,91
11,虹,菅田将暉,90
12,群青,YOASOBI,89
13,猫,DISH//,88
14,アンコール,YOASOBI,87
15,Make you happy,NiziU,86
16,紅蓮華,LiSA,85
17,春を告げる,yama,84
18,裸の心,あいみょん,83
19,星を仰ぐ,菅田将暉,82
20,Step and a step,NiziU,81
21,"Stand by me, Stand by you.",平井大,80
22,ハルジオン,YOASOBI,79
23,Flare,BUMP OF CHICKEN,78
24,I LOVE…,Official髭男dism,77
25,魔法の絨毯,川崎鷹也,76
26,かくれんぼ,優里,75
27,猫 〜THE FIRST TAKE ver.〜,DISH//,74
28,正しくなれない,ずっと真夜中でいいのに。,73
29,Grandeur,Snow Man,72
30,雨のち晴れ,GENERATIONS from EXILE TRIBE,71
31,napori,Vaundy,70
32,Pretender,Official髭男dism,69
33,ハルカ,YOASOBI,68
34,白日,King Gnu,67
35,再会 (produced by Ayase),LiSA × Uru,66
36,感電,米津玄師,65
37,春泥棒,ヨルシカ,64
38,平行線,Eve × suis from ヨルシカ,63
39,ツキミソウ,Novelbright,62
40,ピーターパン,優里,61
41,ファーストラヴ,Uru,60
42,たぶん,YOASOBI,59
43,香水,瑛人,58
44,silent,SEKAI NO OWARI,57
45,不可幸力,Vaundy,56
46,マリーゴールド,あいみょん,55
47,Lemon,米津玄師,54
48,三文小説,King Gnu,53
49,優しい彗星,YOASOBI,52
50,snow jam,Rin音,51
51,Get You Back,Nissy(西島隆弘),50
52,Universe,Official髭男dism,49
53,インフィニティ,優里,48
54,あの夢をなぞって,YOASOBI,47
55,題名のない今日,平井大,46
56,115万キロのフィルム,Official髭男dism,45
57,I CAN'T STOP ME,TWICE,44
58,インフェルノ,Mrs.GREEN APPLE,43
59,Life Goes On,BTS,42
60,僕が僕じゃないみたいだ,SixTONES,41
61,Mela!,緑黄色社会,40
62,麻痺,yama,39
63,Stay Gold,BTS,38
64,恋人ごっこ,マカロニえんぴつ,37
65,空と青,家入レオ,36
66,Walking with you,Novelbright,35
67,Bluma to Lunch,BLOOM VASE,34
68,Not the End,安田レイ,33
69,秒針を噛む,ずっと真夜中でいいのに。,32
70,VIVID VICE,Who-ya Extended,31
71,"Alright, All night",寿嶺二(森久保祥太郎),30
72,SILVER RAIN,THE RAMPAGE from EXILE TRIBE,29
73,Romeo+Juliet -Love goes on-,平井大,28
74,カイト,嵐,27
75,ぎゅっと。,もさを。,26
76,まちがいさがし,菅田将暉,25
77,ただ君に晴れ,ヨルシカ,24
78,点描の唄 feat.井上苑子,Mrs.GREEN APPLE,23
79,レディメイド,Ado,22
80,世界の秘密,Vaundy,21
81,暗く黒く,ずっと真夜中でいいのに。,20
82,キンモクセイ,オレンジスパイニクラブ,19
83,あなたがいることで,Uru,18
84,第六感,Reol,17
85,Myra,Tani Yuuki,16
86,アイノカタチ feat.HIDE(GReeeeN),MISIA,15
87,Boy With Luv (feat. Halsey),BTS (防弾少年団),14
88,花に亡霊,ヨルシカ,13
89,Laughter,Official髭男dism,12
90,怪獣の花唄,Vaundy,11
91,宿命,Official髭男dism,10
92,才能,UPSTART,9
93,イエスタデイ,Official髭男dism,8
94,ハルノヒ,あいみょん,7
95,LOST IN PARADISE feat. AKLO,ALI,6
96,東京フラッシュ,Vaundy,5
97,くそ現代っ子ごみかす20代,ヤバイTシャツ屋さん,4
98,Feel Special,TWICE,3
99,NEW ERA,SixTONES,2
100,ノーダウト,Official髭男dism,1
