rank,song_title,artist_name,score
1,Find The Answer,嵐,100
2,Lemon,米津玄師,99
4,さよならエレジー,菅田将暉,97
6,Ref:rain,Aimer(エメ),95
7,サザンカ,SEKAI NO OWARI,94
8,Candy Pop,TWICE,93
9,Change,ONE OK ROCK,92
10,ドラえもん,星野源,91
13,マエヲムケ,Hey!Say!JUMP,88
14,Mountain Top,RADWIMPS,87
15,ウルトラブラスト,ST☆RISH,86
16,きっと愛は不公平,松室政哉,85
17,808,Suchmos,84
18,ハートアップ,絢香 & 三浦大知,83
21,打上花火,DAOKO × 米津玄師,80
22,ワルキューレは裏切らない,ワルキューレ,79
23,ガラスを割れ!,欅坂46,78
24,ハロー カゲロウ,GReeeeN,77
25,TT,TWICE,76
26,BRAND NEW GIRL,TWICE,75
27,東京,JUJU,74
28,シェイプ・オブ・ユー,エド・シーラン,73
29,ディス・イズ・ミー,キアラ・セトル & ザ・グレイテスト・ショーマン・アンサンブル,72
30,here comes my love,Mr.Children,71
31,Hope,安室奈美恵,70
33,ダンシング・ヒーロー,荻野目洋子,68
34,"Pain, pain",E-girls,67
36,From Now On,SHINee,65
38,LIKEY,TWICE,63
39,Hero,安室奈美恵,62
40,暗闇,STU48,61
41,ハバナ feat.ヤング・サグ,カミラ・カベロ,60
42,Heart Shaker,TWICE,59
44,君はロックを聴かない,あいみょん,57
45,"Love me, Love you",Mrs.GREEN APPLE,56
48,瞬き,back number,53
49,Be The One,PANDORA feat.Beverly,52
50,春風,家入レオ,51
51,POP TEAM EPIC,上坂すみれ,50
52,EXCITE,三浦大知,49
55,That's My Baby,RIRI,46
56,灰色と青(+ 菅田将暉),米津玄師,45
58,ザ・グレイテスト・ショー,ヒュー・ジャックマン、キアラ・セトル、ザック・エフロン、ゼンデイヤ & ザ・グレイテスト・ショーマン・アンサンブル,43
59,DNA,BTS (防弾少年団),42
60,MIC Drop,BTS (防弾少年団),41
62,DIVE!,三浦大知,39
65,Dear My Boo,當山みれい,36
66,不協和音,欅坂46,35
67,いつかできるから今日できる,乃木坂46,34
68,風に吹かれても,欅坂46,33
69,無限未来,Perfume,32
70,A New Day,Beverly,31
71,かわいそうだよね with HITSUJI,JUJU,30
72,愛を伝えたいだとか,あいみょん,29
73,アイネクライネ,米津玄師,28
74,One More Time,TWICE,27
75,うたエール,ゆず,26
76,完全感覚Dreamer,ONE OK ROCK,25
77,サイレントマジョリティー,欅坂46,24
78,WiSH VOYAGE,IDOLiSH7,23
79,SIGNAL,TWICE,22
80,奇跡,シェネル,21
81,ピースサイン,米津玄師,20
82,My Boo,清水翔太,19
83,恋,星野源,18
84,Wherever you are,ONE OK ROCK,17
85,KNOCK KNOCK,TWICE,16
86,SHINY DAYS,亜咲花,15
87,明日も,SHISHAMO,14
88,フィネス feat.カーディ・B,ブルーノ・マーズ,13
89,Like OOH-AHH,TWICE,12
90,おとなの掟,椎名林檎,11
91,Freak It! feat.東京スカパラダイスオーケストラ,MAN WITH A MISSION,10
92,DESTINY,KinKi Kids,9
93,ずっと、ふたりで,家入レオ,8
94,あなた,宇多田ヒカル,7
98,ひまわりの約束,秦基博,3
99,愛をこめて花束を,Superfly,2
100,ain't on the map yet,Nulbarich,1
