アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
祭nine.,がってんShake!,99,https://open.spotify.com/track/3W0bzjzi8Bcw4J712EMNFy,12,6
FANTASTICS from EXILE TRIBE,OVER DRIVE,98,https://open.spotify.com/track/6vtlWrWfd1s04ujAAkqJh3,50,37
BiSH,stereo future,97,https://open.spotify.com/track/1V9fhEM1WBJuwdrmRFrxIo,49,36
米津玄師,Lemon,96,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6,80,72
DA PUMP,U.S.A.,95,https://open.spotify.com/track/4qZyuyqLoZ3CaH79rGvJFR,45,48
米津玄師,Flamingo,94,https://open.spotify.com/track/3ILWwi1JNj3NGuuf6DzYxN,80,63
Uru,プロローグ,93,https://open.spotify.com/track/4YMukCV1BsdK8V9kZoQpT6,61,63
あいみょん,今夜このまま,92,https://open.spotify.com/track/0sSG83UxY15ft1E2N9THYF,70,50
乃木坂46,帰り道は遠回りしたくなる,90,https://open.spotify.com/track/4RWJxm0Vn83uE0TIhwnABv,60,52
back number,オールドファッション,89,https://open.spotify.com/track/0Xn30nT5EKFPsWvpiJ2Iav,76,68
ラストアイドル,愛しか武器がない,87,https://open.spotify.com/track/5mbKw9rPtrKaqJ6d9rEDAr,24,22
ONE OK ROCK,Stand Out Fit In,86,https://open.spotify.com/track/17EiIn0d2tftCjJrGOrbFj,71,60
TWICE,YES or YES,85,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP,83,58
AAA,笑顔のループ,84,https://open.spotify.com/track/2tnX0ZvYBMRQbSetHscqAP,54,41
あいみょん,マリーゴールド,83,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,70,72
back number,クリスマスソング,82,https://open.spotify.com/track/5P8ZvBQoCrujjNcLAxO3Su,76,69
AKB48,NO WAY MAN,81,https://open.spotify.com/track/1GwR7OlGlXGRWhqJJdytHt,56,16
IZ*ONE,La Vie en Rose,80,https://open.spotify.com/track/3WfaJhCL4p2JbdffJjV6Va,56,62
欅坂46,アンビバレント,78,https://open.spotify.com/track/5WDKR3hzbHiXWgbMPyOcLk,48,43
スキマスイッチ,クリスマスがやってくる,77,https://open.spotify.com/track/2P0k3IObUJAoOZTCCnJ9I7,60,28
星野源,Pop Virus,75,https://open.spotify.com/track/4hQ5tBCwPRkzhFB424U63U,65,55
ビッケブランカ,まっしろ,74,https://open.spotify.com/track/2PwOOgg8PavBNIWsPLIkr3,55,39
三浦大知,Blizzard,72,https://open.spotify.com/track/7b740cSOAeaW9SWiD1G823,49,55
平井堅,half of me,71,https://open.spotify.com/track/343I1snlcORf98FuxeiLaO,55,35
あいみょん,君はロックを聴かない,70,https://open.spotify.com/track/59eluCMn0XbOWqeWQ91FTM,70,70
DAOKO × 米津玄師,打上花火,69,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ,54,61
米津玄師,LOSER,68,https://open.spotify.com/track/7AqUE5AY514dbzeOAfJRa0,80,67
SawanoHiroyuki[nZk]:LiSA,narrative,66,https://open.spotify.com/track/1v4W1B2Qq29MTVXZA26Jhj,61,44
BTS (防弾少年団),FAKE LOVE,65,https://open.spotify.com/track/6m1TWFMeon7ai9XLOzdbiR,86,76
あいみょん,愛を伝えたいだとか,62,https://open.spotify.com/track/0N8Xztr4pBHJ7V0moJWhbO,70,71
BoA,メリクリ,61,https://open.spotify.com/track/3fxaN9pj6g4crVCzMTqRd0,55,57
SEKAI NO OWARI,イルミネーション,59,https://open.spotify.com/track/24BhYE4GTnDoVnzmNJVwEe,64,43
KinKi Kids,会いたい、会いたい、会えない。,58,https://open.spotify.com/track/5KRjkjwSQjVPU09Xp5JAlg,55,24
BTS (防弾少年団),IDOL,57,https://open.spotify.com/track/1e8J3XClxZbFmvIHLI8CE4,86,73
山下達郎,クリスマス・イブ,56,https://open.spotify.com/track/6Tt2iUfGonmGZQLJjUsDph,37,45
Hump Back,生きて行く,53,https://open.spotify.com/track/2vz6twaWLkXYTzC9El2kjR,51,35
米津玄師,アイネクライネ,49,https://open.spotify.com/track/45YBVp6zMwQZRbUDcPzmMB,80,69
米津玄師,ピースサイン,48,https://open.spotify.com/track/364JzOajs76bJymjHm3sVY,80,73
コブクロ,蕾,47,https://open.spotify.com/track/4kWPNCY1JZEqJq9Vcjrfpz,58,48
フランシュシュ,徒花ネクロマンシー,46,https://open.spotify.com/track/3vb4Nf83BJraPAIPuqpj59,44,42
澤野弘之,Vigilante,45,https://open.spotify.com/track/2c6KdYeRksstDTddYwZlDR,66,39
THE CHARM PARK,Imperfection,42,https://open.spotify.com/track/1MUdFtTZIxzL9MSbgdvbLn,39,22
HY,366日,41,https://open.spotify.com/track/22aZD7yaGYfhgCYazL4nbc,57,66
DA PUMP,if...,40,https://open.spotify.com/track/78LQTUp1f8APWgFNZNOD5y,45,54
BLACKPINK,DDU-DU DDU-DU,39,https://open.spotify.com/track/4jUEHIrc443f743JbyLN0y,82,49
東方神起,Jealous,38,https://open.spotify.com/track/5dy0nfzVWeUVAsgrCdjtYN,52,20
NMB48,僕だって泣いちゃうよ,37,https://open.spotify.com/track/3Av81zmIVL3orQivy2mxcV,39,27
ジェジュン,Defiance,35,https://open.spotify.com/track/43yTZvkuxh1uoiY7AlywXp,38,16
星野源,アイデア,34,https://open.spotify.com/track/7jgqNMnqAT9FghC1uSYTFF,65,63
Nissy(西島隆弘),トリコ,33,https://open.spotify.com/track/04vWAqnvToa2v4D4A2yhzH,52,56
BUMP OF CHICKEN,話がしたいよ,32,https://open.spotify.com/track/7g42Z31aPLq6GArDAWAjKI,63,41
[ALEXANDROS],アルペジオ,31,https://open.spotify.com/track/1RI9DeYuc16mTzr94zGjfC,58,48
Official髭男dism,Stand By You,30,https://open.spotify.com/track/5D8UugGdM9n9hMsiminaZN,71,54
スキマスイッチ,奏(かなで),28,https://open.spotify.com/track/5RbMlPFL4gVyEHW2lEOuzG,60,73
菅田将暉,さよならエレジー,27,https://open.spotify.com/track/3oYD2O31b05fILFpv0AXRI,59,67
OxT,UNION,25,https://open.spotify.com/track/2Op7ZaXB0Kt5zDhetTL0ZQ,49,42
みきとP,ロキ,24,https://open.spotify.com/track/6rNcfp4dn7ZNPVUH6rZ7Lq,47,38
そらる,銀の祈誓,22,https://open.spotify.com/track/1iFbEggS4cNnkE2kcSPrvC,40,27
サカナクション,新宝島,21,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1,66,56
NEWS,「生きろ」,20,https://open.spotify.com/track/0vEtQZ9Fux7nMuIKw95b2q,54,43
Mili,Rightfully,19,https://open.spotify.com/track/1SGRo6M1h1vUlUQyM0yF8U,65,29
シン & ふうか,体の芯からまだ燃えているんだ,18,https://open.spotify.com/track/1j5C2C0iDWOw6zo2Odurm6,13,30
DREAMS COME TRUE,あなたとトゥラッタッタ♪,17,https://open.spotify.com/track/25HLzK7LscR8bGjZpcJC6n,60,39
椎名林檎と宮本浩次,獣ゆく細道,15,https://open.spotify.com/track/1b8tkaZy5pnsrKj5ettPPf,65,54
ちゃんみな,PAIN IS BEAUTY,14,https://open.spotify.com/track/7Bc96fVAoMggWutAjjb1fG,69,62
欅坂46,サイレントマジョリティー,13,https://open.spotify.com/track/6aZfTPxaGl5BayfBGqdmC2,48,43
米津玄師,TEENAGE RIOT,12,https://open.spotify.com/track/03anCl0CUIi29mbrbsA8pY,80,51
星野源,Hello Song,10,https://open.spotify.com/track/7IV7n5PxCPwDqOnVQGPwnU,65,52
King & Prince,シンデレラガール,9,https://open.spotify.com/track/3nqKzoptpnyofFLEkTtd1v,63,59
ジェジュン,LAVENDER,6,https://open.spotify.com/track/73AJe5Qy037eNv38keAtih,38,10
RADWIMPS,そっけない,5,https://open.spotify.com/track/2ntXQnx4ZUraj1u5Hwqjem,74,66
D/Zeal,ハーモニクス,4,https://open.spotify.com/track/0QWrB3kCFvQMaAmtKz3PB7,9,22
西野カナ,Bedtime Story,2,https://open.spotify.com/track/5tV9q9nBBjMl8inUdrJeyB,63,44
Mr.Children,HANABI,1,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua,66,67
