rank,song_title,artist_name,score
1,さよならクロール,AKB48,100
2,猫中毒,テゴマス,99
3,Magic of Love,Perfume,98
4,Message,家入レオ,97
5,月と太陽,ケツメイシ,96
6,ゲット・ラッキー feat.ファレル・ウィリアムス,ダフト・パンク,95
7,グラッド・ユー・ケイム,ザ・ウォンテッド,94
8,赤い靴,Salley,93
9,Preserved Roses,T.M.Revolution ×水樹奈々,92
10,会わないつもりの、元気でね,SCANDAL,91
11,未来,長渕剛,90
12,ロングバケーション,RIP SLYME,89
13,あかん,ティーナ・カリーナ,88
14,キケンなふたり,シシド・カフカ,87
15,ライツ・アー・アウト,マイア・ヒラサワ,86
16,インベーダーインベーダー,きゃりーぱみゅぱみゅ,85
17,RPG,SEKAI NO OWARI,84
18,スターラブレイション,ケラケラ,83
20,愛詞(あいことば),中島美嘉,81
21,恋する季節,ナオト・インティライミ,80
22,ミラクル,miwa,79
25,FACE to Face,KAT-TUN,76
26,Love You More,GENERATIONS from EXILE TRIBE,75
27,オリビアを聴きながら,ハナレグミ,74
28,Bring me up!,久保田利伸,73
29,Velocity,WHITE ASH,72
31,REM,Mr.Children,70
32,言ノ葉,秦基博,69
33,1 2 3〜恋がはじまる〜,いきものがかり,68
34,さらさら,スピッツ,67
35,ネヴァー・グローイング・アップ,アヴリル・ラヴィーン,66
36,イッツ・オールライト、イッツ・オーケー,プライマル・スクリーム,65
38,ANSWER,Ms.OOJA,63
40,美しき日々,ロッド・スチュワート,61
41,Joy!!,SMAP,60
42,いろはにほへと,椎名林檎,59
43,Delight,miwa,58
44,地球が一回転する間に,クレイジーケンバンド,57
46,同じ空の下,高橋優,55
47,アイ・ラヴ・イット feat.チャーリー・エックス・シー・エックス,アイコナ・ポップ,54
49,セカンド・バイト・オブ・ジ・アップル,ビーディ・アイ,52
50,エヴリシング・ユー・ディドント・ドゥ,ジェイミー・カラム,51
51,セイ・ユア・ジャスト・ア・フレンド feat.フロー・ライダー,オースティン・マホーン,50
53,HEROES,GReeeeN,48
54,グッド・バイ・マイ・ラブ,熊谷育美,47
55,ライジング・ハート,福原美穂,46
56,sister's noise,fripSide,45
57,After The Storm feat.シェネル,AI,44
58,Here I Am,Dragon Ash,43
60,Contrail,安室奈美恵,41
61,MY NAME IS xxxx,PAGE,40
62,ギャグ,星野源,39
63,片恋,塩ノ谷早耶香,38
64,ダイアン・ヤング,ヴァンパイア・ウィークエンド,37
67,三味線わたり鳥,杜このみ,34
68,リヴ・イット・アップ feat.ピットブル,ジェニファー・ロペス,33
71,壊れるくらいに I Love You,CLIFF EDGE,30
75,#ザットパワー feat.ジャスティン・ビーバー,ウィル・アイ・アム,26
79,僕らの奇跡〜Open Sesame〜,鈴木雅之,22
80,Be The One,Def Tech,21
82,それでも、生きてゆく,EXILE ATSUSHI & 辻井伸行,19
84,にんじゃりばんばん,きゃりーぱみゅぱみゅ,17
85,でんでんぱっしょん,でんぱ組.inc,16
86,憂、燦々,クリープハイプ,15
89,ヒカリヘ,miwa,12
91,イッツ・ア・ビューティフル・デイ,マイケル・ブーブレ,10
92,ジ・アザー・サイド,ジェイソン・デルーロ,9
93,かくれんぼ,片山遼,8
94,ハラボジの手紙,K,7
95,ビー玉,moto,6
96,LAND,ゆず,5
97,コール・ミー・メイビー,カーリー・レイ・ジェプセン,4
98,化物,星野源,3
99,未来へのスパイラル,グッドモーニングアメリカ,2
