rank,song_title,artist_name,score
1,キ・ス・ウ・マ・イ〜KISS YOUR MIND〜,Kis-My-Ft2,100
2,バイバイハッピーデイズ!,KARA,99
3,ドリーマーズ・ハイ,RADWIMPS,98
4,にんじゃりばんばん,きゃりーぱみゅぱみゅ,97
7,スーツ・アンド・タイ feat.JAY-Z,ジャスティン・ティンバーレイク,94
8,島唄,THE BOOM,93
9,バン・バン,マニ,92
10,EXILE PRIDE〜こんな世界を愛するため〜,EXILE,91
11,ハウ・ウィ・ドゥ(パーティー),リタ・オラ,90
15,Yin Yang,桑田佳祐,86
16,ビコーズ・ウィ・キャン,ボン・ジョヴィ,85
17,ゴッタ・ゲット・オーヴァー,エリック・クラプトン,84
18,スキ!スキ!スキップ!,HKT48,83
19,フィーバー,パスピエ,82
20,日々,森山直太朗,81
21,さくら,ケツメイシ,80
23,ありがとう,FUNKY MONKEY BABYS,78
24,ホームリー・ガール,スコット & リバース,77
25,マジックカラー,AMIAYA,76
26,アイタイ,スガシカオ,75
27,ミュージック,サカナクション,74
29,オール・ザ・タイム,ザ・ストロークス,72
30,名前,臼澤みさき,71
32,Big Boys Cry,安室奈美恵,69
33,Calling,嵐,68
35,イッツ・ア・ビューティフル・デイ,マイケル・ブーブレ,66
36,Keep Your DISCO!!!,the telephones,65
37,スペクトラム feat.マシュー・コーマ,ゼッド,64
38,桜color,GReeeeN,63
39,桜坂,福山雅治,62
40,テル・ザ・ワールド・アイム・ヒア,ウルリック・マンター,61
41,ドライアイス,ハルカトミユキ,60
42,さくら(独唱),森山直太朗,59
43,So long!,AKB48,58
44,骨,黒木渚,57
46,Re:pray,Aimer(エメ),55
48,Only One。,ハジ→,53
49,クレイジー・セクシー・ワイルド,インナ,52
50,君の名は希望,乃木坂46,51
51,恋する季節,ナオト・インティライミ,50
52,CANDY SMILE,E-girls,49
53,ザ・スターズ,デヴィッド・ボウイ,48
54,遠く遠く,槇原敬之,47
55,Aoi,サカナクション,46
58,夢やぶれて-I DREAMED A DREAM-,華原朋美,43
59,全力バンザーイ!My Glory!,THE ポッシボー,42
60,未来のミュージアム,Perfume,41
61,ワンモアタイム,斉藤和義,40
62,CHE.R.RY,YUI,39
63,春にゴンドラ,BEGIN,38
64,豹-PANTHER-,雪乃,37
65,Dreamer,JUJU,36
66,明日が来なくても,ReeSya,35
67,スプリングハズカム,Radio Kamones,34
68,Shooting Star,CREAM,33
69,君がいたあの頃に,ブルーノ・マーズ,32
70,Beautiful Dancer,IU,31
71,女々しくて,ゴールデンボンバー,30
72,スクリーム・アンド・シャウト feat.ブリトニー・スピアーズ,ウィル・アイ・アム,29
74,SAKURA,いきものがかり,27
75,チョコの奴隷,SKE48,26
76,キス・ユー,ワン・ダイレクション,25
77,インディアン・サマー,ステレオフォニックス,24
78,僕たちの不確かな前途,さかいゆう,23
79,誕生日には真白な百合を,福山雅治,22
80,チェリー,スピッツ,21
83,恋はママラバ!,セレブロ,18
84,Keep Silence,Predawn,17
85,VOICE,AI,16
86,願っているから,曽根由希江,15
87,ワン・ウェイ・オア・アナザー(ティーンエイジ・キックス),ワン・ダイレクション,14
88,若い加藤和彦のように,ザ・フォーク・クルセダーズ,13
89,サクラミツツキ,SPYAIR,12
91,ニュークリア,デスティニーズ・チャイルド,10
92,サヨナラじゃない,FUNKY MONKEY BABYS,9
93,最後の晩餐,チャラン・ポ・ランタン,8
94,オールモスト・ホーム,マライア・キャリー,7
95,怪・セラ・セラ,山下智久,6
96,Best friend,GReeeeN,5
97,僕の歌は知っている,フォール・アウト・ボーイ,4
99,コール・ミー・メイビー,カーリー・レイ・ジェプセン,2
