アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
AKB48,上からマリコ,100,https://open.spotify.com/track/0vsgOfTLFru6SBOLl3MQPr,56,33
flumpool,Present,97,https://open.spotify.com/track/3w3gpPZXnCte782xsoWA1X,47,19
斉藤和義,やさしくなりたい,96,https://open.spotify.com/track/4XkqVSWIPb07iLEDvAPq93,53,59
BoA,Milestone,94,https://open.spotify.com/track/7hRTdrLLFTxosyaJ8xClmO,55,18
放課後ティータイム,Singing!,93,https://open.spotify.com/track/5FX7TJwGrNFasrv5D6ldz0,45,34
放課後ティータイム,Unmei♪wa♪Endless!,92,https://open.spotify.com/track/0LoGJrS5kTRw9w1lQUiVPz,45,30
AI,ハピネス,91,https://open.spotify.com/track/63b1Kq6OLrYCNCLNXL2tLn,56,44
Crystal Kay,Superman,90,https://open.spotify.com/track/1oXIaR0PceRoYTYDzwWmZD,49,28
SUPER JUNIOR,Mr.Simple,89,https://open.spotify.com/track/23GWmLq9VggWMzWr4PsbQF,62,27
EXILE,あなたへ,87,https://open.spotify.com/track/3n7lc5V2p1RJUpZ53ovD03,60,40
the pillows,エネルギヤ,81,https://open.spotify.com/track/7HikN8QYK40DRgHkPpJzfw,48,16
倖田來未,Love Me Back,79,https://open.spotify.com/track/77VRhBXqcyVWXRd1zwozzB,55,27
Galileo Galilei,明日へ,78,https://open.spotify.com/track/0b1eJt5F6yI2u0T0LF0Ly3,45,37
東方神起,Winter Rose,77,https://open.spotify.com/track/5yixz3SOHDkvj3HHlpRbT3,52,22
HiGE,それではみなさん良い旅を!,76,https://open.spotify.com/track/3AVengj1cS2qCQVvjavsVY,20,14
KARA,ウィンターマジック,74,https://open.spotify.com/track/2CxU9n22Xu22U1Wl1S1qCJ,50,34
school food punishment,How to go,73,https://open.spotify.com/track/2fPC0geJLAQaKq4yhTA66Q,30,29
lecca,Right Direction,71,https://open.spotify.com/track/5pUo2CH1FGOwG1ph87Q9uP,42,20
Every Little Thing,Landscape,70,https://open.spotify.com/track/0nAG4eUFH5J46Td8Qly6tg,55,10
いきものがかり,歩いていこう,68,https://open.spotify.com/track/5MZ4BLULdM4i1q79oQVVOa,63,45
渡り廊下走り隊7,希望山脈,66,https://open.spotify.com/track/4qznC3GkC2Tr1VBXKPg0lz,21,33
ASIAN KUNG-FU GENERATION,マーチングバンド,65,https://open.spotify.com/track/3EIV6mDxT1XFYa5H1tCld9,61,30
NICO Touches the Walls,バイシクル,64,https://open.spotify.com/track/0fXn7pFNqL4LsndUxznfBk,51,26
T-ARA,yayaya,63,https://open.spotify.com/track/43RFxeGkMUI7yhgPx3pojZ,55,34
シェネル,ベイビー・アイラブユー,61,https://open.spotify.com/track/0umpEkOWoP6iBAD7Ae4KYn,55,42
SEKAI NO OWARI,スターライトパレード,58,https://open.spotify.com/track/33NfPE6285Ef2nSrFSn88N,64,58
大国男児,Love Days,56,https://open.spotify.com/track/0D6ChrQVuM60EdCpiClIIX,8,12
aiko,ずっと,55,https://open.spotify.com/track/3b4ZOaKRkuiM8Y9u44xXVB,62,28
avengers in sci-fi,Sonic Fireworks,53,https://open.spotify.com/track/4EdIREvU4nA3biT23Qi1Nd,15,14
きゃりーぱみゅぱみゅ,つけまつける,50,https://open.spotify.com/track/3ou1fnaevjh2rj6gSNLTim,51,43
Perfume,スパイス,48,https://open.spotify.com/track/65vLoZIcmTZTzkWlLNLAsk,57,32
AKB48,風は吹いている,45,https://open.spotify.com/track/4NtUFdQtTJqCnGO03jzgLt,56,37
Aimer(エメ),Re:pray,43,https://open.spotify.com/track/2Q6sHQtoMtNHR2GjSaAeQG,66,38
椎名慶治,I Love Youのうた,42,https://open.spotify.com/track/5OWTDXA2S0p6rdwCi2Thdo,12,4
