アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
SKE48,バンザイVenus,99,https://open.spotify.com/track/4ApvPEJhCY62qpMuN1RQtT,33,30
Superfly,Beep!!,96,https://open.spotify.com/track/2Lyx8tCcf8fS4X1mdefGBk,59,27
倉木麻衣,1000万回のキス,92,https://open.spotify.com/track/0GtAq4w384s1bUEd9l2lPn,50,22
レミオロメン,3月9日,90,https://open.spotify.com/track/31rf3jLBMfnrqLuTPrcxM5,51,54
ももいろクローバー,ミライボウル,89,https://open.spotify.com/track/0o0Y7jzGmaozlAYQxbSgmq,47,22
AKB48,桜の木になろう,88,https://open.spotify.com/track/0Ir3T8q1Tp7UJ4kDzCiueh,56,36
Superfly,Sunshine Sunshine,87,https://open.spotify.com/track/1HPOYLqMZTU2FTv7DXFD8s,59,20
B'z,さよなら傷だらけの日々よ,86,https://open.spotify.com/track/6iHnZrKKWZe0XFzqUIk3n2,65,34
赤西仁,Eternal,85,https://open.spotify.com/track/3pPKgREHKngbOpmQF94yEf,42,47
ねごと,カロン,84,https://open.spotify.com/track/2gX6LKsYxeGQJ9yXTllBCB,31,35
BUMP OF CHICKEN,友達の唄,83,https://open.spotify.com/track/7rWuSM3qyNXaVm4XqROWV1,63,42
RADWIMPS,君と羊と青,82,https://open.spotify.com/track/17A3UTMUWzCRn7I42exBhF,74,65
EXILE,Each Other's Way〜旅の途中〜,81,https://open.spotify.com/track/5DrHx8hYzvZEPmVj4zttSG,60,39
サカナクション,ルーキー,80,https://open.spotify.com/track/039r7aVIE0FMj7N8gsXzJl,66,50
星野源,くだらないの中に,79,https://open.spotify.com/track/1HD7YyTYAQ4LPussdtj7Ui,65,54
ピコ,桜音,78,https://open.spotify.com/track/189EkZeDYipsKqfPDjXiHf,26,34
嵐,Lotus,77,https://open.spotify.com/track/7DtqESlze2aUSyOgjCpe7X,65,33
LOOP CHILD,この恋から,75,https://open.spotify.com/track/6laUqhi8rR39A8ztTDP0hT,0,0
9nine,SHINING☆STAR,74,https://open.spotify.com/track/06UTJxKCKW9hjhMkqbATO9,25,34
RIP SLYME,センス・オブ・ワンダー,73,https://open.spotify.com/track/0WzKQFzvbTFARbxhq0omeK,55,32
ノースリーブス,Answer,70,https://open.spotify.com/track/1OAte8oJ0KpvSrDdXtxaOh,24,31
Rake,100万回の「I love you」,68,https://open.spotify.com/track/5InyPQKhL9u1kct8LiJ6tF,40,58
ポルノグラフィティ,EXIT,67,https://open.spotify.com/track/7ixb94d9qY0iCTgusOpCFZ,62,36
桑田佳祐,銀河の星屑,66,https://open.spotify.com/track/4BI5V6ZPB6IRDhOB4N7qCu,57,33
SING LIKE TALKING,Dearest,65,https://open.spotify.com/track/38gOCedY1KpfVRTMs3DU2j,32,6
高橋優,福笑い,64,https://open.spotify.com/track/255lnJnboHgDJw2aDGsT9u,49,54
4Minute,WHY,61,https://open.spotify.com/track/2Stm2BwQ2aRiu48zrOydUM,48,10
lecca,マタイツカ,60,https://open.spotify.com/track/2lS4UWDwUI9ibIKzLDy0Cb,42,32
FUNKY MONKEY BABYS,ランウェイ☆ビート,54,https://open.spotify.com/track/3sZMGtJ0b5i9LI9geiii90,53,27
ナオト・インティライミ,今のキミを忘れない,52,https://open.spotify.com/track/3GHiz7CXQ7LgaW9OMcTUIR,46,40
ザ・ビートモーターズ,ちくちくちく,51,https://open.spotify.com/track/1ZhmAfUdVasGnSuhLSdtDm,8,3
EXILE,I Wish For You,47,https://open.spotify.com/track/2bJVadmgD2ufywBUmua994,60,48
青山テルマ,ずっと。,46,https://open.spotify.com/track/4dJOZ8qFxjefBd1t7iSK4F,48,27
ダイスケ,いつだって。,44,https://open.spotify.com/track/0ARUFCESVHycl842TX7ceR,35,12
少女時代,Gee,41,https://open.spotify.com/track/0t7kjpVLgOYITrSfFCoBEA,63,68
清水翔太,Forget-me-not,39,https://open.spotify.com/track/2sMb2Dcfa5fxwjfK0RfQUE,64,44
コブクロ,Blue Bird,38,https://open.spotify.com/track/2QAeKnRBnsuaXIKavvOklZ,58,35
yoshiki*lisa,Destin Histoire,37,https://open.spotify.com/track/3qaywuuaEBUWdowIerY0J7,11,28
川野夏美,北海子守唄,36,https://open.spotify.com/track/0M2zLnJLbrkTpZZSdHm8p2,26,2
藤あや子,泣き鏡,34,https://open.spotify.com/track/0SHY1pv9jUnJ51WcIP9x1D,26,2
TEE,電話で抱きしめて,33,https://open.spotify.com/track/7eWIbqiSNsba5z0P7eyvNB,49,30
HIROKO,最後の恋,32,https://open.spotify.com/track/02qqREqofNothIWcZPPHQ9,30,28
EXILE,手紙,31,https://open.spotify.com/track/6cyVuZBTAXNm7NmpYRsdz9,60,31
SEAMO,約束,30,https://open.spotify.com/track/6nv96ZaInQeXELdDBUuwem,41,11
スガシカオ,約束,28,https://open.spotify.com/track/4Zv2gkfeeL7AanGlP53Jaq,42,21
三山ひろし,ダンチョネ港町,27,https://open.spotify.com/track/4xpyOOLiyPdoeMU5sfuwy1,30,16
Chicago Poodle,桜色,26,https://open.spotify.com/track/33T2YnlF0IwdEQoV5QVf5Q,16,4
Tomato n'Pine,旅立ちトランスファー,25,https://open.spotify.com/track/2cmOmZewPrs2AKFyPuForl,15,7
JUJU,さよならの代わりに,24,https://open.spotify.com/track/1Wxl3TgdkJHv3FRPpEAyD9,53,39
キマグレン,IT'S MY 勇気,23,https://open.spotify.com/track/0Itx6hwEgIk5dNndgQSxH3,39,1
西野カナ,Distance,22,https://open.spotify.com/track/4c0Ju5rIY2T8J4bi7WNy36,63,44
さかいゆう,AHEAD,21,https://open.spotify.com/track/5oXQq189vv73PwfqUdCjIy,33,3
miwa,春になったら,18,https://open.spotify.com/track/0fgSkLf6UQIm5tfLnALTb4,53,22
長山洋子,博多山笠女節,16,https://open.spotify.com/track/2f9FPli2R39pi8NqgTRW5r,29,16
いきものがかり,YELL,15,https://open.spotify.com/track/4NmzMLuyfuF9UpzjbhSiwl,63,55
AKB48,ヘビーローテーション,13,https://open.spotify.com/track/13YE1VSvQ4t7wWCPlpK1Uw,56,54
moumoon,15 Doors,12,https://open.spotify.com/track/2nSlQFknzWdDbv9p6Yy1du,36,6
夏川りみ,ゆりかごのうた,10,https://open.spotify.com/track/52rTA9F4WniNWQi0SNNZEB,42,18
植村花菜,トイレの神様,9,https://open.spotify.com/track/5xa3zRbvV7Zd2ieiA1Fb0F,25,39
いきものがかり,ありがとう,8,https://open.spotify.com/track/3hlQBw2Z5YQQqIiX9JmLG4,63,56
GLAY,生きてく強さ,7,https://open.spotify.com/track/76QKh6F7P7v1gnVHa92s7v,56,41
石井竜也,はなひとひら,6,https://open.spotify.com/track/1rEkK0ijHRizLcgrbvdcJn,32,3
Fivesta,最後のKISS,3,https://open.spotify.com/track/1ti1o5pWSgTauFVAQDlT5j,7,19
androp,MirrorDance,2,https://open.spotify.com/track/1cP0xsLJjo6ACv3eWVTpT4,38,20
SOFFet,ひとりじゃない,1,https://open.spotify.com/track/1Cnmqb8svhpbo3E24XXZNz,27,39
