アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
GOT7,MY SWAGGER,100,https://open.spotify.com/track/7f7FSUQH5HDZBJRZoQJd5W,61,30
コブクロ,心,99,https://open.spotify.com/track/5V0RHZFEn3wqPBKO79oRD4,58,15
TrySail,adrenaline!!!,98,https://open.spotify.com/track/10Yk9WbT2840l1NK5RWvkq,40,44
WANIMA,CHARM,94,https://open.spotify.com/track/6UMCZw9hFiK5aBm7pQxgkO,60,46
TWICE,SIGNAL,93,https://open.spotify.com/track/3BbfgC1wM6x5TRYgAVZYi0,83,52
西野カナ,パッ,92,https://open.spotify.com/track/0XMkHwHYthhC5PS1ESPp3l,63,46
Beverly,I need your love,91,https://open.spotify.com/track/55JAnTsw92QsLTSmpVMpwX,39,34
星野源,恋,90,https://open.spotify.com/track/5Hu29JT4xtbRUBTZeOAjxW,65,61
乃木坂46,スカイダイビング,89,https://open.spotify.com/track/52pzDWwPLtDBUwJKYnEadp,60,30
THE ALFEE,あなたに贈る愛の歌,87,https://open.spotify.com/track/2ksGlIP5JD2RTQXCsnSh03,47,16
平井堅,ノンフィクション,84,https://open.spotify.com/track/14P8XlYV4woGZf2SgXav8q,55,51
鈴木このみ,Blow out,82,https://open.spotify.com/track/7FAmTYG5KKZXkAk6fzlh7Y,53,33
ぼくのりりっくのぼうよみ,SKY's the limit,81,https://open.spotify.com/track/6d7w82MWMmSYGVsbH2gK4J,33,31
神様、僕は気づいてしまった,CQCQ,79,https://open.spotify.com/track/769M0ezv1bE1Mz1d4xP7gc,33,42
Silent Siren,AKANE,78,https://open.spotify.com/track/0n7iVY4z2YanXNBhpGSHeg,47,24
欅坂46,不協和音,77,https://open.spotify.com/track/1CAIveeC0CUY0KbENoNU3X,48,47
miwa,シャイニー,75,https://open.spotify.com/track/6u3CkFdsm337zKT34nUi0q,53,12
乃木坂46,インフルエンサー,74,https://open.spotify.com/track/0PHEwJbhs3wte1vCsBI4LF,60,52
Nulbarich,It's Who We Are,73,https://open.spotify.com/track/1cAkiUgNaCYF7Y5pc2S73d,44,35
私立恵比寿中学,なないろ,69,https://open.spotify.com/track/5j71oASJbyEpxxTzFEwEGh,40,25
iKON,BLING BLING,68,https://open.spotify.com/track/1TkOal01dvI5VtlnFQXOEO,58,29
ClariS,ヒトリゴト,67,https://open.spotify.com/track/3Un2d5mEp5yLqaITkb1mS8,50,49
JY,女子モドキ,66,https://open.spotify.com/track/3hBrYMRLAnp7VoCooN4nEQ,42,37
BUMP OF CHICKEN,リボン,65,https://open.spotify.com/track/6wXILdpRNAlb1P1I4DH3le,63,46
WANIMA,やってみよう,64,https://open.spotify.com/track/6ahKnsl2tuTCyaBwt45WAz,60,62
東山奈央,イマココ,63,https://open.spotify.com/track/26apmjQrRKz3Q8h5MzJgxo,36,33
RADWIMPS,サイハテアイニ,62,https://open.spotify.com/track/699ku1Ebqi9pwi0IwnRPET,74,52
クリープハイプ,イト,61,https://open.spotify.com/track/0ELktpiH8U73B7lu249tMM,63,54
TWICE,TT,60,https://open.spotify.com/track/0PAyiPTz8gL0udQnSasc5G,83,49
欅坂46,サイレントマジョリティー,59,https://open.spotify.com/track/6vqGGV7ZGWYFRg5EtlcuN5,48,53
Linked Horizon,心臓を捧げよ!,58,https://open.spotify.com/track/6ISRDE108fG9ohyBi311qG,59,17
RADWIMPS,前前前世,54,https://open.spotify.com/track/3OWQGA40CgyZ7AHhVTOe34,74,56
BTS (防弾少年団),血、汗、涙,53,https://open.spotify.com/track/6u1ILVDFXcmQGQGCA3h849,86,44
WANIMA,ともに,51,https://open.spotify.com/track/6FHgHDXiGnRfhrSok9xAz3,60,66
秦基博,Girl,50,https://open.spotify.com/track/33wiNTgVDVM2OntTy8YZnM,56,46
