アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
Mr.Children,himawari,100,https://open.spotify.com/track/31Ha1qQFLlxKaXIWjwWdez,66,50
超特急,My Buddy,99,https://open.spotify.com/track/0ZkI5TDIN3yO5ui22ij3sD,53,45
765 MILLION ALLSTARS,Brand New Theater!,97,https://open.spotify.com/track/1fzEGXvMeutGHeCBF42pUX,24,20
HIROOMI TOSAKA,WASTED LOVE,96,https://open.spotify.com/track/6EFoKSAog7owwoxTq8SsYn,40,32
SEKAI NO OWARI,RAIN,94,https://open.spotify.com/track/7aCdXnpn7oPN1sz3i78t7x,64,58
宇多田ヒカル,Forevermore,93,https://open.spotify.com/track/4AzAystm373Dl9LX78wdiR,72,45
TWICE,TT,92,https://open.spotify.com/track/0PAyiPTz8gL0udQnSasc5G,83,49
高橋優,虹,91,https://open.spotify.com/track/0PIuTXVxxdk7man74EqZfJ,49,49
西野カナ,Girls,90,https://open.spotify.com/track/15XOV0ChIBcxQsCiPr9mw7,63,40
家入レオ,ずっと、ふたりで,89,https://open.spotify.com/track/65IfWhzuX8lnoeJqWbIhk1,51,38
Mr.Children,HANABI,88,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua,66,67
米津玄師,ピースサイン,86,https://open.spotify.com/track/364JzOajs76bJymjHm3sVY,80,73
SKE48,意外にマンゴー,85,https://open.spotify.com/track/4TRhattS1vC7IMFjPwEpw2,33,15
UVERworld,DECIDED,84,https://open.spotify.com/track/27eQZYYlgZ2YRAeVCkX6So,60,39
TWICE,SIGNAL,83,https://open.spotify.com/track/3BbfgC1wM6x5TRYgAVZYi0,83,52
桑田佳祐,若い広場,82,https://open.spotify.com/track/1FofXA5RRcxuFK6qaLyJAQ,57,49
星野源,恋,81,https://open.spotify.com/track/5Hu29JT4xtbRUBTZeOAjxW,65,61
ハチ,砂の惑星 feat.初音ミク,80,https://open.spotify.com/track/2RBQ84niVRC6bBdhe7lc9F,47,55
欅坂46,サイレントマジョリティー,79,https://open.spotify.com/track/6vqGGV7ZGWYFRg5EtlcuN5,48,53
GENERATIONS from EXILE TRIBE,空,78,https://open.spotify.com/track/3V1cA16e4yCbebAITF5sRb,51,45
GANG PARADE,Beyond the Mountain,77,https://open.spotify.com/track/0eED9px1XK67bBBh9t0KfF,28,11
欅坂46,不協和音,76,https://open.spotify.com/track/1CAIveeC0CUY0KbENoNU3X,48,47
fourfolium,STEP by STEP UP↑↑↑↑,75,https://open.spotify.com/track/7zuR4IKOOpdshNwmJyEc1u,20,20
TWICE,CHEER UP,72,https://open.spotify.com/track/5UnRutJ5phJ9Ti4WnFgEoJ,83,43
TWICE,Like OOH-AHH,71,https://open.spotify.com/track/2SivUkzgql54t0O4dH1b7O,83,53
水樹奈々,TESTAMENT,70,https://open.spotify.com/track/2QSZ2xvqALjTBqZfKxsMeI,48,38
神様、僕は気づいてしまった,CQCQ,69,https://open.spotify.com/track/769M0ezv1bE1Mz1d4xP7gc,33,42
RADWIMPS,前前前世,67,https://open.spotify.com/track/3OWQGA40CgyZ7AHhVTOe34,74,56
BLACKPINK,AS IF IT'S YOUR LAST,66,https://open.spotify.com/track/0onKPjKMVmROyBOItWnPcI,82,60
エレファントカシマシ,風と共に,65,https://open.spotify.com/track/2TbUXgbzEu0Flj8d9Lvpdz,51,40
宇多田ヒカル,大空で抱きしめて,64,https://open.spotify.com/track/6AAWRG2fko30dyj0LaEM7a,72,37
雨宮天,irodori,63,https://open.spotify.com/track/5ajqsIpNEx0YZj4MKmgXtI,38,6
EXO,Ko Ko Bop,62,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa,68,62
DREAMS COME TRUE,その日は必ず来る,61,https://open.spotify.com/track/28mI10ouTNgwQNpTAqrStl,60,23
水樹奈々,Destiny's Prelude,60,https://open.spotify.com/track/3FrTuc0iZXzB2qvguFjoy5,48,18
Hey!Say!JUMP,Precious Girl,59,https://open.spotify.com/track/6uffR5QRfz8bvx6pK6pPWe,56,33
雪音クリス(高垣彩陽),GUN BULLET XXX,58,https://open.spotify.com/track/4OlDJxQvF4s8YSy4Gbjfy1,22,23
Nissy(西島隆弘),恋す肌,57,https://open.spotify.com/track/1PcyWrsbslMgzJdqKnABMF,52,30
乃木坂46,インフルエンサー,55,https://open.spotify.com/track/0PHEwJbhs3wte1vCsBI4LF,60,52
BUMP OF CHICKEN,記念撮影,54,https://open.spotify.com/track/1pfZ0POxTGl7JbQyCdst5Q,63,48
平井堅,ノンフィクション,52,https://open.spotify.com/track/14P8XlYV4woGZf2SgXav8q,55,51
嵐,つなぐ,51,https://open.spotify.com/track/4mSLOTpYJ44lswS9MH7kEl,65,39
illion,BANKA,50,https://open.spotify.com/track/0AAVawDFmFsIBTdzuZEYRM,37,33
TWICE,KNOCK KNOCK,49,https://open.spotify.com/track/3rQjCycDV0Ibadg6A1Nq45,83,51
BUMP OF CHICKEN,リボン,48,https://open.spotify.com/track/6wXILdpRNAlb1P1I4DH3le,63,46
Nissy(西島隆弘),愛tears,47,https://open.spotify.com/track/7KCTguVZV6fcBTul4LdK4i,52,39
斉藤壮馬,ヒカリ断ツ雨,46,https://open.spotify.com/track/43z7SyPyyzGFep1SL0Po60,33,28
欅坂46,月曜日の朝、スカートを切られた,45,https://open.spotify.com/track/6MKeN3dmPLge6X2E2oUAkt,48,32
