Target_Metric,Exp1: Group_Complexity,Exp2: Group_MFCC,Exp3: Combined_All,Exp4: Spotify_Popularity
Debut_Score,0.480379115397406,0.47821749251745926,0.5010530983261279,0.5073162620552045
Kurtosis,0.5294709433069003,0.5712510356255178,0.5598887442300864,0.5663392117410344
Length,0.5036711536322172,0.4844254088330181,0.48470352653242854,0.5595171876738235
Max,0.49122807017543857,0.5548245614035088,0.5899122807017544,0.5087719298245614
Mean,0.5841236389181594,0.5252312375600047,0.5132303009015338,0.5046832923545252
Skewness,0.4941267730496454,0.47007978723404253,0.5218306737588653,0.4953457446808511
Std,0.4886692381870781,0.5073529411764706,0.5083172613307618,0.5204918032786885
Sum,0.5207566119852696,0.47617453409217725,0.47784845441356993,0.523602276531637
Average,0.5115531930815143,0.5084446248052749,0.519598042524391,0.5232584635175407



training,2013,2020,2015,2014
val,2010
test,2024



Data Shapes
traing_data(%),69.80913823019085
Train,1207
Val,332
Test,190
