rank,song_title,artist_name,score
1,アイドル,YOASOBI,100
2,Smile Again,BE:FIRST,99
3,どうしても君が好きだ,AKB48,98
4,美しい鰭,スピッツ,97
5,絆ノ奇跡,MAN WITH A MISSION×milet,96
6,TATTOO,Official髭男dism,95
7,Super,SEVENTEEN,94
8,怪獣の花唄,Vaundy,93
9,Subtitle,Official髭男dism,92
10,ケセラセラ,Mrs.GREEN APPLE,91
11,ビリミリオン,優里,90
12,第ゼロ感,10-FEET,89
13,KICK BACK,米津玄師,88
14,I AM,IVE,87
15,君のまま,百足 & 韻マン,86
16,W / X / Y,Tani Yuuki,85
17,Overdose,なとり,84
18,新時代 (ウタ from ONE PIECE FILM RED),Ado,83
19,LADY,米津玄師,82
20,ドライフラワー,優里,81
21,水平線,back number,80
22,シンデレラボーイ,Saucy Dog,79
23,オトナブルー,新しい学校のリーダーズ,78
24,アイラブユー,back number,77
25,祝福,YOASOBI,76
26,ミックスナッツ,Official髭男dism,75
27,ダンスホール,Mrs.GREEN APPLE,74
28,そんなbitterな話,Vaundy,73
29,愛の花,あいみょん,72
30,ベテルギウス,優里,71
31,フライデー・ナイト,なとり,70
32,OMG,NewJeans,69
33,W●RK,millennium parade × 椎名林檎,68
34,One choice,日向坂46,67
35,コイコガレ,milet×MAN WITH A MISSION,66
36,残響散歌,Aimer(エメ),65
37,リンジュー・ラヴ,マカロニえんぴつ,64
38,Habit,SEKAI NO OWARI,63
39,私は最強 (ウタ from ONE PIECE FILM RED),Ado,62
40,群青,YOASOBI,61
41,Ditto,NewJeans,60
42,Boom Boom Back,BE:FIRST,59
43,なんでもないよ、,マカロニえんぴつ,58
44,夜に駆ける,YOASOBI,57
46,星月夜,由薫,55
47,Soranji,Mrs.GREEN APPLE,54
48,"トウキョウ・シャンディ・ランデヴ feat. 花譜, ツミキ",MAISONdes,53
49,セブンティーン,YOASOBI,52
50,Kitsch,IVE,51
51,マリーゴールド,あいみょん,50
52,酔いどれ知らず,Kanaria,49
53,高嶺の花子さん,back number,48
54,I'm a mess,MY FIRST STORY,47
55,ホワイトノイズ,Official髭男dism,46
56,怪物,YOASOBI,45
57,Pretender,Official髭男dism,44
58,slash,yama,43
59,スターマイン,Da-iCE,42
60,点描の唄 feat.井上苑子,Mrs.GREEN APPLE,41
61,青と夏,Mrs.GREEN APPLE,40
62,踊り子,Vaundy,39
63,本当はね、,ヤングスキニー,38
65,愛とか恋とか,Novelbright,36
67,きらり,藤井風,34
68,レオ,優里,33
69,Paradise,NiziU,32
71,不可幸力,Vaundy,30
73,サラバ,SEKAI NO OWARI,28
74,メフィスト,女王蜂,27
75,アルジャーノン,ヨルシカ,26
76,115万キロのフィルム,Official髭男dism,25
77,ブルーアンビエンス (feat.asmi),Mrs.GREEN APPLE,24
78,ANTIFRAGILE,LE SSERAFIM,23
79,SET ME FREE,TWICE,22
81,LONGINESS REMIX,"SugLawd Familiar, CHICO CARLITO & Awich",20
82,Cry Baby,Official髭男dism,19
83,逆光 (ウタ from ONE PIECE FILM RED),Ado,18
85,FLOWER,JISOO,16
86,Mela!,緑黄色社会,15
87,アドベンチャー,YOASOBI,14
89,Lemon,米津玄師,12
90,名前は片想い,indigo la End,11
91,Burning Friday Night,Lucky Kilimanjaro,10
92,僕のこと,Mrs.GREEN APPLE,9
93,CITRUS,Da-iCE,8
94,First Love,宇多田ヒカル,7
95,ちゅ、多様性。,ano,6
96,インフェルノ,Mrs.GREEN APPLE,5
97,春泥棒,ヨルシカ,4
98,私は最強,Mrs.GREEN APPLE,3
100,もう一度,Tani Yuuki,1
