rank,song_title,artist_name,score
1,能動的三分間,東京事変,100
2,君にサヨナラを,桑田佳祐,99
3,Dear…,西野カナ,98
4,R.I.P.,BUMP OF CHICKEN,97
5,心こめて,ベッキー♪#,96
6,君がいるから,菅原紗由理,95
7,ウソツキ,Safarii,94
8,新世紀のラブソング,ASIAN KUNG-FU GENERATION,93
9,ふたつの唇,EXILE,92
10,BANDAGE,LANDS,91
11,叶えたい夢がある〜4EVER BOYZ AND GIRLZ SPIRIT〜,High Speed Boyz,90
12,青い月とアンビバレンスな愛,moumoon,89
13,スノープリンス,スノープリンス合唱団,88
14,バッド・ロマンス,レディー・ガガ,87
15,マイガール,嵐,86
16,激しさと、この胸の中で絡み付いた灼熱の闇,DIR EN GREY,85
17,トワイライト・アヴェニュー,K,84
18,fanfare,Mr.Children,83
19,Merry Christmas,BUMP OF CHICKEN,82
20,ハッピー,レオナ・ルイス,81
21,もうバイバイ,ヒルクライム,80
22,チェイシング・パイレーツ,ノラ・ジョーンズ,79
23,逢いたくていま,MISIA,78
24,アニマロッサ,ポルノグラフィティ,77
25,Relight My Fire,quasimode,76
26,ダズント・ミーン・エニシング〜あなたがいないなら,アリシア・キーズ,75
27,light prayer,school food punishment,74
28,Loveless,山下智久,73
29,ONE LOVE〜100万回のKISSでアイシテル〜,MAY'S,72
30,フｧイアーフライズ,アウル・シティー,71
31,はじまりの日,スガシカオ feat Mummy-D,70
32,オリノコ・フロウ,エンヤ,69
33,ロシアン・ルーレット,リアーナ,68
34,PRESENT,JUJU,67
35,ヒーロー,FUNKY MONKEY BABYS,66
36,ザ・ワールド・イズ・チェンジング〜世界は変化している〜,アレステッド・ディベロップメント,65
37,メロウ,sleepy.ab,64
38,君が好き,清水翔太,63
39,フリー・ミー,ジョス・ストーン,62
40,恋の予感から,レミオロメン,61
41,FAST CAR,安室奈美恵,60
42,スリー☆禁断のラヴ・エクスタシー,ブリトニー・スピアーズ,59
43,ハヴント・メット・ユー・イエット,マイケル・ブーブレ,58
44,なんで泣きたくなっちゃうんだろう,福原美穂,57
45,ただ一つの願いさえ,Love,56
46,Dancing On The Fire,Superfly,55
47,Domani〜明日をつかまえて〜,藤澤ノリマサ,54
48,メイク・ミー,ジャネット・ジャクソン,53
49,Insomnia,the HIATUS,52
50,オールウェイズ・ライク・ディス,ボンベイ・バイシクル・クラブ,51
51,Orion,GIRL NEXT DOOR,50
52,ディス・イズ・イット,マイケル・ジャクソン,49
53,明日に咲く花,馬場俊英,48
54,悲しみがとまらない,杏里,47
55,シャツを洗えば,くるりとユーミン,46
56,夢やぶれて,スーザン・ボイル,45
57,グッド・ガールズ・ゴー・バッド,コブラ・スターシップ,44
58,ボーイズ・オン・ザ・ラン,銀杏BOYZ,43
59,COSMIC BOX,YUKI,42
60,きっと大丈夫,坂詰美紗子,41
61,Someday,EXILE,40
62,夢のマニュアル,CHERRYBLOSSOM,39
63,ムゲンノカナタヘ〜To infinity and beyond〜,槇原敬之,38
64,My measure,lecca,37
65,はつ恋,福山雅治,36
66,人待雲,熊谷育美,35
67,アルクアラウンド,サカナクション,34
68,恋人たちのクリスマス,マライア・キャリー,33
69,いつの日も,阿部真央,32
70,Why...,DOMINO,31
71,サヨナラ,彩冷える-ayabie-,30
72,トキドキセカイ,WEAVER,29
73,冬恋花,花咲ゆき美,28
74,ソングス・リマインド・ミー・オブ・ユー,アニー,27
75,Light Infection,Prague,26
76,ワンダースノウ〜素直になって〜,甲斐名都,25
77,春夏秋冬,ヒルクライム,24
78,Am I Fallin' in Love?,北口和沙,23
79,フリージア,ムック,22
80,Paxmaveiti ラフマベティ-君が僕にくれたもの-,安藤裕子,21
81,SHADOW,Rio,20
82,なくもんか,いきものがかり,19
83,奇跡の夜,MAGIC PARTY feat 渡和久(from 風味堂),18
84,Only Holy Story,Steady&Co.,17
85,まもりたい〜White Wishes〜,BoA,16
86,ここにいるよ,72,15
87,Don't want to be alone,SxOxU,14
88,WHY,加藤ミリヤ,13
89,ヴｧレンティノ,ダイアン・バーチ,12
90,パラダイス・シティ〜feat.フｧーギー&サイプレス・ヒル,スラッシュ,11
91,ラスト・クリスマス,ワム!,10
92,アイ・アム,メアリー・J.ブライジ,9
93,真っ白な未来,フィルハーモユニーク,8
94,人恋酒場,三山ひろし,7
95,door,ルミカ,6
96,アルフｧ・ドッグ,フォール・アウト・ボーイ,5
97,続・キミに歌ったラブソング,Lil'B,4
98,オールド・イナフ,リッキー・リー・ジョーンズ,3
99,三日月ハーフパイプ,Peaky SALT,2
100,アンダーグラウンド,ダス・ポップ,1
