アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
西野カナ,トリセツ,99,https://open.spotify.com/track/23b0C1AE9Jt408lzWIvPSn,63,55,./downloaded_mp3/西野カナ_トリセツ.mp3
家入レオ,君がくれた夏,98,https://open.spotify.com/track/6woHdm2NKm0RHbuO7qt4ww,52,59,./downloaded_mp3/家入レオ_君がくれた夏.mp3
嵐,愛を叫べ,97,https://open.spotify.com/track/6sESCqEL3UmdmOO2UBrg8c,66,48,./downloaded_mp3/嵐_愛を叫べ.mp3
三代目 J Soul Brothers from EXILE TRIBE,Unfair World,96,https://open.spotify.com/track/5WDmOswSLvyuWF2XBGRmgj,55,32,./downloaded_mp3/三代目 J Soul Brothers from EXILE TRIBE_Unfair World.mp3
SCANDAL,Sisters,94,https://open.spotify.com/track/3LUzyWc59snZdclmA3WcBV,48,26,./downloaded_mp3/SCANDAL_Sisters.mp3
AKB48,ハロウィン・ナイト,90,https://open.spotify.com/track/2oWYapsrOBVU1Mnyo9efUv,56,33,./downloaded_mp3/AKB48_ハロウィン・ナイト.mp3
EXILE ATSUSHI + AI,Be Brave,89,https://open.spotify.com/track/060FFSJXTIMBLbwlSylWD8,44,13,./downloaded_mp3/EXILE ATSUSHI + AI_Be Brave.mp3
木村カエラ,EGG,88,https://open.spotify.com/track/3QBOtFLhg2lC1A9SGZpGwG,43,21,./downloaded_mp3/木村カエラ_EGG.mp3
AAA,愛してるのに、愛せない,87,https://open.spotify.com/track/1YjQMlW69RDw6EuLbpIfmB,55,49,./downloaded_mp3/AAA_愛してるのに、愛せない.mp3
三代目 J Soul Brothers from EXILE TRIBE,Summer Madness,81,https://open.spotify.com/track/5Ka1g28ae2RU0enBfG9nav,55,42,./downloaded_mp3/三代目 J Soul Brothers from EXILE TRIBE_Summer Madness.mp3
福山雅治,I am a HERO,80,https://open.spotify.com/track/5x1og4g0MX8MpojvA2Wth3,55,24,./downloaded_mp3/福山雅治_I am a HERO.mp3
秦基博,ひまわりの約束,78,https://open.spotify.com/track/45jGOHwYKgsRYbAJ8DR61d,57,63,./downloaded_mp3/秦基博_ひまわりの約束.mp3
SEKAI NO OWARI,ANTI-HERO,77,https://open.spotify.com/track/0FiH6w5v75crfWUrSnX0Ge,66,47,./downloaded_mp3/SEKAI NO OWARI_ANTI-HERO.mp3
椎名林檎,長く短い祭,73,https://open.spotify.com/track/4hWI3r78IDOhPXSHd2f0Az,66,64,./downloaded_mp3/椎名林檎_長く短い祭.mp3
TEE,5年後のアイラブユー,71,https://open.spotify.com/track/4QWr2GFamgcCuHIXdPo1pE,49,50,./downloaded_mp3/TEE_5年後のアイラブユー.mp3
米津玄師,アンビリーバーズ,69,https://open.spotify.com/track/1anEvdodVHHpDXiq2bwuau,80,49,./downloaded_mp3/米津玄師_アンビリーバーズ.mp3
EXILE,24karats GOLD SOUL,68,https://open.spotify.com/track/2dOAilJUs3wA4aCGBmTXIc,60,29,./downloaded_mp3/EXILE_24karats GOLD SOUL.mp3
