アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
back number,クリスマスソング,100,https://open.spotify.com/track/5P8ZvBQoCrujjNcLAxO3Su,77,71,./downloaded_mp3/back number_クリスマスソング.mp3
KinKi Kids,夢を見れば傷つくこともある,99,https://open.spotify.com/track/5DDp5c0nly4OrXa7wIq7qM,55,25,./downloaded_mp3/KinKi Kids_夢を見れば傷つくこともある.mp3
西野カナ,No.1,98,https://open.spotify.com/track/5NjyfwnaayMQRN5s40lYzx,63,51,./downloaded_mp3/西野カナ_No.1.mp3
aiko,プラマイ,97,https://open.spotify.com/track/2tUUJRRsll2v2zxwLL24m0,62,27,./downloaded_mp3/aiko_プラマイ.mp3
EXILE,Ki・mi・ni・mu・chu,96,https://open.spotify.com/track/0fAnYkjbAnYz1qzOWimdjT,60,43,./downloaded_mp3/EXILE_Ki・mi・ni・mu・chu.mp3
A応P,はなまるぴっぴはよいこだけ,95,https://open.spotify.com/track/6eyJWZ2VnxUrcbIBiYZS2d,32,37,./downloaded_mp3/A応P_はなまるぴっぴはよいこだけ.mp3
西野カナ,トリセツ,94,https://open.spotify.com/track/23b0C1AE9Jt408lzWIvPSn,63,55,./downloaded_mp3/西野カナ_トリセツ.mp3
Dream,ブランケット・スノウ,92,https://open.spotify.com/track/5g6dWpHPuB60N329pnvmvn,34,19,./downloaded_mp3/Dream_ブランケット・スノウ.mp3
miwa,あなたがここにいて抱きしめることができるなら,91,https://open.spotify.com/track/1AsKlgSSbIZZoTM9AMd7zB,53,55,./downloaded_mp3/miwa_あなたがここにいて抱きしめることができるなら.mp3
JUJU,What You Want,90,https://open.spotify.com/track/3gUyknnFjazpI3NbUeICJ6,54,37,./downloaded_mp3/JUJU_What You Want.mp3
サカナクション,新宝島,89,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1,66,56,./downloaded_mp3/サカナクション_新宝島.mp3
THE Sharehappi from 三代目 J Soul Brothers from EXILE TRIBE,Share The Love,85,https://open.spotify.com/track/1qWEBBmhX8A8eTEYyRJpK8,25,41,./downloaded_mp3/THE Sharehappi from 三代目 J Soul Brothers from EXILE TRIBE_Share The Love.mp3
瀧川ありさ,さよならのゆくえ,84,https://open.spotify.com/track/0n71hr0tSl4WdWAIDg7YVe,30,25,./downloaded_mp3/瀧川ありさ_さよならのゆくえ.mp3
Crystal Kay,何度でも,83,https://open.spotify.com/track/4g5UwD7bSz4WkgMopxGZGl,50,17,./downloaded_mp3/Crystal Kay_何度でも.mp3
乃木坂46,今、話したい誰かがいる,80,https://open.spotify.com/track/5EBqfqnUU0aGtmPL7vGlrz,61,39,./downloaded_mp3/乃木坂46_今、話したい誰かがいる.mp3
Perfume,STAR TRAIN,79,https://open.spotify.com/track/0iB3hXMWoXsBVyTpnac2EY,57,45,./downloaded_mp3/Perfume_STAR TRAIN.mp3
BTS (防弾少年団),I NEED U,78,https://open.spotify.com/track/3wQnyXNFXNUEOBt1pb4urq,86,72,./downloaded_mp3/BTS (防弾少年団)_I NEED U.mp3
リリィ、さよなら。,フラッシュバック,76,https://open.spotify.com/track/3XIhc1kgq55uVtMFfTBvdq,17,16,./downloaded_mp3/リリィ、さよなら。_フラッシュバック.mp3
KANA-BOON,talking,75,https://open.spotify.com/track/134pKGMiu1d9VtEpppCOlX,62,38,./downloaded_mp3/KANA-BOON_talking.mp3
大原櫻子,キミを忘れないよ,74,https://open.spotify.com/track/4ClDTyw9XakQONBFENhdar,40,34,./downloaded_mp3/大原櫻子_キミを忘れないよ.mp3
西内まりや,Save me,73,https://open.spotify.com/track/5QGjEWo4OVhw84OyicfGER,23,23,./downloaded_mp3/西内まりや_Save me.mp3
ゲスの極み乙女。,オトナチック,72,https://open.spotify.com/track/0Ip3YxprogTVWjHX2SRVNf,53,48,./downloaded_mp3/ゲスの極み乙女。_オトナチック.mp3
MAN WITH A MISSION,Raise your flag,71,https://open.spotify.com/track/0zz23sDNfQ0onyVh80GwqF,60,55,./downloaded_mp3/MAN WITH A MISSION_Raise your flag.mp3
Kis-My-Ft2,最後もやっぱり君,65,https://open.spotify.com/track/0vixqVBXCw0U8mzIJkX7OH,49,20,./downloaded_mp3/Kis-My-Ft2_最後もやっぱり君.mp3
AAA,愛してるのに、愛せない,62,https://open.spotify.com/track/1YjQMlW69RDw6EuLbpIfmB,55,49,./downloaded_mp3/AAA_愛してるのに、愛せない.mp3
三代目 J Soul Brothers from EXILE TRIBE,Unfair World,59,https://open.spotify.com/track/5WDmOswSLvyuWF2XBGRmgj,55,32,./downloaded_mp3/三代目 J Soul Brothers from EXILE TRIBE_Unfair World.mp3
西野カナ,A型のうた,58,https://open.spotify.com/track/2bhUSuU5wDKS870umeZZLW,63,29,./downloaded_mp3/西野カナ_A型のうた.mp3
星野源,Week End,56,https://open.spotify.com/track/4yBciZ52BnlfqsbwmRKKKp,66,58,./downloaded_mp3/星野源_Week End.mp3
三代目 J Soul Brothers from EXILE TRIBE,Summer Madness,49,https://open.spotify.com/track/5Ka1g28ae2RU0enBfG9nav,55,42,./downloaded_mp3/三代目 J Soul Brothers from EXILE TRIBE_Summer Madness.mp3
MACO,Kiss,48,https://open.spotify.com/track/5Q6Fhr8c0Pw7HQsYIXh1wJ,41,35,./downloaded_mp3/MACO_Kiss.mp3
家入レオ,君がくれた夏,46,https://open.spotify.com/track/6woHdm2NKm0RHbuO7qt4ww,52,59,./downloaded_mp3/家入レオ_君がくれた夏.mp3
秦基博,ひまわりの約束,45,https://open.spotify.com/track/45jGOHwYKgsRYbAJ8DR61d,57,63,./downloaded_mp3/秦基博_ひまわりの約束.mp3
AAA,恋音と雨空,44,https://open.spotify.com/track/3KcT7QC0x2XyL6jtfLoGPm,55,48,./downloaded_mp3/AAA_恋音と雨空.mp3
スキマスイッチ,LINE,43,https://open.spotify.com/track/3EDltrWSBkZAv2EPaQeS9R,61,43,./downloaded_mp3/スキマスイッチ_LINE.mp3
SPYAIR,アイム・ア・ビリーバー,42,https://open.spotify.com/track/2gVEP5chQzs7pHEemZpMBO,58,55,./downloaded_mp3/SPYAIR_アイム・ア・ビリーバー.mp3
安田レイ,あしたいろ,41,https://open.spotify.com/track/7GjRGVDNPwZzJNHKOuHwXk,40,27,./downloaded_mp3/安田レイ_あしたいろ.mp3
西野カナ,もしも運命の人がいるのなら,40,https://open.spotify.com/track/2gEnMcr2XNx1wtVYX8waMn,63,52,./downloaded_mp3/西野カナ_もしも運命の人がいるのなら.mp3
西野カナ,好き,36,https://open.spotify.com/track/0o3Qt0eAqvHHnkSlzGKg9Q,63,48,./downloaded_mp3/西野カナ_好き.mp3
CHANGMIN from 東方神起,Into The Water,35,https://open.spotify.com/track/3GTOVUCDs5XIQVJ2ht34KA,38,29,./downloaded_mp3/CHANGMIN from 東方神起_Into The Water.mp3
Superfly,黒い雫,34,https://open.spotify.com/track/3TkIvIvQAHq2mKwysQGPj4,59,28,./downloaded_mp3/Superfly_黒い雫.mp3
[Alexandros],Girl A,33,https://open.spotify.com/track/75vn22e6vWtXWf1s97ftYM,58,42,./downloaded_mp3/[Alexandros]_Girl A.mp3
BEGIN,海の声,32,https://open.spotify.com/track/3xTkwfrydRCoQBaQQqqI0O,49,39,./downloaded_mp3/BEGIN_海の声.mp3
星野源,SUN,25,https://open.spotify.com/track/1DOZa2VoazIiDjGYlUQTlW,66,62,./downloaded_mp3/星野源_SUN.mp3
井上苑子,だいすき。,24,https://open.spotify.com/track/4p6sXdL7nYdvCw5S7zzKcZ,58,42,./downloaded_mp3/井上苑子_だいすき。.mp3
NEWS,四銃士,23,https://open.spotify.com/track/32lWrWGgANLTZg7isDmMDG,54,15,./downloaded_mp3/NEWS_四銃士.mp3
UNISON SQUARE GARDEN,シュガーソングとビターステップ,22,https://open.spotify.com/track/6uR92injo4PDzSrOPRFfHt,55,57,./downloaded_mp3/UNISON SQUARE GARDEN_シュガーソングとビターステップ.mp3
AKB48,恋するフォーチュンクッキー,20,https://open.spotify.com/track/3Tw2WaAaeRj0YKtTUogJVz,56,50,./downloaded_mp3/AKB48_恋するフォーチュンクッキー.mp3
AAA,さよならの前に,18,https://open.spotify.com/track/7vwXjDrZT2mqiFynlEwwgG,55,56,./downloaded_mp3/AAA_さよならの前に.mp3
ゲスの極み乙女。,私以外私じゃないの,16,https://open.spotify.com/track/3iKJWOQJtENE3kFWMXh8JM,53,58,./downloaded_mp3/ゲスの極み乙女。_私以外私じゃないの.mp3
EXILE,24karats GOLD SOUL,13,https://open.spotify.com/track/2dOAilJUs3wA4aCGBmTXIc,60,29,./downloaded_mp3/EXILE_24karats GOLD SOUL.mp3
Anly,太陽に笑え,12,https://open.spotify.com/track/0LxCWzyccCvRG93tIv08td,44,27,./downloaded_mp3/Anly_太陽に笑え.mp3
E-girls,Dance Dance Dance,11,https://open.spotify.com/track/5jUil9n78agllVlIgLt8Qm,47,32,./downloaded_mp3/E-girls_Dance Dance Dance.mp3
AI,ハピネス,9,https://open.spotify.com/track/4Ls20opS0EzPb7NuA6F8VI,56,60,./downloaded_mp3/AI_ハピネス.mp3
WANIMA,THANX,7,https://open.spotify.com/track/5lzyxvH24NHKlUT3y9Rrma,60,47,./downloaded_mp3/WANIMA_THANX.mp3
BIGBANG,BANG BANG BANG,5,https://open.spotify.com/track/2ispu3yKamZhCGf2Aj4roe,70,53,./downloaded_mp3/BIGBANG_BANG BANG BANG.mp3
back number,ヒロイン,4,https://open.spotify.com/track/3hBAYbAECEix9raaTq8S3H,77,72,./downloaded_mp3/back number_ヒロイン.mp3
Goodbye holiday,溢れるもの,2,https://open.spotify.com/track/0NGFjEHBTEnbhF9xbDviQZ,12,20,./downloaded_mp3/Goodbye holiday_溢れるもの.mp3
