アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
V6,Timeless,100,https://open.spotify.com/track/32kH830F56Jf5AehhDIoRs,56,27,./downloaded_mp3/V6_Timeless.mp3
西野カナ,もしも運命の人がいるのなら,99,https://open.spotify.com/track/2gEnMcr2XNx1wtVYX8waMn,63,52,./downloaded_mp3/西野カナ_もしも運命の人がいるのなら.mp3
ゲスの極み乙女。,私以外私じゃないの,98,https://open.spotify.com/track/3iKJWOQJtENE3kFWMXh8JM,53,58,./downloaded_mp3/ゲスの極み乙女。_私以外私じゃないの.mp3
BUMP OF CHICKEN,"Hello,world!",96,https://open.spotify.com/track/1YqVJ2YSgwxWpfuENocF2t,64,58,"./downloaded_mp3/BUMP OF CHICKEN_Hello,world!.mp3"
Perfume,Relax In The City,93,https://open.spotify.com/track/6AvrTAEOARaQLthsHZOSHZ,57,18,./downloaded_mp3/Perfume_Relax In The City.mp3
クリープハイプ,愛の点滅,90,https://open.spotify.com/track/3BlYaUK1Aj8G75fiVUkgfl,63,35,./downloaded_mp3/クリープハイプ_愛の点滅.mp3
Flower,Blue Sky Blue,86,https://open.spotify.com/track/59i9Rj7uiqPQC5L1MVMIn9,44,39,./downloaded_mp3/Flower_Blue Sky Blue.mp3
aiko,夢見る隙間,83,https://open.spotify.com/track/1FRNY10e5enx868fulDmVm,62,25,./downloaded_mp3/aiko_夢見る隙間.mp3
Superfly,Beautiful,82,https://open.spotify.com/track/2ruHYPN3a77Ra8WvvPyfwb,59,63,./downloaded_mp3/Superfly_Beautiful.mp3
乃木坂46,命は美しい,81,https://open.spotify.com/track/51afGVYj9AmRm9fKTxeS8h,61,37,./downloaded_mp3/乃木坂46_命は美しい.mp3
chay,あなたに恋をしてみました,80,https://open.spotify.com/track/5I6WdS2GmBRLjCwHQvGr3s,40,47,./downloaded_mp3/chay_あなたに恋をしてみました.mp3
ゆず,OLA!!,79,https://open.spotify.com/track/5P9oB7xExAKtIlXd7eIfvF,56,43,./downloaded_mp3/ゆず_OLA!!.mp3
ももいろクローバーZ,『Z』の誓い,78,https://open.spotify.com/track/0PEo8PVfGSY3QFJXg4bLxs,48,27,./downloaded_mp3/ももいろクローバーZ_『Z』の誓い.mp3
ベンEキング,スタンド・バイ・ミー,77,https://open.spotify.com/track/6wIX7p6NSgm1z51Dn0yk0W,67,38,./downloaded_mp3/ベンEキング_スタンド・バイ・ミー.mp3
シンリズム,心理の森,76,https://open.spotify.com/track/7ceU05bt4GArBup7tYdwXE,25,23,./downloaded_mp3/シンリズム_心理の森.mp3
KANA-BOON,なんでもねだり,74,https://open.spotify.com/track/3elKMVtpqQ0CvgbfzrWd6R,62,34,./downloaded_mp3/KANA-BOON_なんでもねだり.mp3
星野源,SUN,73,https://open.spotify.com/track/1DOZa2VoazIiDjGYlUQTlW,66,62,./downloaded_mp3/星野源_SUN.mp3
嵐,青空の下、キミのとなり,70,https://open.spotify.com/track/7keyH84kNCdYq6LVRMni3Z,66,44,./downloaded_mp3/嵐_青空の下、キミのとなり.mp3
HKT48,12秒,68,https://open.spotify.com/track/7589aZ7kiqj3KXzCnhlzNZ,33,33,./downloaded_mp3/HKT48_12秒.mp3
SEKAI NO OWARI,Dragon Night,67,https://open.spotify.com/track/4XdzCpY4Ekv5SezuuFpBDG,66,62,./downloaded_mp3/SEKAI NO OWARI_Dragon Night.mp3
いきものがかり,あなた,66,https://open.spotify.com/track/3lpYqf2xnhl0Kxgi2qV2VI,63,34,./downloaded_mp3/いきものがかり_あなた.mp3
