アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
back number,思い出せなくなるその日まで,100,https://open.spotify.com/track/28x7B2ZN0iy691QmQ9M3V1,77,49
YUI,Green a.live,99,https://open.spotify.com/track/5DWd2pha6gHC2nohJ4sT2P,57,27
T-ARA,Bo peep Bo peep,98,https://open.spotify.com/track/69rmGEncOKu3QeVCO0bWVK,56,53
EXILE,Rising Sun,95,https://open.spotify.com/track/2FfU6BLvwYySpKnVmG2XJh,60,41
Def Tech,Golden Age,94,https://open.spotify.com/track/74S6oRu1RyPGI81CVPpskH,48,41
指田郁也,bird,93,https://open.spotify.com/track/3iMzjGownBeWltmaN0SaH8,12,0
Superfly,愛をくらえ,91,https://open.spotify.com/track/4UFWPvNd3A41nXXwlBN80x,59,20
スキマスイッチ,晴ときどき曇,90,https://open.spotify.com/track/3Hp344jY1MpWtQjC29J7tE,61,17
AKB48,フライングゲット,89,https://open.spotify.com/track/1RFqr5izPF2E8Er5CG1Z2z,56,47
LOOP CHILD,もう一度、ただいまって聞きたくて,88,https://open.spotify.com/track/7oZl8V4cr0N7yloWpq4WJV,0,1
シクラメン,僕の宝物,87,https://open.spotify.com/track/6JH5a8IjLWL86feECyT6b4,30,26
木村カエラ,チョコレート,85,https://open.spotify.com/track/5OWQShzH5mpLvtkJVc7zNI,43,17
THE BAWDIES,RED ROCKET SHIP,81,https://open.spotify.com/track/7Gnpqcxg9Tgj3LuBQzVUry,34,18
fumika,たいせつな光,80,https://open.spotify.com/track/0DKPEUjyKknJFjmBG0CQUZ,26,17
Kylee,CRAZY FOR YOU,79,https://open.spotify.com/track/3Ii8DGlk2owPy9EizzyYRN,30,41
サカナクション,エンドレス,75,https://open.spotify.com/track/3p1fQWlAnipQLnJsnXeePg,66,50
OverTheDogs,神様になれますように,70,https://open.spotify.com/track/1Nygajl58MLaNFDES87vt6,4,4
福山雅治,家族になろうよ,69,https://open.spotify.com/track/64awLoKSPoQ5M6YulMsyCe,55,57
SHINee,LUCIFER,66,https://open.spotify.com/track/7xAACq6jlGqXw4bNCTYcm6,62,61
MAN WITH A MISSION,Feel and Think,63,https://open.spotify.com/track/76rGVkjNhKrLYXL4JwS7AH,60,18
ピコ,ユメハナ,62,https://open.spotify.com/track/7gLRhZXrWtv3J2J97LwIla,26,2
NMB48,オーマイガー!,60,https://open.spotify.com/track/0BuWGVtlp8R58VWmHDtb81,39,35
KARA,STEP,59,https://open.spotify.com/track/1RBCcswdovEHMitzulpm9s,51,42
植村花菜,世界一ごはん,56,https://open.spotify.com/track/5wvJmfVsX4mDXaFHgCvkRO,25,11
ゴスペラーズ,BRIDGE,52,https://open.spotify.com/track/4VUhyEaY1bS9u1gLNLicYB,43,7
Hey!Say!JUMP,Magic Power,49,https://open.spotify.com/track/1tBct4arHd7dJ60AsHHfBI,57,23
倖田來未,愛を止めないで,46,https://open.spotify.com/track/4ZiMdomeZsPsOEBQ88vECA,56,40
My Little Lover,ひこうき雲,45,https://open.spotify.com/track/4lhfyMthzYYoj8zV7KQzgm,49,5
SEKAI NO OWARI,スターライトパレード,37,https://open.spotify.com/track/33NfPE6285Ef2nSrFSn88N,66,59
椎名林檎,カーネーション,35,https://open.spotify.com/track/3yPIDsWI9DTpZY67dAmFMr,66,34
鈴木雅之,愛し君へ,34,https://open.spotify.com/track/3oW8yAhKs0VgnYYA5TMnDq,51,15
サカナクション,『バッハの旋律を夜に聴いたせいです。』,33,https://open.spotify.com/track/6Zmg9q5eSK3ROwDnP6Qm4j,66,56
AKB48,風は吹いている,32,https://open.spotify.com/track/4NtUFdQtTJqCnGO03jzgLt,56,38
Fairies,More Kiss,27,https://open.spotify.com/track/4vas3f8A9iax7Ojm751kVF,22,23
MADEMOISELLE YULIA,GIMME GIMME,25,https://open.spotify.com/track/4ielq46njN8oLEC4uI2he4,2,7
東方神起,B.U.T(BE-AU-TY),22,https://open.spotify.com/track/2ZV3zerhgW4z6HsnrxwEsy,53,18
ポルノグラフィティ,ワンモアタイム,21,https://open.spotify.com/track/1DaxLLjesHa8GOCrnidY8H,62,23
風味堂,宝物,17,https://open.spotify.com/track/2x7eVDR3T3bxR9J9CRHy1h,25,4
BUMP OF CHICKEN,Smile,16,https://open.spotify.com/track/643C5yCFZxqzHAAfPrsjKF,64,26
2NE1,I AM THE BEST,14,https://open.spotify.com/track/6a6MophnHQdlfbIsZSrCin,59,16
平井大,祈り花,9,https://open.spotify.com/track/5G24eB35Ucu4A8MPKLNV9B,65,64
星野源,日常,8,https://open.spotify.com/track/2ZQMD01H60aj1qC3jz0KG1,66,42
HALCALI,今日の私はキゲンがいい,2,https://open.spotify.com/track/0pEgYnpWnGJ0yIB6m6Xo4Y,59,24
山内惠介,冬枯れのヴィオラ,1,https://open.spotify.com/track/2HoWIV7pdjhxELHQJryeHo,34,16
