アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
FUNKY MONKEY BABYS,ランウェイ☆ビート,96,https://open.spotify.com/track/3sZMGtJ0b5i9LI9geiii90,53,27
KARA,ジェットコースターラブ,95,https://open.spotify.com/track/5ah5H8XXEcY2fxNKbrfJvn,51,41
サカナクション,ルーキー,94,https://open.spotify.com/track/039r7aVIE0FMj7N8gsXzJl,66,51
AKB48,桜の木になろう,93,https://open.spotify.com/track/0Ir3T8q1Tp7UJ4kDzCiueh,56,36
ゆず,Hey和,92,https://open.spotify.com/track/4F5hWqN6StKXdbrtb2ANyJ,56,28
高橋優,福笑い,88,https://open.spotify.com/track/255lnJnboHgDJw2aDGsT9u,49,54
星野源,くだらないの中に,85,https://open.spotify.com/track/1HD7YyTYAQ4LPussdtj7Ui,66,54
キマグレン,IT'S MY 勇気,83,https://open.spotify.com/track/0Itx6hwEgIk5dNndgQSxH3,39,1
いきものがかり,ありがとう,82,https://open.spotify.com/track/3hlQBw2Z5YQQqIiX9JmLG4,63,57
レキシ,きらきら武士,81,https://open.spotify.com/track/05LTisgvyKN1lvM3dXl8SV,43,47
BEAST,SHOCK,78,https://open.spotify.com/track/5GRpCAghOV1QMNRXYZKehG,52,30
Superfly,You & Me,77,https://open.spotify.com/track/7asAxegCKaP63eTSIiMdQB,59,10
Superfly,Beep!!,73,https://open.spotify.com/track/2Lyx8tCcf8fS4X1mdefGBk,59,27
Superfly,Sunshine Sunshine,72,https://open.spotify.com/track/1HPOYLqMZTU2FTv7DXFD8s,59,20
ゆず,栄光の架橋,71,https://open.spotify.com/track/6LtgrHfq3Q7O9PHcAZxkEH,56,54
BUMP OF CHICKEN,友達の唄,70,https://open.spotify.com/track/7rWuSM3qyNXaVm4XqROWV1,64,43
FUNKY MONKEY BABYS,あとひとつ,69,https://open.spotify.com/track/5Ba7niwvjbRuXThSLgef3U,53,51
ねごと,カロン,66,https://open.spotify.com/track/2gX6LKsYxeGQJ9yXTllBCB,31,35
AKB48,ヘビーローテーション,65,https://open.spotify.com/track/13YE1VSvQ4t7wWCPlpK1Uw,56,55
ピコ,桜音,64,https://open.spotify.com/track/189EkZeDYipsKqfPDjXiHf,26,34
松任谷由実,ひとつの恋が終るとき,63,https://open.spotify.com/track/78IFKrNEuVkrdPRt6x3ZFY,59,20
Rake,100万回の「I love you」,62,https://open.spotify.com/track/5InyPQKhL9u1kct8LiJ6tF,41,58
aiko,桜の時,61,https://open.spotify.com/track/2CukFFswRZixS0AMkdMHSk,62,48
SKE48,バンザイVenus,59,https://open.spotify.com/track/4ApvPEJhCY62qpMuN1RQtT,33,30
絢香,みんな空の下,57,https://open.spotify.com/track/5jc5WQlrri3B5MkLByPsuv,55,57
miwa,春になったら,56,https://open.spotify.com/track/5sbMzIB5kfkKuRq5Uw3qAZ,53,18
SEAMO,約束,54,https://open.spotify.com/track/6nv96ZaInQeXELdDBUuwem,41,11
嵐,Lotus,53,https://open.spotify.com/track/7DtqESlze2aUSyOgjCpe7X,66,34
DREAMS COME TRUE,何度でも,51,https://open.spotify.com/track/6Qq8UOS6QzeSYFUVXC5wEB,61,65
ゆず,虹,48,https://open.spotify.com/track/1auxo0MzUgjI6tre1PZYIw,56,46
EXILE,I Wish For You,47,https://open.spotify.com/track/50hyjSMdB4dkLT0pw1LWxx,60,39
コブクロ,Blue Bird,46,https://open.spotify.com/track/2QAeKnRBnsuaXIKavvOklZ,59,35
RADWIMPS,君と羊と青,40,https://open.spotify.com/track/17A3UTMUWzCRn7I42exBhF,75,65
B'z,さよなら傷だらけの日々よ,37,https://open.spotify.com/track/6iHnZrKKWZe0XFzqUIk3n2,66,34
EXILE,Each Other's Way〜旅の途中〜,34,https://open.spotify.com/track/5DrHx8hYzvZEPmVj4zttSG,60,39
GReeeeN,キセキ,33,https://open.spotify.com/track/2bzdhN6Y5AP1zRRf12QwJq,62,57
ケツメイシ,君とつくる未来,32,https://open.spotify.com/track/355yBc9LeQL8OXjCAkiV5z,57,44
平原綾香,Jupiter,31,https://open.spotify.com/track/5IwRgi599tbwNi9wqPYyIX,43,55
ダイスケ,いつだって。,28,https://open.spotify.com/track/0ARUFCESVHycl842TX7ceR,35,12
槇原敬之,遠く遠く,27,https://open.spotify.com/track/6jljTubNfEw3OWdhItKGDG,58,58
福山雅治,桜坂,23,https://open.spotify.com/track/7gpVG8fQjh5YLViIWy3HHh,55,56
サザンオールスターズ,希望の轍,17,https://open.spotify.com/track/1PxSiKj0jedCGmOo4fvqPn,65,48
ナオト・インティライミ,今のキミを忘れない,15,https://open.spotify.com/track/3GHiz7CXQ7LgaW9OMcTUIR,46,41
長山洋子,博多山笠女節,14,https://open.spotify.com/track/2f9FPli2R39pi8NqgTRW5r,29,17
コブクロ,桜,13,https://open.spotify.com/track/5Hi4IAtdFZzg6IfAVMd6lZ,59,61
yoshiki*lisa,Destin Histoire,12,https://open.spotify.com/track/3qaywuuaEBUWdowIerY0J7,11,28
松たか子,明日、春が来たら,11,https://open.spotify.com/track/6cASmz34pefxF6LfDEy44m,49,47
ケツメイシ,仲間,10,https://open.spotify.com/track/2r5SMd9CyKOFKM9NjJ7sgV,57,51
D☆DATE,CHANGE my LIFE,9,https://open.spotify.com/track/6tF5a6hRIHtVz4sMse4kUJ,5,2
Ms.OOJA,Life,8,https://open.spotify.com/track/3FOhg1Ql9dXxhl6yF7ZGav,52,18
LOOP CHILD,この恋から,6,https://open.spotify.com/track/6laUqhi8rR39A8ztTDP0hT,0,0
ももちひろこ,桜ナミダ,5,https://open.spotify.com/track/2PjmnloVtGS37ns6gNOk2F,19,6
Honey L Days,がんばれ,3,https://open.spotify.com/track/0bpJbiEFkIYkaa1SAR3Ttb,23,25
吉井和哉,LOVE & PEACE,2,https://open.spotify.com/track/409sysyvXp9Ajo1i4M91wj,40,20
堂本剛,縁を結いて,1,https://open.spotify.com/track/3RyygNNLn1tpuehBnlpUaT,22,19
