アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
嵐,Dear Snow,100,https://open.spotify.com/track/1Bzt38L1A68Hhr3HKCqOwQ,66,34,./downloaded_mp3/嵐_Dear Snow.mp3
EXILE,I Wish For You,99,https://open.spotify.com/track/50hyjSMdB4dkLT0pw1LWxx,60,39,./downloaded_mp3/EXILE_I Wish For You.mp3
BUMP OF CHICKEN,宇宙飛行士への手紙,98,https://open.spotify.com/track/2oiZWe7B4ReVBycVWUxdeh,64,41,./downloaded_mp3/BUMP OF CHICKEN_宇宙飛行士への手紙.mp3
flumpool,君に届け,96,https://open.spotify.com/track/0kA7SWxWPYqSyIbMl51X5b,47,59,./downloaded_mp3/flumpool_君に届け.mp3
TEE,ベイビー・アイラブユー,95,https://open.spotify.com/track/5bk7biCg9BmqOKSlTHMccP,49,55,./downloaded_mp3/TEE_ベイビー・アイラブユー.mp3
SCANDAL,スキャンダルなんかブッ飛ばせ,94,https://open.spotify.com/track/6cNWZtS9FUWXKjujXGUbTs,48,16,./downloaded_mp3/SCANDAL_スキャンダルなんかブッ飛ばせ.mp3
曽根由希江,ギンモクセイ,92,https://open.spotify.com/track/107GqKgjCStG8AgjAv6VVb,3,2,./downloaded_mp3/曽根由希江_ギンモクセイ.mp3
スピッツ,シロクマ,91,https://open.spotify.com/track/0IlVKsJ1mtUuOT3fi2z6YB,66,35,./downloaded_mp3/スピッツ_シロクマ.mp3
EXILE,もっと強く,90,https://open.spotify.com/track/7blWjQtE1026M6BeRrt1nH,60,49,./downloaded_mp3/EXILE_もっと強く.mp3
BONNIE PINK,カイト,89,https://open.spotify.com/track/5qv8FGb70jLsv4wsherhvO,41,12,./downloaded_mp3/BONNIE PINK_カイト.mp3
Aqua Timez,GRAVITY 0,88,https://open.spotify.com/track/5SDvFSanZ6Zab3BASR2Jy6,53,28,./downloaded_mp3/Aqua Timez_GRAVITY 0.mp3
ナオト・インティライミ,ありったけのLove Song,84,https://open.spotify.com/track/46AAGbHgQsjRdfte19OEtL,46,46,./downloaded_mp3/ナオト・インティライミ_ありったけのLove Song.mp3
Superfly,Wildflower,78,https://open.spotify.com/track/307zjAa3K2cpYaThmgoMgj,59,41,./downloaded_mp3/Superfly_Wildflower.mp3
浜崎あゆみ,Virgin Road,74,https://open.spotify.com/track/1KCDYqsHK707RIeq93IOho,61,28,./downloaded_mp3/浜崎あゆみ_Virgin Road.mp3
NO DOUBT FLASH,秋桜に書いた恋文,73,https://open.spotify.com/track/68XhqBR3fcWxnLo0AgYbfR,18,21,./downloaded_mp3/NO DOUBT FLASH_秋桜に書いた恋文.mp3
少女時代,Gee,70,https://open.spotify.com/track/4oYLy9WmdaisOWo06v4RbG,64,47,./downloaded_mp3/少女時代_Gee.mp3
倖田來未,好きで、好きで、好きで。,69,https://open.spotify.com/track/7CwXvAOiTUN2YATwUV0l95,56,41,./downloaded_mp3/倖田來未_好きで、好きで、好きで。.mp3
たむらぱん,ラフ,61,https://open.spotify.com/track/1xMcj3baVxnU1191wCsVCI,13,14,./downloaded_mp3/たむらぱん_ラフ.mp3
秦基博,メトロ・フィルム,57,https://open.spotify.com/track/7dfBrCGiOHQxpErA096qK8,57,28,./downloaded_mp3/秦基博_メトロ・フィルム.mp3
AKB48,ヘビーローテーション,54,https://open.spotify.com/track/13YE1VSvQ4t7wWCPlpK1Uw,56,55,./downloaded_mp3/AKB48_ヘビーローテーション.mp3
KARA,ミスター,52,https://open.spotify.com/track/5BaVDw4USI1oPMUxwoVviR,51,47,./downloaded_mp3/KARA_ミスター.mp3
毛皮のマリーズ,Mary Lou,50,https://open.spotify.com/track/2gXC22JM1aEm1l5oVFtga5,30,27,./downloaded_mp3/毛皮のマリーズ_Mary Lou.mp3
シド,cosmetic,48,https://open.spotify.com/track/5SbD9IueEkPTYzpvDBMQB2,54,23,./downloaded_mp3/シド_cosmetic.mp3
少女時代,GENIE,46,https://open.spotify.com/track/7m48u7EC4gnCfAhwoLfbCE,64,52,./downloaded_mp3/少女時代_GENIE.mp3
UVERworld,クオリア,45,https://open.spotify.com/track/12zLvEe3rs05AROHQmGN1Y,60,39,./downloaded_mp3/UVERworld_クオリア.mp3
小林太郎,サナギ,42,https://open.spotify.com/track/7FTTvoJCERrw6DRiaIRHRW,31,4,./downloaded_mp3/小林太郎_サナギ.mp3
ジョン・レノン,イマジン,37,https://open.spotify.com/track/6ZRQDLMF7P6v3AWvkd7Ufd,72,8,./downloaded_mp3/ジョン・レノン_イマジン.mp3
THE KIDDIE,Calling,34,https://open.spotify.com/track/2O2icw1xL2F5wDiKAWs4qa,9,5,./downloaded_mp3/THE KIDDIE_Calling.mp3
THE BAWDIES,JUST BE COOL,31,https://open.spotify.com/track/6HoA3klcBD17AtgFzxPvB2,34,25,./downloaded_mp3/THE BAWDIES_JUST BE COOL.mp3
The ROOTLESS,One day,25,https://open.spotify.com/track/4H4mvjFyIqE5OMYf5zJLBP,32,50,./downloaded_mp3/The ROOTLESS_One day.mp3
浜崎あゆみ,crossroad,24,https://open.spotify.com/track/7jSxOrLuIskD6hKBstUWkg,61,22,./downloaded_mp3/浜崎あゆみ_crossroad.mp3
山崎まさよし,花火,22,https://open.spotify.com/track/6QOXXmNpHzC8TGVP7lPHXs,49,28,./downloaded_mp3/山崎まさよし_花火.mp3
GLAY,汚れなきSEASON,9,https://open.spotify.com/track/0TOn2Du5g3fQtjPkHYElqt,56,17,./downloaded_mp3/GLAY_汚れなきSEASON.mp3
Dragon Ash,ROCK BAND,6,https://open.spotify.com/track/3QQIS3U912ZujY1mB1HTaw,48,17,./downloaded_mp3/Dragon Ash_ROCK BAND.mp3
竹内まりや,ウイスキーが、お好きでしょ,5,https://open.spotify.com/track/7aUSAEsmyQElQMYP0yXYIc,59,38,./downloaded_mp3/竹内まりや_ウイスキーが、お好きでしょ.mp3
OKAMOTO'S,笑って笑って,4,https://open.spotify.com/track/4er2SizU2RxOKYzHXGawWa,40,6,./downloaded_mp3/OKAMOTO'S_笑って笑って.mp3
