アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
flumpool,君に届け,100,https://open.spotify.com/track/0kA7SWxWPYqSyIbMl51X5b,47,59,./downloaded_mp3/flumpool_君に届け.mp3
浜崎あゆみ,Virgin Road,99,https://open.spotify.com/track/1KCDYqsHK707RIeq93IOho,61,28,./downloaded_mp3/浜崎あゆみ_Virgin Road.mp3
スピッツ,シロクマ,97,https://open.spotify.com/track/0IlVKsJ1mtUuOT3fi2z6YB,66,35,./downloaded_mp3/スピッツ_シロクマ.mp3
シド,cosmetic,96,https://open.spotify.com/track/5SbD9IueEkPTYzpvDBMQB2,54,23,./downloaded_mp3/シド_cosmetic.mp3
ナオト・インティライミ,ありったけのLove Song,95,https://open.spotify.com/track/46AAGbHgQsjRdfte19OEtL,46,46,./downloaded_mp3/ナオト・インティライミ_ありったけのLove Song.mp3
EXILE,もっと強く,94,https://open.spotify.com/track/7blWjQtE1026M6BeRrt1nH,60,49,./downloaded_mp3/EXILE_もっと強く.mp3
BUMP OF CHICKEN,宇宙飛行士への手紙,93,https://open.spotify.com/track/2oiZWe7B4ReVBycVWUxdeh,64,41,./downloaded_mp3/BUMP OF CHICKEN_宇宙飛行士への手紙.mp3
平原綾香,Greensleeves,92,https://open.spotify.com/track/6yhHXwtlhrD67RPzr6vQAT,43,8,./downloaded_mp3/平原綾香_Greensleeves.mp3
山崎まさよし,花火,91,https://open.spotify.com/track/6QOXXmNpHzC8TGVP7lPHXs,49,28,./downloaded_mp3/山崎まさよし_花火.mp3
Superfly,Wildflower,89,https://open.spotify.com/track/307zjAa3K2cpYaThmgoMgj,59,41,./downloaded_mp3/Superfly_Wildflower.mp3
THE KIDDIE,Calling,87,https://open.spotify.com/track/2O2icw1xL2F5wDiKAWs4qa,9,5,./downloaded_mp3/THE KIDDIE_Calling.mp3
倖田來未,好きで、好きで、好きで。,85,https://open.spotify.com/track/7CwXvAOiTUN2YATwUV0l95,56,41,./downloaded_mp3/倖田來未_好きで、好きで、好きで。.mp3
浜崎あゆみ,crossroad,83,https://open.spotify.com/track/7jSxOrLuIskD6hKBstUWkg,61,22,./downloaded_mp3/浜崎あゆみ_crossroad.mp3
BONNIE PINK,カイト,82,https://open.spotify.com/track/5qv8FGb70jLsv4wsherhvO,41,12,./downloaded_mp3/BONNIE PINK_カイト.mp3
少女時代,GENIE,78,https://open.spotify.com/track/7m48u7EC4gnCfAhwoLfbCE,64,52,./downloaded_mp3/少女時代_GENIE.mp3
UVERworld,クオリア,75,https://open.spotify.com/track/12zLvEe3rs05AROHQmGN1Y,60,39,./downloaded_mp3/UVERworld_クオリア.mp3
YUKI,2人のストーリー,68,https://open.spotify.com/track/35sYYq3FNhuh4eNKcMu2pk,44,31,./downloaded_mp3/YUKI_2人のストーリー.mp3
