アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
King & Prince,Memorial,100,https://open.spotify.com/track/6h20JFI2bFyv54DdIsRCcS,64,45,./downloaded_mp3/King & Prince_Memorial.mp3
DA PUMP,U.S.A.,99,https://open.spotify.com/track/4qZyuyqLoZ3CaH79rGvJFR,46,48,./downloaded_mp3/DA PUMP_U.S.A..mp3
米津玄師,Lemon,98,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6,80,72,./downloaded_mp3/米津玄師_Lemon.mp3
椎名林檎と宮本浩次,獣ゆく細道,95,https://open.spotify.com/track/1b8tkaZy5pnsrKj5ettPPf,66,54,./downloaded_mp3/椎名林檎と宮本浩次_獣ゆく細道.mp3
SEKAI NO OWARI,イルミネーション,94,https://open.spotify.com/track/24BhYE4GTnDoVnzmNJVwEe,66,44,./downloaded_mp3/SEKAI NO OWARI_イルミネーション.mp3
Superfly,Gifts,92,https://open.spotify.com/track/7D2nJ2WvQISZTAP7gLjxy0,59,39,./downloaded_mp3/Superfly_Gifts.mp3
Kis-My-Ft2,君、僕。,90,https://open.spotify.com/track/4iLRtlRQidWhMmPosMd2XR,49,24,./downloaded_mp3/Kis-My-Ft2_君、僕。.mp3
Nissy(西島隆弘),トリコ,87,https://open.spotify.com/track/04vWAqnvToa2v4D4A2yhzH,53,57,./downloaded_mp3/Nissy(西島隆弘)_トリコ.mp3
星野源,アイデア,86,https://open.spotify.com/track/7jgqNMnqAT9FghC1uSYTFF,66,64,./downloaded_mp3/星野源_アイデア.mp3
あいみょん,マリーゴールド,83,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,70,72,./downloaded_mp3/あいみょん_マリーゴールド.mp3
西野カナ,Bedtime Story,82,https://open.spotify.com/track/5tV9q9nBBjMl8inUdrJeyB,63,44,./downloaded_mp3/西野カナ_Bedtime Story.mp3
DAOKO × 米津玄師,打上花火,80,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ,55,61,./downloaded_mp3/DAOKO × 米津玄師_打上花火.mp3
Mr.Children,HANABI,79,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua,66,67,./downloaded_mp3/Mr.Children_HANABI.mp3
back number,大不正解,78,https://open.spotify.com/track/3K4060BYVvhMef8WEjDdcQ,77,54,./downloaded_mp3/back number_大不正解.mp3
Official髭男dism,Stand By You,77,https://open.spotify.com/track/5D8UugGdM9n9hMsiminaZN,71,54,./downloaded_mp3/Official髭男dism_Stand By You.mp3
TWICE,BDZ,76,https://open.spotify.com/track/6ceKChoZYLdw24Ph1CDFUJ,84,59,./downloaded_mp3/TWICE_BDZ.mp3
欅坂46,アンビバレント,75,https://open.spotify.com/track/5WDKR3hzbHiXWgbMPyOcLk,49,43,./downloaded_mp3/欅坂46_アンビバレント.mp3
E-girls,Perfect World,74,https://open.spotify.com/track/0BdKPVRZlsQU00OJE4AiVh,47,31,./downloaded_mp3/E-girls_Perfect World.mp3
平井堅,half of me,73,https://open.spotify.com/track/343I1snlcORf98FuxeiLaO,56,35,./downloaded_mp3/平井堅_half of me.mp3
米津玄師,LOSER,71,https://open.spotify.com/track/7AqUE5AY514dbzeOAfJRa0,80,67,./downloaded_mp3/米津玄師_LOSER.mp3
NGT48,世界の人へ,70,https://open.spotify.com/track/5wcE1l2oXNp1L1xAWXgEzb,26,26,./downloaded_mp3/NGT48_世界の人へ.mp3
BTS (防弾少年団),IDOL,69,https://open.spotify.com/track/1e8J3XClxZbFmvIHLI8CE4,86,73,./downloaded_mp3/BTS (防弾少年団)_IDOL.mp3
BUMP OF CHICKEN,シリウス,65,https://open.spotify.com/track/3de6SQfvlnNPGa8eyrAZrY,64,38,./downloaded_mp3/BUMP OF CHICKEN_シリウス.mp3
大城美友,オレンジバタフライ,64,https://open.spotify.com/track/4oklQtJkt6o4Hf1EYqQzOb,10,4,./downloaded_mp3/大城美友_オレンジバタフライ.mp3
BLACKPINK,DDU-DU DDU-DU,62,https://open.spotify.com/track/1PMXpTPJfh3ViK8PMZ9ZnY,82,44,./downloaded_mp3/BLACKPINK_DDU-DU DDU-DU.mp3
あいみょん,君はロックを聴かない,61,https://open.spotify.com/track/01IZAuQsBO00iLKFO9LsFf,70,51,./downloaded_mp3/あいみょん_君はロックを聴かない.mp3
NEWS,「生きろ」,59,https://open.spotify.com/track/0vEtQZ9Fux7nMuIKw95b2q,54,44,./downloaded_mp3/NEWS_「生きろ」.mp3
Aimer(エメ),Black Bird,58,https://open.spotify.com/track/1ZcNroTXRfcL1soYCUolAV,66,43,./downloaded_mp3/Aimer(エメ)_Black Bird.mp3
MOMOLAND,BAAM,56,https://open.spotify.com/track/4Is1b37KJY9XVCgzp81FBW,52,59,./downloaded_mp3/MOMOLAND_BAAM.mp3
King & Prince,シンデレラガール,55,https://open.spotify.com/track/3nqKzoptpnyofFLEkTtd1v,64,59,./downloaded_mp3/King & Prince_シンデレラガール.mp3
みきとP,ロキ,52,https://open.spotify.com/track/6rNcfp4dn7ZNPVUH6rZ7Lq,48,38,./downloaded_mp3/みきとP_ロキ.mp3
米津玄師,アイネクライネ,51,https://open.spotify.com/track/45YBVp6zMwQZRbUDcPzmMB,80,69,./downloaded_mp3/米津玄師_アイネクライネ.mp3
