アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
NEWS,LPS,100,https://open.spotify.com/track/7dlEJVsI2CT5y1iQZM6RYM,54,22,./downloaded_mp3/NEWS_LPS.mp3
Mr.Children,here comes my love,99,https://open.spotify.com/track/0fJIYxSiVJjO6xqMqPXCYy,66,36,./downloaded_mp3/Mr.Children_here comes my love.mp3
欅坂46,風に吹かれても,98,https://open.spotify.com/track/2WTurc6P0qxHFfQliKKIpz,49,43,./downloaded_mp3/欅坂46_風に吹かれても.mp3
Aqours,WATER BLUE NEW WORLD,97,https://open.spotify.com/track/31ENXtNQYS0xIOOmb3Ogjc,44,32,./downloaded_mp3/Aqours_WATER BLUE NEW WORLD.mp3
WANIMA,シグナル,95,https://open.spotify.com/track/4Ybp3UvVXvraRNwOCWnrNq,60,63,./downloaded_mp3/WANIMA_シグナル.mp3
乃木坂46,いつかできるから今日できる,94,https://open.spotify.com/track/0kUjyLfXDaKZedEAruiqAw,61,44,./downloaded_mp3/乃木坂46_いつかできるから今日できる.mp3
TWICE,Candy Pop,93,https://open.spotify.com/track/39GvWlUAF4Y3qzboUyvBkg,84,51,./downloaded_mp3/TWICE_Candy Pop.mp3
back number,瞬き,91,https://open.spotify.com/track/7hIfpcdUZcyCKHYy8gp49E,77,69,./downloaded_mp3/back number_瞬き.mp3
SKE48,無意識の色,90,https://open.spotify.com/track/7Jm7yxmeUBl8brqu19qhHE,33,18,./downloaded_mp3/SKE48_無意識の色.mp3
DAOKO × 米津玄師,打上花火,89,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ,55,61,./downloaded_mp3/DAOKO × 米津玄師_打上花火.mp3
星野源,ドラえもん,88,https://open.spotify.com/track/6rEReeuYDZdggaSMF1sybO,66,55,./downloaded_mp3/星野源_ドラえもん.mp3
TWICE,TT,86,https://open.spotify.com/track/0x3fUdLjlYlO35v979kI3q,84,36,./downloaded_mp3/TWICE_TT.mp3
東方神起,Reboot,85,https://open.spotify.com/track/1puuaunrIyKl6fHAbpWBFA,53,22,./downloaded_mp3/東方神起_Reboot.mp3
欅坂46,不協和音,84,https://open.spotify.com/track/1CAIveeC0CUY0KbENoNU3X,49,47,./downloaded_mp3/欅坂46_不協和音.mp3
