rank,song_title,artist_name,score
1,HAPPY,三代目 J Soul Brothers from EXILE TRIBE,100
2,BRAND NEW MORNING,モーニング娘。'17,99
3,ID,UP10TION,98
4,恋,星野源,97
5,TOKYO GIRL,Perfume,96
6,ひらり,大原櫻子,95
7,3月9日,レミオロメン,94
8,ダーティ・ワーク,オースティン・マホーン,93
9,男の絶唱,氷川きよし,92
10,シェイプ・オブ・ユー,エド・シーラン,91
11,やってみよう,WANIMA,90
12,この闇を照らす光のむこうに,Anly+スキマスイッチ=,89
13,トーキョーフィーバー,Lead,88
14,どこまでも〜How Far I'll Go〜,加藤ミリヤ,87
15,僕の心をつくってよ,平井堅,86
16,明日も,SHISHAMO,85
17,おとなの掟,Doughnuts Hole,84
18,Catch the Moment,LiSA,83
19,orion,米津玄師,82
20,ホワット・ドゥ・ユー・ミーン?,ジャスティン・ビーバー,81
21,Tonight,Kis-My-Ft2,80
22,You and I,B1A4,79
23,トリート・ユー・ベター〜ボクならキミを絶対に大切にする,ショーン・メンデス,78
24,MAGIC,AAA,77
25,平行線,さユり,76
26,インフルエンサー,乃木坂46,75
27,アナザー・デイ・オブ・サン,ラ・ラ・ランド・キャスト,74
28,TT,TWICE,73
29,J.S.B.LOVE,三代目 J Soul Brothers from EXILE TRIBE,72
30,PPAP(ペンパイナッポーアッポーペン),ピコ太郎,71
31,どこまでも〜How Far I'll Go〜,屋比久知奈,70
32,前前前世,RADWIMPS,69
33,サイレントマジョリティー,欅坂46,68
34,サムシング・ジャスト・ライク・ディス,チェインスモーカーズ & コールドプレイ,67
35,Shining Star,i☆Ris,66
36,花cherie,Nissy(西島隆弘),65
37,流れ,遊助,64
38,3月9日,藤巻亮太,63
39,二人セゾン,欅坂46,62
40,STAY TUNE,Suchmos,61
41,声,グリーンボーイズ,60
42,タッタ,ゆず,59
43,KNOCK KNOCK,TWICE,58
44,チェーン・トゥ・ザ・リズム〜これがわたしイズム〜,ケイティ・ペリー,57
45,嘘の火花,96猫,56
46,ようこそジャパリパークへ,どうぶつビスケッツ×PPP,55
47,流動体について,小沢健二,54
48,OVER THE TOP,Hey!Say!JUMP,53
49,クローサー feat.ホールジー,チェインスモーカーズ,52
50,キャッスル・オン・ザ・ヒル,エド・シーラン,51
51,大人の言うことを聞け,NakamuraEmi,50
52,キセキ,GReeeeN,49
53,ヒカリノアトリエ,Mr.Children,48
54,一滴の影響,UVERworld,47
55,ステイ,ゼッド & アレッシア・カーラ,46
56,フジヤマディスコ,Silent Siren,45
57,go to Romance>>>>>,Luce Twinkle Wink☆,44
58,ラブレター,"島村卯月(大橋彩香),小日向美穂(津田美波),五十嵐響子(種崎敦美)",43
59,まるごとれにちゃん,高城れに,42
60,アップタウン・ファンク feat.ブルーノ・マーズ,マーク・ロンソン,41
61,24K・マジック,ブルーノ・マーズ,40
62,奏(かなで),スキマスイッチ,39
63,Be Noble,ぼくのりりっくのぼうよみ,38
64,青年の主張,Shout it Out,37
65,Wherever you are,ONE OK ROCK,36
66,遺伝,斉藤和義,35
67,EXCITE,三浦大知,34
68,SUPER FLY,EXILE THE SECOND,33
69,サヨナラの意味,乃木坂46,32
70,Fighter,KANA-BOON,31
71,スライド feat.フランク・オーシャン&ミーゴス,カルヴィン・ハリス,30
72,We are,ONE OK ROCK,29
73,はじまりの恋,ベリーグッドマン,28
74,春の歌,藤原さくら,27
75,LADY,ちゃんみな,26
76,Los!Los!Los!,ターニャ・デグレチャフ(悠木碧),25
77,ジェラシー ジェラシー,モーニング娘。'17,24
78,美女と野獣,アリアナ・グランデ、ジョン・レジェンド,23
79,イット・エイント・ミー feat.セレーナ・ゴメス,カイゴ,22
80,ハッピーエンド,back number,21
81,ソーリー,ジャスティン・ビーバー,20
82,コールド feat.フューチャー,マルーン5,19
83,CHEER UP,TWICE,18
84,ザッツ・ホワット・アイ・ライク,ブルーノ・マーズ,17
85,Welcome to TOKYO,三代目 J Soul Brothers from EXILE TRIBE,16
86,パリ,チェインスモーカーズ,15
87,シンキング・アウト・ラウド,エド・シーラン,14
88,SNOW SOUND,[Alexandros],13
89,Change your mind,雨のパレード,12
90,FLASH,Perfume,11
91,365日の紙飛行機,AKB48,10
92,Not Today,BTS (防弾少年団),9
93,ワタリドリ,[Alexandros],8
94,LOSER,米津玄師,7
95,グリーン・ライト,ロード,6
96,Dear Bride,西野カナ,5
97,My Boo,清水翔太,4
98,シュガー,マルーン5,3
99,ハウ・ファー・アイル・ゴー(エンドソング),アレッシア・カーラ,2
100,クラウド9,ジャミロクワイ,1
