Artist,Track,URL,MP3_Path,Debut_Year,Debut_Score,Max,Mean,Std,Length,Sum,Skewness,Kurtosis,Artist_Popularity,Track_Popularity
back number,クリスマスソング,https://open.spotify.com/track/5P8ZvBQoCrujjNcLAxO3Su,./downloaded_mp3/back number_クリスマスソング.mp3,2015,82,100,52.98,29.97,147,7788,-0.03,-1.41,77,71
サカナクション,新宝島,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1,./downloaded_mp3/サカナクション_新宝島.mp3,2015,21,100,35.02,27.67,131,4588,0.88,-0.38,66,56
TWICE,Like OOH-AHH,https://open.spotify.com/track/2SivUkzgql54t0O4dH1b7O,./downloaded_mp3/TWICE_Like OOH-AHH.mp3,2015,32,74,48.64,17.08,36,1751,-0.62,-0.51,84,53
ONE OK ROCK,Wherever you are,https://open.spotify.com/track/7a7EIFzJLd7lcDRgThMQgm,./downloaded_mp3/ONE OK ROCK_Wherever you are.mp3,2015,12,97,35.54,24.68,228,8104,0.79,-0.18,71,66
平井大,Slow & Easy,https://open.spotify.com/track/4b5oBON2DgamONUxvP4JyQ,./downloaded_mp3/平井大_Slow & Easy.mp3,2015,5,65,33.5,29.05,4,134,0.05,-2.33,65,63
椎名林檎,長く短い祭,https://open.spotify.com/track/4hWI3r78IDOhPXSHd2f0Az,./downloaded_mp3/椎名林檎_長く短い祭.mp3,2015,4,99,61.5,34.86,22,1353,-0.53,-1.42,66,64
AKB48,365日の紙飛行機,https://open.spotify.com/track/0JncJnMiDjLpeYURyhFgch,./downloaded_mp3/AKB48_365日の紙飛行機.mp3,2015,12,95,43.27,33.79,60,2596,0.2,-1.62,56,52
Little Glee Monster,好きだ。,https://open.spotify.com/track/7HBGZ96Kw2fa5jqGm6qJJC,./downloaded_mp3/Little Glee Monster_好きだ。.mp3,2015,3,93,36.75,35.56,8,294,0.32,-1.67,54,48
[ALEXANDROS],ワタリドリ,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,./downloaded_mp3/[ALEXANDROS]_ワタリドリ.mp3,2015,39,98,39.31,19.7,140,5503,0.08,-0.22,58,68
Aqours,君のこころは輝いてるかい?,https://open.spotify.com/track/6YheJTwyqjN3agKIVhQYmH,./downloaded_mp3/Aqours_君のこころは輝いてるかい?.mp3,2015,2,98,49.8,40.23,5,249,0.06,-2.06,44,31
西野カナ,トリセツ,https://open.spotify.com/track/23b0C1AE9Jt408lzWIvPSn,./downloaded_mp3/西野カナ_トリセツ.mp3,2015,30,100,61.81,29.96,83,5130,-0.41,-1.07,63,55
Mr.Children,Starting Over,https://open.spotify.com/track/4I87AgUvLk5VZqu7XM3MXq,./downloaded_mp3/Mr.Children_Starting Over.mp3,2015,39,39,25.0,12.62,4,100,0.05,-2.28,66,48
