rank,song_title,artist_name,score
1,Time Works Wonders,東方神起,100
2,らしくない,NMB48,99
3,Dragon Night,SEKAI NO OWARI,98
4,シェイク・イット・オフ〜気にしてなんかいられないっ!!,テイラー・スウィフト,97
5,Enigmatic Feeling,凛として時雨,96
6,ワン・ウーマン・ショー〜甘い幻〜,ポルノグラフィティ,95
7,好き,西野カナ,94
8,ひまわりの約束,秦基博,93
9,Happiness,シェネル,92
10,AROUND THE WORLD,GOT7,91
11,百八円の恋,クリープハイプ,90
12,祭り囃子でゲラゲラポー,キング・クリームソーダ,89
13,ダーリン,Dream,88
14,ハイタテキ!,私立恵比寿中学,87
15,麦の唄,中島みゆき,86
16,きみ,遊助,85
17,C.O.S.M.O.S.〜秋桜〜,三代目 J Soul Brothers from EXILE TRIBE,84
18,結-yui-,浜端ヨウヘイ,83
19,ダン・ダン ドゥビ・ズバー!,Dream5 + ブリー隊長,82
20,Beautiful Dreamer,アップアップガールズ(仮),81
21,さよならはエモーション,サカナクション,80
22,笑顔の理由。,ソナーポケット,79
23,Darling,西野カナ,78
24,心のプラカード,AKB48,77
25,トーキョー feat.SEKAI NO OWARI,アウル・シティー,76
26,熱情のスペクトラム,いきものがかり,75
27,ルード★それでも僕は結婚する,マジック!,74
28,言ったじゃないか,関ジャニ∞[エイト],73
29,マジック,go!go!vanillas,72
30,アイ・ウォント・レット・ユー・ダウン,OK GO,71
31,Precious Love,EXILE ATSUSHI,70
32,Twilight,コブクロ,69
33,足音〜Be Strong,Mr.Children,68
34,あたしの向こう,aiko,67
35,何度目の青空か?,乃木坂46,66
36,BRIGHTER DAY,安室奈美恵,65
37,あなたの愛した世界,南條愛乃,64
38,Never Ending Story,CODE-V,63
39,デジタルモグラ,ゲスの極み乙女。,62
40,ふれあうだけで〜Always with you〜,三浦大知,61
41,BLAZING,GARNiDELiA,60
42,放課後ハイファイブ,Little Glee Monster,59
43,走れゎナンバー,椎名林檎,58
44,Shalala Ring,NU'EST,57
45,センセーション・シグナル,ぐるたみん,56
46,ideal white,綾野ましろ,55
47,星屑のインターリュード,fhana,54
48,RPG,SEKAI NO OWARI,53
49,TODAY IS A NEW DAY,木村カエラ,52
50,Silly,家入レオ,51
51,ブレイム feat.ジョン・ニューマン,カルヴィン・ハリス,50
52,MUSIC LIFE,GLAY,49
53,Mr.Snowman,E-girls,48
54,デンジャラス,ルーマー,47
55,スティール・マイ・ガール,ワン・ダイレクション,46
56,ブレイク・フリー feat.ゼッド,アリアナ・グランデ,45
57,それぞれ歩き出そう,阿部真央,44
58,秋風のアンサー,Flower,43
59,エクストラ・マジック・アワー,AKINO with bless4,42
60,疾走れ!ミライ,GLAY,41
61,愛をからだに吹き込んで,Superfly,40
62,東京VICTORY,サザンオールスターズ,39
63,もしもの話,ももちひろこ,38
64,ザ・デイズ,アヴィーチー,37
65,"ナルバキスン(Look at me,Gwisun)",D-LITE(from BIGBANG),36
66,さよならの前に,AAA,35
67,ペロレラ・レボリューション,TarO & JirO,34
68,ゲラゲラポーのうた,キング・クリームソーダ,33
69,The One,EXILE SHOKICHI,32
70,にじいろ,絢香,31
71,ミュージック・アンド・イッツ・マジカル・ウェイ,ジャロッド・ローソン,30
72,ラストシーン,JUJU,29
73,BF,moumoon,28
74,日々,吉田山田,27
75,禁断のレジスタンス,水樹奈々,26
76,雪の華,中島美嘉,25
77,こころとあたま,チャットモンチー,24
78,猟奇的なキスを私にして,ゲスの極み乙女。,23
79,GOLDEN GIRL,いきものがかり,22
80,ホシトハナ,"讃州中学勇者部(照井春佳,三森すずこ,内山夕実,黒沢ともよ,長妻樹里)",21
81,シルエット,KANA-BOON,20
82,くやしいけど大事な人,剛力彩芽,19
83,INCUBUS,Acid Black Cherry,18
84,Welcome!!DISCOけもけもけ,"コックリさん(小野大輔),狗神(櫻井孝宏)&信楽(中田譲治)",17
85,私たちは絶対に絶対にヨリを戻したりしない,テイラー・スウィフト,16
86,ぎんなん楽団カルテット,高橋克実とチャラン・ポ・ランタン,15
87,オール・アバウト・ザット・ベース,メーガン・トレイナー,14
88,ギミー!レボリューション,内田真礼,13
89,凛麗,喜多村英梨,12
90,希望的リフレイン,AKB48,11
91,ジュリエット,アフター・ロミオ,10
92,ありきたりな女,椎名林檎,9
93,Highschool love,E-girls,8
94,イン・ザ・ヒート・オブ・ザ・モーメント,ノエル・ギャラガーズ・ハイ・フライング・バーズ,7
95,Oh Yeah!!!!!!!,Czecho No Republic,6
96,百花繚乱,GLAY,5
97,サムシング・フロム・ナッシング,フー・ファイターズ,4
98,R.Y.U.S.E.I.,三代目 J Soul Brothers from EXILE TRIBE,3
99,ロング・クラブ,ザ・ティン・ティンズ,2
100,Sky's The Limit,V6,1
