アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
Perfume,Cling Cling,99,https://open.spotify.com/track/1uQxhTUFcO3eQwMwjYRYr9,57,30
SCANDAL,夜明けの流星群,98,https://open.spotify.com/track/0Pn1J7xuwYfIS9CNtHHmKG,48,38
BTS (防弾少年団),BOY IN LUV,97,https://open.spotify.com/track/3FnDv33WrrMtuEr7hNR3ev,86,70
いきものがかり,ラブソングはとまらないよ,96,https://open.spotify.com/track/0JKgij7xCixS9Qxe6Fdw0s,63,36
ONE OK ROCK,Mighty Long Fall,95,https://open.spotify.com/track/68unkgYfyfZDWSVz7FoY8Z,71,53
miwa,君に出会えたから,92,https://open.spotify.com/track/3QyJSXkxcLwZwIF6uzgTz0,53,41
℃-ute,The Power,89,https://open.spotify.com/track/7wIq9JSJ2ZGmqzeHVcVnJS,34,12
氷室京介,ONE LIFE,88,https://open.spotify.com/track/25Ag8Zl6hRYtRrT9VZx5W1,46,14
GLAY,BLEEZE,86,https://open.spotify.com/track/6MdyVyNGPLzjrtdOW2a2xF,56,21
Czecho No Republic,No Way,85,https://open.spotify.com/track/6D2CKTxHjGsQOw0It4Lvqt,25,18
三代目 J Soul Brothers from EXILE TRIBE,R.Y.U.S.E.I.,84,https://open.spotify.com/track/2AVA9gTyJsZaan4PcsNHSn,54,54
絢香,にじいろ,80,https://open.spotify.com/track/3JrxNi0sQ1Lnx8eGonp3Ma,55,60
AAA,Wake up!,79,https://open.spotify.com/track/2ZCkl705ROXLgLtXXKhBp2,54,49
スピッツ,愛のことば,76,https://open.spotify.com/track/1XUcQtVK8zRolTvkE6sIGC,65,50
THE ORAL CIGARETTES,起死回生STORY,74,https://open.spotify.com/track/7rs2y2zGB1eqVz4ORrumgD,58,40
木村カエラ,OLE!OH!,73,https://open.spotify.com/track/1iDfkCmcNkGOSydDKCyfrH,42,3
U-KISS,LOVE ON U,70,https://open.spotify.com/track/6CgddH54DXAI0DlTBH9Yc9,38,7
μ's,KiRa-KiRa Sensation!,69,https://open.spotify.com/track/5ZJsM8f3sN4LYudxzl0aZ1,45,29
竹内まりや,静かな伝説(レジェンド),67,https://open.spotify.com/track/5kL6UTNTtJRXb2KhvbKiPI,59,31
家入レオ,純情,65,https://open.spotify.com/track/7wIPvQ644MNi9hgVnMkwX4,51,32
西野カナ,We Don't Stop,63,https://open.spotify.com/track/7yoA45s3Ky0FWI0176PbcX,63,42
Monkey Majik + 吉田兄弟,夏の情事,61,https://open.spotify.com/track/0yP89Lic650DkbhQjfdFOa,48,17
吉田山田,日々,60,https://open.spotify.com/track/78iXPlh3D67sgglgTbJBl6,28,43
きゃりーぱみゅぱみゅ,きらきらキラー,59,https://open.spotify.com/track/2UrF5kSgnUNWYJUc7xw7o6,51,34
CODE-V,Never Say Never,58,https://open.spotify.com/track/2RVTgWACEbAeikBmravpWY,10,0
Kalafina,heavenly blue,57,https://open.spotify.com/track/5qpUyii8Sh8DZay1IoVFtj,47,44
大原櫻子(from MUSH & Co.),頑張ったっていいんじゃない,56,https://open.spotify.com/track/2d8jNrjjTNM6qQyvDllO3N,40,25
キング・クリームソーダ,ゲラゲラポーのうた,53,https://open.spotify.com/track/4HMKsJyQlww5Lbu72XTNh9,36,34
SEKAI NO OWARI,RPG,51,https://open.spotify.com/track/7facNrW6VRW8s3ICZ8G1uW,64,65
ACIDMAN,Stay in my hand,50,https://open.spotify.com/track/4cBxn32cKZfd5OsU94YXwe,41,26
ケツメイシ,RHYTHM OF THE SUN,49,https://open.spotify.com/track/7oFHRTbupGc5Zz7zNQSkbW,56,35
Dorothy Little Happy,sky traveler,47,https://open.spotify.com/track/3eJAOVlzpo4D5YL6ANzVHt,3,1
片平里菜,HIGH FIVE,45,https://open.spotify.com/track/5zoyl46TVNiiSDq5yrbA6L,39,14
AKB48,ラブラドール・レトリバー,44,https://open.spotify.com/track/3IMu4MWOmkMNa6xPqMwhr6,56,27
ゴスペラーズ,SING!!!!!,43,https://open.spotify.com/track/1T5ypnRC7eEZJxYBuCmG8Y,43,15
DEEP,Just The Way You Are,42,https://open.spotify.com/track/6Ll2ilNgTbAlNIcQ5H0MDK,36,11
VALSHE,TRANSFORM,40,https://open.spotify.com/track/0TKkd0OHhM9xv88zAhGIMt,30,2
SEKAI NO OWARI,炎と森のカーニバル,39,https://open.spotify.com/track/5kDz0Wrx0UpaVRttDZ4KtI,64,56
スキマスイッチ,Ah Yeah!!,38,https://open.spotify.com/track/3LXpZ28ebxPHH1aUc9167L,60,49
嵐,誰も知らない,36,https://open.spotify.com/track/1ep3vnJjjHqXySMAYro0kN,65,34
ボールズ,通り雨,35,https://open.spotify.com/track/52jtTmZLD0GMZYuLVWqF24,2,2
