rank,song_title,artist_name,score
1,勝利の日まで,Sexy Zone,100
2,あなたの好きなところ,西野カナ,99
3,サイレントマジョリティー,欅坂46,98
4,FLASH,Perfume,97
5,友よ〜この先もずっと…,ケツメイシ,96
6,あなたのように,DREAMS COME TRUE,95
7,Spin the Sky,MAG!C☆PRINCE,94
8,Boom Word Up,w-inds.,93
9,花束を君に,宇多田ヒカル,92
10,世界に一つだけの花,SMAP,91
11,NEW,AAA,90
12,トライ・エヴリシング,Dream Ami,89
13,みなと,スピッツ,88
14,Wherever you are,ONE OK ROCK,87
15,愛 愛 愛,9nine,86
16,DEADMAN,BiSH,85
17,甘噛み姫,NMB48,84
18,PERFECT HUMAN,RADIO FISH,83
19,Ex SUMMER,XOX,82
20,トリセツ,西野カナ,81
21,最&高,きゃりーぱみゅぱみゅ,80
22,恋になりたいAQUARIUM,Aqours,79
23,ハルジオンが咲く頃,乃木坂46,78
24,真夏の通り雨,宇多田ヒカル,77
25,明日への手紙,手嶌葵,76
26,SUN,星野源,75
27,ストラト,NICO Touches the Walls,74
28,もっと,aiko,73
29,僕たちの未来,家入レオ,72
30,R.Y.U.S.E.I.,三代目 J Soul Brothers from EXILE TRIBE,71
31,海の声,浦島太郎(桐谷健太),70
32,CHEER UP,TWICE,69
33,HOT LIMIT,T.M.Revolution,68
34,みんながみんな英雄,AI,67
35,泡沫サタデーナイト!,モーニング娘。'16,66
36,365日の紙飛行機,AKB48,65
37,BANG BANG BANG,BIGBANG,64
38,さらば涙,ケツメイシ,63
39,チキンLINE,SKE48,62
40,KARATE,BABYMETAL,61
41,My Best Friend,Little Glee Monster,60
42,トライ・エヴリシング,シャキーラ,59
43,ファイト・ソング,レイチェル・プラッテン,58
44,コール・ミー・メイビー,カーリー・レイ・ジェプセン,57
45,I seek,嵐,56
46,Feel So Alive,三代目 J Soul Brothers from EXILE TRIBE,55
47,シェイク・イット・オフ〜気にしてなんかいられないっ!!,テイラー・スウィフト,54
48,いけないボーダーライン,ワルキューレ,53
49,新宝島,サカナクション,52
50,Always coming back,ONE OK ROCK,51
51,Crazy Noisy Bizarre Town,THE DU,50
52,セブン・イヤーズ,ルーカス・グラハム,49
53,水商売をやめてくれないか,ゴールデンボンバー,48
54,一分一秒君と僕の,HoneyWorks meets スフィア,47
55,ひずみ,HARUHI,46
56,逆転Winner,ジャニーズWEST,45
57,Daylight,嵐,44
58,千本桜,WhiteFlame feat.初音ミク,43
59,Cry & Fight,三浦大知,42
60,ひまわりの約束,秦基博,41
61,FANTASTIC BABY,BIGBANG,40
62,バーン・ザ・ウィッチ,レディオヘッド,39
63,ディス・イズ・ホワット・ユー・ケイム・フォー feat.リアーナ,カルヴィン・ハリス,38
64,ワーク・フロム・ホーム feat.タイ・ダラー・サイン,フィフス・ハーモニー,37
65,幻想ドライブ,和島あみ,36
66,シュガーソングとビターステップ,UNISON SQUARE GARDEN,35
67,次々続々,アンジュルム,34
68,Hello Radio,ザ・プールサイド,33
69,Sweet! Sweet! Music!,いきものがかり,32
70,未来,コブクロ,31
71,MUSIC VIDEO,岡崎体育,30
72,ソーリー,ジャスティン・ビーバー,29
73,それでしあわせ,chay,28
74,シー・ユー・アゲイン,ウィズ・カリファ feat.チャーリー・プース,27
75,はなまるぴっぴはよいこだけ,A応P,26
76,The Beginning,ONE OK ROCK,25
77,恋色に咲け,CHiCO with HoneyWorks,24
78,完全感覚Dreamer,ONE OK ROCK,23
79,ホワット・ドゥ・ユー・ミーン?,ジャスティン・ビーバー,22
80,拝啓、いつかの君へ,感覚ピエロ,21
81,ギミチョコ!!,BABYMETAL,20
82,復活LOVE,嵐,19
83,君はメロディー,AKB48,18
84,Share The Love,THE Sharehappi from 三代目 J Soul Brothers from EXILE TRIBE,17
85,今すぐに,JJCC,16
86,結露,片平里菜,15
87,ワタリドリ,[Alexandros],14
88,NEW WALL,[Alexandros],13
89,FIRE,BTS (防弾少年団),12
90,ロビンソン,スピッツ,11
91,ふたりの秒針,焚吐,10
92,愛をこめて花束を,Superfly,9
93,全力バタンキュー,A応P,8
94,恋音と雨空,AAA,7
95,チェリー,スピッツ,6
96,Ki・mi・ni・mu・chu,EXILE,5
97,青春は食べ物です,petit milady,4
98,グッド・タイム with アウル・シティー,カーリー・レイ・ジェプセン,3
99,ダーク・ネセシティーズ,レッド・ホット・チリ・ペッパーズ,2
100,愛をちょうだい feat.TAKANORI NISHIKAWA(T.M.Revolution),AOA,1
