アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
亀梨和也,Rain,100,https://open.spotify.com/track/0Io1PV3pC93cfeNJy2O8uq,35,27,./downloaded_mp3/亀梨和也_Rain.mp3
菅田将暉,まちがいさがし,99,https://open.spotify.com/track/55Ww4Pa1iIQMhh0MLMetjo,60,65,./downloaded_mp3/菅田将暉_まちがいさがし.mp3
Official髭男dism,Pretender,98,https://open.spotify.com/track/5LkWXxDxUTwEVHL0pfKL55,71,58,./downloaded_mp3/Official髭男dism_Pretender.mp3
あいみょん,マリーゴールド,97,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,70,72,./downloaded_mp3/あいみょん_マリーゴールド.mp3
King Gnu,白日,96,https://open.spotify.com/track/5iF0Yf9gju6ERpAch08JsC,70,59,./downloaded_mp3/King Gnu_白日.mp3
米津玄師,Lemon,95,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6,80,72,./downloaded_mp3/米津玄師_Lemon.mp3
あいみょん,ハルノヒ,94,https://open.spotify.com/track/7GYGVDPbi0zQUBIkuOPAY0,70,54,./downloaded_mp3/あいみょん_ハルノヒ.mp3
HKT48,意志,93,https://open.spotify.com/track/6UcmOKMcdOISoOsKkVo2nI,33,16,./downloaded_mp3/HKT48_意志.mp3
TWICE,FANCY,92,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA,84,60,./downloaded_mp3/TWICE_FANCY.mp3
EGOIST,咲かせや咲かせ,90,https://open.spotify.com/track/6Qn2DEvR2t1iNyLSmghWxr,51,49,./downloaded_mp3/EGOIST_咲かせや咲かせ.mp3
ONE OK ROCK,Wasted Nights,88,https://open.spotify.com/track/2gSQoIbvF2hDfIayhF7QLa,71,61,./downloaded_mp3/ONE OK ROCK_Wasted Nights.mp3
[ALEXANDROS],Pray,87,https://open.spotify.com/track/182OyyWbwrYpOgV2F5F01C,58,33,./downloaded_mp3/[ALEXANDROS]_Pray.mp3
Foorin,パプリカ,86,https://open.spotify.com/track/60t5lev16eczZXurTNf56k,32,50,./downloaded_mp3/Foorin_パプリカ.mp3
BTS (防弾少年団),Boy With Luv (feat. Halsey),85,https://open.spotify.com/track/4a9tbd947vo9K8Vti9JwcI,86,77,./downloaded_mp3/BTS (防弾少年団)_Boy With Luv (feat. Halsey).mp3
MAN WITH A MISSION,Remember Me,84,https://open.spotify.com/track/3WIDl36fLnnhoLrw9EGAcq,60,50,./downloaded_mp3/MAN WITH A MISSION_Remember Me.mp3
あいみょん,君はロックを聴かない,83,https://open.spotify.com/track/01IZAuQsBO00iLKFO9LsFf,70,51,./downloaded_mp3/あいみょん_君はロックを聴かない.mp3
あいみょん,今夜このまま,80,https://open.spotify.com/track/6kKvmT4i0Dercz6f3kftg3,70,65,./downloaded_mp3/あいみょん_今夜このまま.mp3
Superfly,Ambitious,75,https://open.spotify.com/track/7C3XXjKEliuC4PF3jmATgV,59,36,./downloaded_mp3/Superfly_Ambitious.mp3
back number,HAPPY BIRTHDAY,74,https://open.spotify.com/track/4FMz2RFrbDGzJO7K4D0vS3,77,74,./downloaded_mp3/back number_HAPPY BIRTHDAY.mp3
欅坂46,黒い羊,68,https://open.spotify.com/track/2k8cvzkBwoQd8vVxZ7uuRg,49,44,./downloaded_mp3/欅坂46_黒い羊.mp3
あいみょん,愛を伝えたいだとか,67,https://open.spotify.com/track/0N8Xztr4pBHJ7V0moJWhbO,70,71,./downloaded_mp3/あいみょん_愛を伝えたいだとか.mp3
Official髭男dism,ノーダウト,66,https://open.spotify.com/track/5DMEvbg3gUmiR5HIBWdveV,71,65,./downloaded_mp3/Official髭男dism_ノーダウト.mp3
DA PUMP,U.S.A.,65,https://open.spotify.com/track/4qZyuyqLoZ3CaH79rGvJFR,46,48,./downloaded_mp3/DA PUMP_U.S.A..mp3
HIROOMI TOSAKA,BLUE SAPPHIRE,62,https://open.spotify.com/track/4WkWq05mOmxDibjt10VrNi,40,40,./downloaded_mp3/HIROOMI TOSAKA_BLUE SAPPHIRE.mp3
BLACKPINK,Kill This Love,61,https://open.spotify.com/track/5GK7eDDTVz7CTge1wJrDQW,82,72,./downloaded_mp3/BLACKPINK_Kill This Love.mp3
菅田将暉,さよならエレジー,60,https://open.spotify.com/track/3oYD2O31b05fILFpv0AXRI,60,67,./downloaded_mp3/菅田将暉_さよならエレジー.mp3
NMB48,床の間正座娘,59,https://open.spotify.com/track/41AHYED50tpp2cakbdv2H3,39,13,./downloaded_mp3/NMB48_床の間正座娘.mp3
DAOKO × 米津玄師,打上花火,58,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ,55,61,./downloaded_mp3/DAOKO × 米津玄師_打上花火.mp3
[ALEXANDROS],ワタリドリ,55,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,58,68,./downloaded_mp3/[ALEXANDROS]_ワタリドリ.mp3
米津玄師,Flamingo,53,https://open.spotify.com/track/3ILWwi1JNj3NGuuf6DzYxN,80,63,./downloaded_mp3/米津玄師_Flamingo.mp3
ラストアイドル,大人サバイバー,52,https://open.spotify.com/track/2i23e59ZVOlsAJUnynzTis,24,23,./downloaded_mp3/ラストアイドル_大人サバイバー.mp3
Aimer(エメ),STAND-ALONE,51,https://open.spotify.com/track/4adxfjDov8fxK1vXTVvGfU,66,43,./downloaded_mp3/Aimer(エメ)_STAND-ALONE.mp3
=LOVE,探せ ダイヤモンドリリー,48,https://open.spotify.com/track/3aPVkOF5rSPDoF0QQiri4Z,64,47,./downloaded_mp3/=LOVE_探せ ダイヤモンドリリー.mp3
ヨルシカ,だから僕は音楽を辞めた,47,https://open.spotify.com/track/5j7ixaLeGTGSv4DzKs0pCM,72,70,./downloaded_mp3/ヨルシカ_だから僕は音楽を辞めた.mp3
MONGOL800,小さな恋のうた,46,https://open.spotify.com/track/23atyJacJVHvB9RHBNhr35,54,67,./downloaded_mp3/MONGOL800_小さな恋のうた.mp3
TWICE,YES or YES,45,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP,84,58,./downloaded_mp3/TWICE_YES or YES.mp3
ONE OK ROCK,Stand Out Fit In,42,https://open.spotify.com/track/17EiIn0d2tftCjJrGOrbFj,71,61,./downloaded_mp3/ONE OK ROCK_Stand Out Fit In.mp3
Mrs.GREEN APPLE,青と夏,40,https://open.spotify.com/track/0a3587n25Xhw098UeEbeJq,80,63,./downloaded_mp3/Mrs.GREEN APPLE_青と夏.mp3
back number,高嶺の花子さん,39,https://open.spotify.com/track/2jdbZGFp8KVTuk0YxDNL4l,77,75,./downloaded_mp3/back number_高嶺の花子さん.mp3
ONE OK ROCK,Wherever you are,37,https://open.spotify.com/track/7a7EIFzJLd7lcDRgThMQgm,71,66,./downloaded_mp3/ONE OK ROCK_Wherever you are.mp3
King Gnu,The hole,35,https://open.spotify.com/track/07FmAEayRQIXBcVcbUvI5j,70,55,./downloaded_mp3/King Gnu_The hole.mp3
back number,ハッピーエンド,34,https://open.spotify.com/track/4GqO80eGXA542oTvlYv4LS,77,74,./downloaded_mp3/back number_ハッピーエンド.mp3
スキマスイッチ,奏(かなで),32,https://open.spotify.com/track/5RbMlPFL4gVyEHW2lEOuzG,61,73,./downloaded_mp3/スキマスイッチ_奏(かなで).mp3
あいみょん,貴方解剖純愛歌〜死ね〜,31,https://open.spotify.com/track/2H3bOGOE50qEo5wAYoJiwL,70,59,./downloaded_mp3/あいみょん_貴方解剖純愛歌〜死ね〜.mp3
IZ*ONE,Violeta,30,https://open.spotify.com/track/0Qzs7eyyx6Il1qkA4wqUHm,57,56,./downloaded_mp3/IZ*ONE_Violeta.mp3
ゆず,栄光の架橋,29,https://open.spotify.com/track/6LtgrHfq3Q7O9PHcAZxkEH,56,54,./downloaded_mp3/ゆず_栄光の架橋.mp3
米津玄師,LOSER,26,https://open.spotify.com/track/7AqUE5AY514dbzeOAfJRa0,80,67,./downloaded_mp3/米津玄師_LOSER.mp3
米津玄師,アイネクライネ,23,https://open.spotify.com/track/45YBVp6zMwQZRbUDcPzmMB,80,69,./downloaded_mp3/米津玄師_アイネクライネ.mp3
サカナクション,新宝島,22,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1,66,56,./downloaded_mp3/サカナクション_新宝島.mp3
Mrs.GREEN APPLE,ロマンチシズム,21,https://open.spotify.com/track/7BwkDMUfGl0yttRXS13SAO,80,57,./downloaded_mp3/Mrs.GREEN APPLE_ロマンチシズム.mp3
TWICE,What is Love?,20,https://open.spotify.com/track/2PhG74FocRobLC8pP9cIBI,84,43,./downloaded_mp3/TWICE_What is Love?.mp3
SEVENTEEN,Happy Ending,18,https://open.spotify.com/track/29RpFeHrgO7cXLzAtXu51e,78,44,./downloaded_mp3/SEVENTEEN_Happy Ending.mp3
Official髭男dism,Stand By You,17,https://open.spotify.com/track/5D8UugGdM9n9hMsiminaZN,71,54,./downloaded_mp3/Official髭男dism_Stand By You.mp3
ゴールデンボンバー,令和,14,https://open.spotify.com/track/6KDmk0EF3Qk7zJfDDtRoF2,45,34,./downloaded_mp3/ゴールデンボンバー_令和.mp3
ヨルシカ,ただ君に晴れ,13,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz,72,71,./downloaded_mp3/ヨルシカ_ただ君に晴れ.mp3
ジェジュン,Sweetest Love,11,https://open.spotify.com/track/12qCknDI2MEL10RTdon0jc,39,12,./downloaded_mp3/ジェジュン_Sweetest Love.mp3
ジェジュン,IMPOSSIBLE,10,https://open.spotify.com/track/6rWZ9eAAxU6x9i6vF1PuAJ,39,8,./downloaded_mp3/ジェジュン_IMPOSSIBLE.mp3
Aimer(エメ),カタオモイ,7,https://open.spotify.com/track/2HovXsvcdJur52BOcYGydz,66,66,./downloaded_mp3/Aimer(エメ)_カタオモイ.mp3
あいみょん,生きていたんだよな,6,https://open.spotify.com/track/69jrtjVjyzRyPCDg0dHYCX,70,51,./downloaded_mp3/あいみょん_生きていたんだよな.mp3
あいみょん,満月の夜なら,5,https://open.spotify.com/track/7DW5Dro8AHE7x19COl26E3,70,56,./downloaded_mp3/あいみょん_満月の夜なら.mp3
back number,クリスマスソング,3,https://open.spotify.com/track/5P8ZvBQoCrujjNcLAxO3Su,77,71,./downloaded_mp3/back number_クリスマスソング.mp3
