アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
乃木坂46,Sing Out!,100,https://open.spotify.com/track/3sdIljU1Gej1Wry4dhqhEF,61,47,./downloaded_mp3/乃木坂46_Sing Out!.mp3
SEVENTEEN,Happy Ending,99,https://open.spotify.com/track/29RpFeHrgO7cXLzAtXu51e,78,44,./downloaded_mp3/SEVENTEEN_Happy Ending.mp3
Official髭男dism,Pretender,97,https://open.spotify.com/track/5LkWXxDxUTwEVHL0pfKL55,71,58,./downloaded_mp3/Official髭男dism_Pretender.mp3
あいみょん,マリーゴールド,96,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,70,72,./downloaded_mp3/あいみょん_マリーゴールド.mp3
米津玄師,Lemon,94,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6,80,72,./downloaded_mp3/米津玄師_Lemon.mp3
菅田将暉,まちがいさがし,93,https://open.spotify.com/track/55Ww4Pa1iIQMhh0MLMetjo,60,65,./downloaded_mp3/菅田将暉_まちがいさがし.mp3
米津玄師,海の幽霊,92,https://open.spotify.com/track/77zJUDrQyZxu9uDEP4WRiE,80,50,./downloaded_mp3/米津玄師_海の幽霊.mp3
Little Glee Monster,君に届くまで,91,https://open.spotify.com/track/5ZleO8P0hnuuwypfVHyq4o,54,34,./downloaded_mp3/Little Glee Monster_君に届くまで.mp3
King Gnu,白日,90,https://open.spotify.com/track/5iF0Yf9gju6ERpAch08JsC,70,59,./downloaded_mp3/King Gnu_白日.mp3
あいみょん,ハルノヒ,89,https://open.spotify.com/track/7GYGVDPbi0zQUBIkuOPAY0,70,54,./downloaded_mp3/あいみょん_ハルノヒ.mp3
MAN WITH A MISSION,Remember Me,88,https://open.spotify.com/track/3WIDl36fLnnhoLrw9EGAcq,60,50,./downloaded_mp3/MAN WITH A MISSION_Remember Me.mp3
Foorin,パプリカ,87,https://open.spotify.com/track/60t5lev16eczZXurTNf56k,32,50,./downloaded_mp3/Foorin_パプリカ.mp3
TWICE,FANCY,86,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA,84,60,./downloaded_mp3/TWICE_FANCY.mp3
あいみょん,君はロックを聴かない,83,https://open.spotify.com/track/01IZAuQsBO00iLKFO9LsFf,70,51,./downloaded_mp3/あいみょん_君はロックを聴かない.mp3
ONE OK ROCK,Wasted Nights,82,https://open.spotify.com/track/2gSQoIbvF2hDfIayhF7QLa,71,61,./downloaded_mp3/ONE OK ROCK_Wasted Nights.mp3
BTS (防弾少年団),Boy With Luv (feat. Halsey),79,https://open.spotify.com/track/4a9tbd947vo9K8Vti9JwcI,86,77,./downloaded_mp3/BTS (防弾少年団)_Boy With Luv (feat. Halsey).mp3
Official髭男dism,ノーダウト,78,https://open.spotify.com/track/5DMEvbg3gUmiR5HIBWdveV,71,65,./downloaded_mp3/Official髭男dism_ノーダウト.mp3
あいみょん,今夜このまま,77,https://open.spotify.com/track/6kKvmT4i0Dercz6f3kftg3,70,65,./downloaded_mp3/あいみょん_今夜このまま.mp3
欅坂46,黒い羊,76,https://open.spotify.com/track/2k8cvzkBwoQd8vVxZ7uuRg,49,44,./downloaded_mp3/欅坂46_黒い羊.mp3
back number,HAPPY BIRTHDAY,74,https://open.spotify.com/track/4FMz2RFrbDGzJO7K4D0vS3,77,74,./downloaded_mp3/back number_HAPPY BIRTHDAY.mp3
MONGOL800,小さな恋のうた,72,https://open.spotify.com/track/23atyJacJVHvB9RHBNhr35,54,67,./downloaded_mp3/MONGOL800_小さな恋のうた.mp3
HIROOMI TOSAKA,BLUE SAPPHIRE,70,https://open.spotify.com/track/4WkWq05mOmxDibjt10VrNi,40,40,./downloaded_mp3/HIROOMI TOSAKA_BLUE SAPPHIRE.mp3
あいみょん,愛を伝えたいだとか,69,https://open.spotify.com/track/0N8Xztr4pBHJ7V0moJWhbO,70,71,./downloaded_mp3/あいみょん_愛を伝えたいだとか.mp3
菅田将暉,さよならエレジー,65,https://open.spotify.com/track/3oYD2O31b05fILFpv0AXRI,60,67,./downloaded_mp3/菅田将暉_さよならエレジー.mp3
SIRUP,Pool,64,https://open.spotify.com/track/6FoQmfTaX4fXxwL9lu6ZHp,52,36,./downloaded_mp3/SIRUP_Pool.mp3
DAOKO × 米津玄師,打上花火,63,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ,55,61,./downloaded_mp3/DAOKO × 米津玄師_打上花火.mp3
DA PUMP,U.S.A.,59,https://open.spotify.com/track/4qZyuyqLoZ3CaH79rGvJFR,46,48,./downloaded_mp3/DA PUMP_U.S.A..mp3
[ALEXANDROS],ワタリドリ,56,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,58,68,./downloaded_mp3/[ALEXANDROS]_ワタリドリ.mp3
[ALEXANDROS],Pray,55,https://open.spotify.com/track/182OyyWbwrYpOgV2F5F01C,58,33,./downloaded_mp3/[ALEXANDROS]_Pray.mp3
Mrs.GREEN APPLE,青と夏,54,https://open.spotify.com/track/0a3587n25Xhw098UeEbeJq,80,63,./downloaded_mp3/Mrs.GREEN APPLE_青と夏.mp3
米津玄師,Flamingo,52,https://open.spotify.com/track/3ILWwi1JNj3NGuuf6DzYxN,80,63,./downloaded_mp3/米津玄師_Flamingo.mp3
NMB48,床の間正座娘,51,https://open.spotify.com/track/41AHYED50tpp2cakbdv2H3,39,13,./downloaded_mp3/NMB48_床の間正座娘.mp3
BLACKPINK,Kill This Love,49,https://open.spotify.com/track/5GK7eDDTVz7CTge1wJrDQW,82,72,./downloaded_mp3/BLACKPINK_Kill This Love.mp3
back number,高嶺の花子さん,47,https://open.spotify.com/track/2jdbZGFp8KVTuk0YxDNL4l,77,75,./downloaded_mp3/back number_高嶺の花子さん.mp3
NEWS,トップガン,46,https://open.spotify.com/track/296IqO7WI1y3dfTx7rJTdj,54,31,./downloaded_mp3/NEWS_トップガン.mp3
サカナクション,忘れられないの,44,https://open.spotify.com/track/7a3LbQFgp7NCuNcGlTgSsN,66,62,./downloaded_mp3/サカナクション_忘れられないの.mp3
ONE OK ROCK,Wherever you are,43,https://open.spotify.com/track/7a7EIFzJLd7lcDRgThMQgm,71,66,./downloaded_mp3/ONE OK ROCK_Wherever you are.mp3
ヨルシカ,だから僕は音楽を辞めた,42,https://open.spotify.com/track/5j7ixaLeGTGSv4DzKs0pCM,72,70,./downloaded_mp3/ヨルシカ_だから僕は音楽を辞めた.mp3
Superfly,Ambitious,41,https://open.spotify.com/track/7C3XXjKEliuC4PF3jmATgV,59,36,./downloaded_mp3/Superfly_Ambitious.mp3
sumika,イコール,40,https://open.spotify.com/track/4xPYa6eJi3Qty2jB7O1O2O,59,44,./downloaded_mp3/sumika_イコール.mp3
NEWS,Love Story,39,https://open.spotify.com/track/08xnp8V1EVdI38QtDESaGt,54,20,./downloaded_mp3/NEWS_Love Story.mp3
back number,ハッピーエンド,37,https://open.spotify.com/track/4GqO80eGXA542oTvlYv4LS,77,74,./downloaded_mp3/back number_ハッピーエンド.mp3
ヨルシカ,ただ君に晴れ,35,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz,72,71,./downloaded_mp3/ヨルシカ_ただ君に晴れ.mp3
米津玄師,LOSER,34,https://open.spotify.com/track/7AqUE5AY514dbzeOAfJRa0,80,67,./downloaded_mp3/米津玄師_LOSER.mp3
あいみょん,貴方解剖純愛歌〜死ね〜,33,https://open.spotify.com/track/2H3bOGOE50qEo5wAYoJiwL,70,59,./downloaded_mp3/あいみょん_貴方解剖純愛歌〜死ね〜.mp3
Official髭男dism,Stand By You,31,https://open.spotify.com/track/5D8UugGdM9n9hMsiminaZN,71,54,./downloaded_mp3/Official髭男dism_Stand By You.mp3
亀梨和也,Rain,30,https://open.spotify.com/track/0Io1PV3pC93cfeNJy2O8uq,35,27,./downloaded_mp3/亀梨和也_Rain.mp3
スキマスイッチ,奏(かなで),29,https://open.spotify.com/track/5RbMlPFL4gVyEHW2lEOuzG,61,73,./downloaded_mp3/スキマスイッチ_奏(かなで).mp3
米津玄師,アイネクライネ,28,https://open.spotify.com/track/45YBVp6zMwQZRbUDcPzmMB,80,69,./downloaded_mp3/米津玄師_アイネクライネ.mp3
Uru,プロローグ,26,https://open.spotify.com/track/4YMukCV1BsdK8V9kZoQpT6,62,64,./downloaded_mp3/Uru_プロローグ.mp3
ONE OK ROCK,Stand Out Fit In,23,https://open.spotify.com/track/17EiIn0d2tftCjJrGOrbFj,71,61,./downloaded_mp3/ONE OK ROCK_Stand Out Fit In.mp3
Mrs.GREEN APPLE,ロマンチシズム,22,https://open.spotify.com/track/7BwkDMUfGl0yttRXS13SAO,80,57,./downloaded_mp3/Mrs.GREEN APPLE_ロマンチシズム.mp3
EGOIST,咲かせや咲かせ,21,https://open.spotify.com/track/6Qn2DEvR2t1iNyLSmghWxr,51,49,./downloaded_mp3/EGOIST_咲かせや咲かせ.mp3
スピッツ,優しいあの子,19,https://open.spotify.com/track/29RAzfejW1O69okBQXibca,66,57,./downloaded_mp3/スピッツ_優しいあの子.mp3
サカナクション,新宝島,18,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1,66,56,./downloaded_mp3/サカナクション_新宝島.mp3
TWICE,YES or YES,17,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP,84,58,./downloaded_mp3/TWICE_YES or YES.mp3
Mr.Children,HANABI,13,https://open.spotify.com/track/0AU7xhipAm9Saq0k8A9Iua,66,67,./downloaded_mp3/Mr.Children_HANABI.mp3
ジェジュン,Sweetest Love,10,https://open.spotify.com/track/12qCknDI2MEL10RTdon0jc,39,12,./downloaded_mp3/ジェジュン_Sweetest Love.mp3
椎名林檎,長く短い祭,7,https://open.spotify.com/track/4hWI3r78IDOhPXSHd2f0Az,66,64,./downloaded_mp3/椎名林檎_長く短い祭.mp3
Aimer(エメ),カタオモイ,6,https://open.spotify.com/track/2HovXsvcdJur52BOcYGydz,66,66,./downloaded_mp3/Aimer(エメ)_カタオモイ.mp3
back number,クリスマスソング,5,https://open.spotify.com/track/5P8ZvBQoCrujjNcLAxO3Su,77,71,./downloaded_mp3/back number_クリスマスソング.mp3
IZ*ONE,Buenos Aires,2,https://open.spotify.com/track/59OVM3kQEOwKpTXgrQox1N,57,32,./downloaded_mp3/IZ*ONE_Buenos Aires.mp3
