アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
TWICE,Breakthrough,100,https://open.spotify.com/track/5COO2JgOmHIJ2jsXFwflz8,84,52,./downloaded_mp3/TWICE_Breakthrough.mp3
SKE48,FRUSTRATION,99,https://open.spotify.com/track/2hYW3Vwo3mHbJiLtDBPXvM,33,13,./downloaded_mp3/SKE48_FRUSTRATION.mp3
RADWIMPS,愛にできることはまだあるかい,98,https://open.spotify.com/track/0PUoNLjLtrSCNwIvvbERS2,75,57,./downloaded_mp3/RADWIMPS_愛にできることはまだあるかい.mp3
Official髭男dism,Pretender,97,https://open.spotify.com/track/5LkWXxDxUTwEVHL0pfKL55,71,58,./downloaded_mp3/Official髭男dism_Pretender.mp3
TWICE,HAPPY HAPPY,96,https://open.spotify.com/track/1yPkYnRgZveWLCUSWX16ra,84,46,./downloaded_mp3/TWICE_HAPPY HAPPY.mp3
Roselia,FIRE BIRD,95,https://open.spotify.com/track/0qMpU4VmLf6aMNc7CUErzV,48,47,./downloaded_mp3/Roselia_FIRE BIRD.mp3
あいみょん,真夏の夜の匂いがする,94,https://open.spotify.com/track/34s49nvRfQy1kzx7DBqVRC,70,45,./downloaded_mp3/あいみょん_真夏の夜の匂いがする.mp3
菅田将暉,まちがいさがし,93,https://open.spotify.com/track/55Ww4Pa1iIQMhh0MLMetjo,60,65,./downloaded_mp3/菅田将暉_まちがいさがし.mp3
あいみょん,マリーゴールド,90,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,70,72,./downloaded_mp3/あいみょん_マリーゴールド.mp3
米津玄師,Lemon,87,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6,80,72,./downloaded_mp3/米津玄師_Lemon.mp3
Official髭男dism,宿命,85,https://open.spotify.com/track/2yozZfRYHP7Elsymghu5t3,71,60,./downloaded_mp3/Official髭男dism_宿命.mp3
Foorin,パプリカ,84,https://open.spotify.com/track/60t5lev16eczZXurTNf56k,32,50,./downloaded_mp3/Foorin_パプリカ.mp3
King Gnu,白日,83,https://open.spotify.com/track/5iF0Yf9gju6ERpAch08JsC,70,59,./downloaded_mp3/King Gnu_白日.mp3
WANIMA,夏のどこかへ,82,https://open.spotify.com/track/7vBt0nLQ1uPurkqiW7Pibs,60,46,./downloaded_mp3/WANIMA_夏のどこかへ.mp3
E-girls,シンデレラフィット,81,https://open.spotify.com/track/6ODmu3vLuu4SVVycOQC2YC,47,32,./downloaded_mp3/E-girls_シンデレラフィット.mp3
BTS,Lights,80,https://open.spotify.com/track/44vXWYTcdrejrIQZEoHzl8,86,56,./downloaded_mp3/BTS_Lights.mp3
Mrs.GREEN APPLE,インフェルノ,79,https://open.spotify.com/track/64yajM6CxtLghmgB53VeXT,80,68,./downloaded_mp3/Mrs.GREEN APPLE_インフェルノ.mp3
Official髭男dism,ノーダウト,78,https://open.spotify.com/track/5DMEvbg3gUmiR5HIBWdveV,71,65,./downloaded_mp3/Official髭男dism_ノーダウト.mp3
DA PUMP,U.S.A.,77,https://open.spotify.com/track/4qZyuyqLoZ3CaH79rGvJFR,46,48,./downloaded_mp3/DA PUMP_U.S.A..mp3
TWICE,FANCY,75,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA,84,60,./downloaded_mp3/TWICE_FANCY.mp3
あいみょん,ハルノヒ,73,https://open.spotify.com/track/7GYGVDPbi0zQUBIkuOPAY0,70,54,./downloaded_mp3/あいみょん_ハルノヒ.mp3
乃木坂46,Sing Out!,72,https://open.spotify.com/track/3sdIljU1Gej1Wry4dhqhEF,61,47,./downloaded_mp3/乃木坂46_Sing Out!.mp3
