アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
嵐,Your Eyes,99,https://open.spotify.com/track/06tS8DJvpQPGW9MBpbnuaL,65,33
小野恵令奈,えれぴょん,98,https://open.spotify.com/track/1l1fwuO1648iUnYS63FjN7,16,18
SEKAI NO OWARI,眠り姫,96,https://open.spotify.com/track/0GTz1mytQUBlGaSF7s4Rdz,64,62
JUJU,ただいま,95,https://open.spotify.com/track/52ypN58CxtiGob2LmhzQt4,53,36
湘南乃風,炎天夏,91,https://open.spotify.com/track/0Q4XXIYtSZw4mgpGPFKQ4z,54,33
サカナクション,僕と花,90,https://open.spotify.com/track/1w6iBuEc0eVjpnCnL2vm41,66,47
EXILE,ALL NIGHT LONG,89,https://open.spotify.com/track/1byKbNmMfy1UOw3pO9AmZl,60,29
2PM,Beautiful,88,https://open.spotify.com/track/4cb61kkWMhFEDP2fmzztpA,52,15
家入レオ,Shine,84,https://open.spotify.com/track/1KT1etmlEs7zL37ngB0Z0U,51,44
ジャンクフジヤマ,あの空の向こうがわへ,83,https://open.spotify.com/track/1LMuJryebLMtKK0bPYKdED,28,30
柴咲コウ,ANOTHER:WORLD,82,https://open.spotify.com/track/2dlU2vIyOARvoe7OJ5q8Dv,46,16
AFTERSCHOOL,Lady Luck,81,https://open.spotify.com/track/4YkKpsSvAwCD0vh39ZUh8x,42,9
福耳,LOVE & LIVE LETTER,80,https://open.spotify.com/track/5DzrDQjekFyLcLUtAXkuUf,31,15
指田郁也,花になれ,78,https://open.spotify.com/track/3FbFPOuQqpUM6BMBVLvCRG,12,24
水樹奈々,METRO BAROQUE,75,https://open.spotify.com/track/3DJWi9sgQLFdhhUkyt7KTN,48,20
Not yet,西瓜BABY,71,https://open.spotify.com/track/2eWr7EIbcNKuCp1z9UUzv6,15,15
AI,ハピネス,70,https://open.spotify.com/track/63b1Kq6OLrYCNCLNXL2tLn,56,44
Crystal Kay,Forever,69,https://open.spotify.com/track/2fL8BVIollqbRFUJcLPx6C,49,9
The Birthday,さよなら最終兵器,68,https://open.spotify.com/track/32LVjnU7SNhiFiojfo175f,42,37
KREVA,OH YEAH,67,https://open.spotify.com/track/7eYuh8swbweqfTZEIHUyhr,45,15
松尾雄史,くちなし慕情,65,https://open.spotify.com/track/2k6j2OCU8UjrmOWQjpKIas,8,0
GReeeeN,weeeek,64,https://open.spotify.com/track/5jCZbxp4laBE5MOaofgokR,61,54
ゆず,with you,63,https://open.spotify.com/track/6sgoXBSAUOVHmY4Of2dhkb,56,36
aiko,くちびる,62,https://open.spotify.com/track/6EHse8ztE134s1dNFg8J1q,62,30
東京事変,群青日和,56,https://open.spotify.com/track/1oWlUSljPUqKwbvEl0C3zE,53,53
平井堅,告白,55,https://open.spotify.com/track/74mkhiuJ7ziIjvNb9AGFt6,55,38
bomi,キューティクル・ガール,54,https://open.spotify.com/track/4b90AmCucGH6ysCIAuA6PK,2,1
ストレイテナー,シンクロ,53,https://open.spotify.com/track/7q0LvDEmwu5EtO1HGEm4xv,41,12
BREAKERZ,オーバーライト,50,https://open.spotify.com/track/4QcMpnYU4koOLhhyk80nUR,28,23
西野カナ,私たち,49,https://open.spotify.com/track/4ZGI27l5Vs1zrrrEZIWxZa,63,46
住岡梨奈,feel you,46,https://open.spotify.com/track/7hoo6z8WcczgVEIgWWraoM,11,7
FUNKY MONKEY BABYS,ヒーロー,45,https://open.spotify.com/track/5iSNxrAoctBnFfyz8J9bDO,53,55
SKE48,アイシテラブル!,43,https://open.spotify.com/track/0SPf17oF6rAZxkflwRmqHp,33,24
Hello Sleepwalkers,円盤飛来,39,https://open.spotify.com/track/71NOdi3Zb0zG8ytcTWRg2z,42,12
Secret,TWINKLE TWINKLE,38,https://open.spotify.com/track/6hZwuxr6GmL3aPiUMaKXIE,37,19
Superfly,輝く月のように,37,https://open.spotify.com/track/5JXd3XM2cT68cIeuofZQ0I,59,59
Good Coming,明日に,34,https://open.spotify.com/track/1RtOtq7PdYUXFoTYkip7r6,18,2
いきものがかり,風が吹いている,33,https://open.spotify.com/track/46ioD2OgRS8CVAA41aml2F,63,42
パスピエ,トロイメライ,32,https://open.spotify.com/track/0IEMBXtu77xr5ZhuvQnQBK,34,21
星野源,夢の外へ,29,https://open.spotify.com/track/6wlUtMxqW0E4V0ZzPtRMkt,65,47
Kylee,未来,28,https://open.spotify.com/track/6iRsvBFnLJUcX1k2InHqm1,29,2
PRINCESS PRINCESS,パパ,24,https://open.spotify.com/track/4twLIjK6eH4bfDKP7IPgMP,49,37
忌野清志郎,パパの歌,22,https://open.spotify.com/track/0AoZB1tmNpJl83NWWIWJbH,33,30
佐香智久,ずっと,21,https://open.spotify.com/track/2QluXhYHCxwYBbuQHyHN0Z,34,21
木村カエラ,マミレル,20,https://open.spotify.com/track/4b7iNXufeMJOqfrB3ISTYl,42,8
持田香織,美しき麗しき日々,19,https://open.spotify.com/track/0dbbhphfpUP58p1A9jL7Xu,15,3
上間綾乃,声なき命,17,https://open.spotify.com/track/2I2UXle8EoCRyITKrd9Ivb,22,4
松田聖子,夏の扉,16,https://open.spotify.com/track/2vtv8YU7UcV1KclUJzeUps,56,49
ヴァン・ヘイレン,ジャンプ,14,https://open.spotify.com/track/4adT9gy1e2yQqgktBJjmV5,71,6
桑田佳祐,100万年の幸せ!!,13,https://open.spotify.com/track/0xSURLXuMZHOFXW4CVp60c,57,47
きゃりーぱみゅぱみゅ,CANDY CANDY,8,https://open.spotify.com/track/4r53usGeVPzb1fKUUSxN1w,51,47
アフィリア・サーガ・イースト,禁断無敵のだーりん,5,https://open.spotify.com/track/6SrHI9S3ef83g4HQ6b9YBo,3,2
原由子,あじさいのうた,2,https://open.spotify.com/track/2kBiOgLLONwCuUMkNVyUrz,34,27
