rank,song_title,artist_name,score
1,カイト,嵐,100
2,夜に駆ける,YOASOBI,99
3,香水,瑛人,98
4,Night Diver,三浦春馬,97
5,IN THE SUMMER,嵐,96
6,Make you happy,NiziU,95
7,NAVIGATOR,SixTONES,94
8,裸の心,あいみょん,93
9,感電,米津玄師,92
10,紅蓮華,LiSA,91
11,Pretender,Official髭男dism,90
12,I LOVE…,Official髭男dism,89
13,Laughter,Official髭男dism,88
14,HELLO,Official髭男dism,87
15,Route 246,乃木坂46,86
16,無敵級*ビリーバー,中須かすみ(相良茉優) from 虹ヶ咲学園スクールアイドル同好会,85
17,白日,King Gnu,84
18,マリーゴールド,あいみょん,83
19,たぶん,YOASOBI,82
20,Myra,Tani Yuuki,81
21,春を告げる,yama,80
22,猫 〜THE FIRST TAKE ver.〜,DISH//,79
23,ハルジオン,YOASOBI,78
24,115万キロのフィルム,Official髭男dism,77
25,レイン・オン・ミー (with アリアナ・グランデ),レディー・ガガ,76
26,Fanfare,TWICE,75
27,How You Like That,BLACKPINK,74
28,Fight for your heart,三浦春馬,73
29,宿命,Official髭男dism,72
30,盗作,ヨルシカ,71
31,花に亡霊,ヨルシカ,70
32,Stay Gold,BTS,69
33,イエスタデイ,Official髭男dism,68
34,Hug feat. Kojikoji,空音,67
35,猫,DISH//,66
36,ハルノヒ,あいみょん,65
37,まちがいさがし,菅田将暉,64
38,青と夏,Mrs.GREEN APPLE,63
39,MORE & MORE,TWICE,62
40,インフェルノ,Mrs.GREEN APPLE,61
41,Feel Special,TWICE,60
42,ノーダウト,Official髭男dism,59
43,ただ君に晴れ,ヨルシカ,58
44,ANIMA,ReoNa,57
45,パラボラ,Official髭男dism,56
46,第六感,Reol,55
47,ぎゅっと。,もさを。,54
48,snow jam,Rin音,53
49,Angel,ちゃんみな,52
50,あの夢をなぞって,YOASOBI,51
51,Lemon,米津玄師,50
52,Your eyes tell,BTS,49
53,君はロックを聴かない,あいみょん,48
54,僕のこと,Mrs.GREEN APPLE,47
55,Imitation Rain,SixTONES,46
56,かくれんぼ,優里,45
57,D.D.,Snow Man,44
58,別の人の彼女になったよ,wacci,43
59,umbrella,SEKAI NO OWARI,42
60,あなたがいることで,Uru,41
61,キンモクセイ,オレンジスパイニクラブ,40
62,高嶺の花子さん,back number,39
63,Baby I'm a star,NiziU,38
64,Walking with you,Novelbright,37
65,炎,LiSA,36
66,未完成,家入レオ,35
67,点描の唄 feat.井上苑子,Mrs.GREEN APPLE,34
68,ノーバディーズ・ラヴ,マルーン5,33
69,Mazy Night,King & Prince,32
70,バッド・ガイ,ビリー・アイリッシュ,31
71,絶叫セレナーデ,sumika,30
72,思想犯,ヨルシカ,29
73,シェイプ・オブ・ユー,エド・シーラン,28
74,ICY,ITZY,27
75,Boom Boom Boom,NiziU,26
76,星影のエール,GReeeeN,25
77,Teenager Forever,King Gnu,24
78,打上花火,DAOKO × 米津玄師,23
79,さよならエレジー,菅田将暉,22
80,HANABI,Mr.Children,21
81,ハンドクラップ,フィッツ & ザ・タントラムズ,20
82,LETTERS,BiSH,19
83,夏のせい,RADWIMPS,18
84,クルリウタ,"野々原茜(小笠原早紀),島原エレナ(角元明日香),桜守歌織(香里有佐),二階堂千鶴(野村香菜子),北沢志保(雨宮天)",17
85,秒針を噛む,ずっと真夜中でいいのに。,16
86,馬と鹿,米津玄師,15
87,飛行艇,King Gnu,14
88,The Tempest Night,fine,13
89,OH-EH-OH,JO1,12
90,好きです,青春高校3年C組アイドル部,11
91,虹の向こうへ,NiziU,10
92,Fantastic Departure!,Aqours,9
93,FANCY,TWICE,8
94,カーディガン,テイラー・スウィフト,7
95,ロマンチシズム,Mrs.GREEN APPLE,6
96,キセキ,GReeeeN,5
97,今夜このまま,あいみょん,4
98,ON,BTS,3
99,君に届け,flumpool,2
100,怪物さん feat.あいみょん,平井堅,1
