アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
Perfume,Relax In The City,99,https://open.spotify.com/track/6AvrTAEOARaQLthsHZOSHZ,57,18
BUMP OF CHICKEN,"Hello,world!",98,https://open.spotify.com/track/1YqVJ2YSgwxWpfuENocF2t,64,58
ももいろクローバーZ,『Z』の誓い,96,https://open.spotify.com/track/0PEo8PVfGSY3QFJXg4bLxs,48,27
西野カナ,もしも運命の人がいるのなら,95,https://open.spotify.com/track/2gEnMcr2XNx1wtVYX8waMn,63,52
aiko,夢見る隙間,94,https://open.spotify.com/track/1FRNY10e5enx868fulDmVm,62,25
Flower,Blue Sky Blue,93,https://open.spotify.com/track/59i9Rj7uiqPQC5L1MVMIn9,44,39
ゲスの極み乙女。,私以外私じゃないの,91,https://open.spotify.com/track/3iKJWOQJtENE3kFWMXh8JM,53,58
HKT48,12秒,85,https://open.spotify.com/track/7589aZ7kiqj3KXzCnhlzNZ,33,33
ゆず,OLA!!,83,https://open.spotify.com/track/5P9oB7xExAKtIlXd7eIfvF,56,43
藍井エイル,ラピスラズリ,82,https://open.spotify.com/track/5gW0U6PfSZxs3ZqcQvIf6L,49,44
AAA,GAME OVER?,81,https://open.spotify.com/track/5cBlAJwJ7Ct3DJF7ptGfZO,55,18
KEYTALK,桜花爛漫,80,https://open.spotify.com/track/3b3ao1lhtU9RDVhL7S0LVf,38,42
RIP SLYME,ピース,79,https://open.spotify.com/track/47RgLLB5CAyqGVKXttBwYn,55,16
南條愛乃,黄昏のスタアライト,78,https://open.spotify.com/track/06vbp0KV7PwNsf6vYF6vjD,31,31
三代目 J Soul Brothers from EXILE TRIBE,starting over,77,https://open.spotify.com/track/0WgitMPZLylhW7Vg81VlmL,55,36
水樹奈々,Angel Blossom,76,https://open.spotify.com/track/6ILWA6ll3LiTA9SRhjuFO9,48,17
乃木坂46,命は美しい,75,https://open.spotify.com/track/51afGVYj9AmRm9fKTxeS8h,61,37
chay,あなたに恋をしてみました,73,https://open.spotify.com/track/5I6WdS2GmBRLjCwHQvGr3s,40,47
RHYMESTER,人間交差点,69,https://open.spotify.com/track/4quZfEoHYE4ORMn9hIaIEZ,40,22
ナオト・インティライミ,いつかきっと,67,https://open.spotify.com/track/36xITn5ejtSN14zKaBrrKT,46,41
絢香,にじいろ,61,https://open.spotify.com/track/3JrxNi0sQ1Lnx8eGonp3Ma,55,60
三代目 J Soul Brothers from EXILE TRIBE,R.Y.U.S.E.I.,60,https://open.spotify.com/track/2AVA9gTyJsZaan4PcsNHSn,55,54
MACO,LOVE,59,https://open.spotify.com/track/78zFq2yIbPsg8kttGuCNoi,41,38
少女時代,Catch Me If You Can,58,https://open.spotify.com/track/3eZweuTSGC5CWgFSBz5HTi,64,34
SEKAI NO OWARI,Dragon Night,54,https://open.spotify.com/track/4XdzCpY4Ekv5SezuuFpBDG,66,62
クマムシ,あったかいんだからぁ♪,53,https://open.spotify.com/track/0V3tSGFLS9h2DQg1fSwowT,21,36
KANA-BOON,なんでもねだり,48,https://open.spotify.com/track/3elKMVtpqQ0CvgbfzrWd6R,62,34
星野源,SUN,41,https://open.spotify.com/track/1DOZa2VoazIiDjGYlUQTlW,66,62
三戸なつめ,前髪切りすぎた,38,https://open.spotify.com/track/4NoOMVrZnk0tlaDkLrTrxR,13,18
秦基博,ひまわりの約束,37,https://open.spotify.com/track/45jGOHwYKgsRYbAJ8DR61d,57,63
きゃりーぱみゅぱみゅ,もんだいガール,36,https://open.spotify.com/track/7xRgdfWzD67Dat3dgZRd6E,52,36
cinema staff,シャドウ,34,https://open.spotify.com/track/3yGT3b9BAqeBFVxMKOgO4S,44,19
嵐,青空の下、キミのとなり,33,https://open.spotify.com/track/7keyH84kNCdYq6LVRMni3Z,66,44
miwa,360°,32,https://open.spotify.com/track/3bPpVcXXjnFHWxmPt7LdW9,53,40
ST☆RISH,マジLOVEレボリューションズ,30,https://open.spotify.com/track/6elLFD4ycPLSRAbgfwAkwv,33,32
GENERATIONS from EXILE TRIBE,Evergreen,29,https://open.spotify.com/track/7d79bhNBYNnoPpoCYx2NXp,52,39
Superfly,Beautiful,28,https://open.spotify.com/track/2ruHYPN3a77Ra8WvvPyfwb,59,63
サザンオールスターズ,アロエ,23,https://open.spotify.com/track/3VFIQ4mCOtE9urUGLDyCjU,65,30
スピッツ,雪風,18,https://open.spotify.com/track/0ifEWtngKmgDymp72We15L,66,27
ONE OK ROCK,Mighty Long Fall,17,https://open.spotify.com/track/68unkgYfyfZDWSVz7FoY8Z,71,53
いきものがかり,あなた,15,https://open.spotify.com/track/3lpYqf2xnhl0Kxgi2qV2VI,63,34
SKE48,コケティッシュ渋滞中,12,https://open.spotify.com/track/2yMz7X7neF4x8oqjAS7rGM,33,15
BUMP OF CHICKEN,コロニー,11,https://open.spotify.com/track/79k9zp9CrvQxYFn1SoPeWv,64,33
ストレイテナー,The Place Has No Name,10,https://open.spotify.com/track/6di7Dtvd0ft8KhfdXv6IiP,42,14
AKB48,僕たちは戦わない,8,https://open.spotify.com/track/5Fl6ogf1DZjFejXajVVhbe,56,27
Awesome City Club,4月のマーチ,2,https://open.spotify.com/track/0YxdL5Ntz0M3CqyAycKWXy,49,19
