アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
Mrs.GREEN APPLE,ライラック,100,https://open.spotify.com/track/78W4mTLIh4qoLu92W4IQhO,80,72
SixTONES,バリア,99,https://open.spotify.com/track/2ZcgFU4FQ80mB2Eh5Uyzol,60,57
サカナクション,怪獣,98,https://open.spotify.com/track/6FhWelfRDMFZRtFUU6SIdC,66,73
Mrs.GREEN APPLE,ダーリン,95,https://open.spotify.com/track/62x4EMPyCFF2Ohv7qDjalp,80,68
米津玄師,BOW AND ARROW,94,https://open.spotify.com/track/0NHu2Lo9MWkvhOggEy1bYg,80,68
サザンオールスターズ,夢の宇宙旅行,93,https://open.spotify.com/track/5buIf0b9AIjkx4zioVnDGu,65,47
ロゼ & ブルーノ・マーズ,APT.,92,https://open.spotify.com/track/5vNRhkKd0yEAg8suGBpjeY,79,88
timelesz,Rock this Party,91,https://open.spotify.com/track/3ca5Q1gTQI3Alaiutw2DDo,53,59
Mrs.GREEN APPLE,ケセラセラ,90,https://open.spotify.com/track/406ZlqOP9nLQxJFBY7d9S4,80,63
Mrs.GREEN APPLE,Soranji,89,https://open.spotify.com/track/6O4twzzHHIM6mmTqPpJNYE,80,63
Mrs.GREEN APPLE,ビターバカンス,86,https://open.spotify.com/track/6DYV1GqwCTrvfPcjeFwjLt,80,65
Vaundy,怪獣の花唄,84,https://open.spotify.com/track/7dTW21YAJxnAOiUh7Rtu9S,73,74
King & Prince,HEART,83,https://open.spotify.com/track/1xVHi6ppc8sZS33qCm2IyJ,64,61
Mrs.GREEN APPLE,僕のこと,82,https://open.spotify.com/track/0tnhoHUrHfcLi9hPknUFZ4,80,72
Mrs.GREEN APPLE,青と夏,81,https://open.spotify.com/track/0a3587n25Xhw098UeEbeJq,80,63
Omoinotake,幾億光年,80,https://open.spotify.com/track/4dmruTsdHIOjfOIeaFitXK,58,66
ILLIT,Almond Chocolate,79,https://open.spotify.com/track/75yAymNsjxzPPNG6LiIQ9P,76,68
Mrs.GREEN APPLE,ダンスホール,78,https://open.spotify.com/track/4NaaF28BeO9WzjDrSS71Nz,80,65
Creepy Nuts,Bling-Bang-Bang-Born,77,https://open.spotify.com/track/0kdqcbwei4MDWFEX5f33yG,70,75
幾田りら,百花繚乱,76,https://open.spotify.com/track/79zgdvnTPyWSuTrd48Ik5O,65,69
米津玄師,Plazma,74,https://open.spotify.com/track/1KLg01cjnRsENoFhJWUTSd,80,70
YOASOBI,UNDEAD,70,https://open.spotify.com/track/5NxmDq0yXBYGfCbMqvIXuv,74,68
藤井風,真っ白,69,https://open.spotify.com/track/3GiADMmI5jfkhF2o4a2G8N,75,61
Mrs.GREEN APPLE,familie,68,https://open.spotify.com/track/4PCQHOJFMV9BWq46UMVf2l,80,65
AKASAKI,Bunny Girl,67,https://open.spotify.com/track/5skCbGGAnc7Ns18Figz54h,60,66
Mrs.GREEN APPLE,Magic,66,https://open.spotify.com/track/170XOP1T4MvY9TLTgPw07D,80,67
XG,IS THIS LOVE,65,https://open.spotify.com/track/0dzbNEBsrs17os3jJOFLar,70,71
LE SSERAFIM,HOT,64,https://open.spotify.com/track/406IpEtZPvbxApWTGM3twY,81,70
あいみょん,スケッチ,63,https://open.spotify.com/track/1qyMHya2R2k57MApk6kBzI,70,55
Mrs.GREEN APPLE,インフェルノ,62,https://open.spotify.com/track/64yajM6CxtLghmgB53VeXT,80,68
aespa,Whiplash,61,https://open.spotify.com/track/7Cnpb1vBbC46RgVyyKLH7p,78,66
back number,高嶺の花子さん,60,https://open.spotify.com/track/2jdbZGFp8KVTuk0YxDNL4l,77,75
YOASOBI,アイドル,58,https://open.spotify.com/track/7ovUcF5uHTBRzUpB6ZOmvt,74,72
Da-iCE,I wonder,57,https://open.spotify.com/track/00Q3uYmFKFVYTRjbsnUq7H,62,66
back number,水平線,56,https://open.spotify.com/track/5m1i6hq7dmRlp3c1utE48L,77,63
TREASURE,YELLOW,55,https://open.spotify.com/track/0q9puRfi0yhlZA6R5ELd6m,66,55
Mrs.GREEN APPLE,コロンブス,54,https://open.spotify.com/track/3ECvJ97WjbbaTsCZ64pwgI,80,64
RADWIMPS,正解,52,https://open.spotify.com/track/6vg9UGXRVL4YKNVqVMmOKF,75,62
こっちのけんと,はいよろこんで,50,https://open.spotify.com/track/41xGcFvQsGYQs0RDFvPfv3,58,61
Vaundy,風神,49,https://open.spotify.com/track/00GDUNeJd97qjKp2yrx0OC,73,64
レミオロメン,3月9日,48,https://open.spotify.com/track/31rf3jLBMfnrqLuTPrcxM5,52,55
Mrs.GREEN APPLE,ロマンチシズム,47,https://open.spotify.com/track/7BwkDMUfGl0yttRXS13SAO,80,57
Mrs.GREEN APPLE,StaRt,45,https://open.spotify.com/track/0ubEkvxVE1Sh4QTBN6b92a,80,60
FRUITS ZIPPER,わたしの一番かわいいところ,44,https://open.spotify.com/track/0yiDwxnb6D0Vh5yyciuStd,60,64
あいみょん,マリーゴールド,43,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,70,72
ME:I,MUSE,42,https://open.spotify.com/track/0KBawRsiH5aUNgFy6H4mIv,54,51
Vaundy,走れSAKAMOTO,41,https://open.spotify.com/track/4XObDlhGp6sREJoZj2lFv2,73,62
CANDY TUNE,倍倍FIGHT!,40,https://open.spotify.com/track/6v1pCoeCJjphsCyh148icW,54,58
BABYMONSTER,DRIP,39,https://open.spotify.com/track/1MUZitHRpmng5NevrvNx4T,76,64
柊マグネタイト,テトリス,38,https://open.spotify.com/track/6LIpqsMbsfc8I7F0dsFXsv,54,56
優里,ドライフラワー,37,https://open.spotify.com/track/7dH0dpi751EoguDDg3xx6J,68,64
原因は自分にある。,LLL,36,https://open.spotify.com/track/3c4ftOOgDWoR1vxH0kEDjn,47,30
藤井風,満ちてゆく,35,https://open.spotify.com/track/5glPFBAuA1C85tBcVWVzvO,75,68
Ado,エルフ,34,https://open.spotify.com/track/5pnqpz99CGAvdzmMRsB5sD,76,55
FRUITS ZIPPER,かがみ,33,https://open.spotify.com/track/3D8ZVcI5Y2muA58nXs9d8M,60,59
HANA,Drop,32,https://open.spotify.com/track/0hhUYRTVgcq7oD4qVLDgR2,70,63
Ado,わたしに花束,31,https://open.spotify.com/track/1vLQ5s4eumtmUcov4cP9jt,76,50
JENNIE,like JENNIE,30,https://open.spotify.com/track/0fK7ie6XwGxQTIkpFoWkd1,82,88
back number,花束,29,https://open.spotify.com/track/3QIAwtEEDOrv0g5NKCGrXZ,77,75
Official髭男dism,Pretender,28,https://open.spotify.com/track/5LkWXxDxUTwEVHL0pfKL55,71,58
Number_i,GOD_i,27,https://open.spotify.com/track/2r9FKxbJqkKMhCc5RMUVQg,67,67
ONE OK ROCK,Puppets Can't Control You,26,https://open.spotify.com/track/3jywRizW6a1F3JROwRG0qd,71,48
Official髭男dism,Subtitle,24,https://open.spotify.com/track/49F3htNmwzPKFycPdOrDvf,71,64
米津玄師,Lemon,23,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6,80,72
Mrs.GREEN APPLE,Dear,22,https://open.spotify.com/track/4MYH9m9nYL5OtvtehXmNn6,80,54
ILLIT,Magnetic,21,https://open.spotify.com/track/1aKvZDoLGkNMxoRYgkckZG,76,82
