アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
米津玄師,馬と鹿,100,https://open.spotify.com/track/0iniTNHwqBiP4UDE1dgUpD,80,63
嵐,BRAVE,99,https://open.spotify.com/track/5djCaAAifB1DmhcDkK7UKm,65,35
Official髭男dism,Pretender,98,https://open.spotify.com/track/5LkWXxDxUTwEVHL0pfKL55,71,58
ラストアイドル,青春トレイン,97,https://open.spotify.com/track/7lAVEYrmAT8mrGe2F14TFt,24,28
乃木坂46,夜明けまで強がらなくてもいい,96,https://open.spotify.com/track/6fLq9e3IPdHUwIeSR49n5e,60,44
SF9,RPM,95,https://open.spotify.com/track/7b8ZfUQRsc5ebULhUgCyck,48,41
Official髭男dism,宿命,94,https://open.spotify.com/track/2yozZfRYHP7Elsymghu5t3,71,60
あいみょん,マリーゴールド,93,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,70,72
米津玄師,Lemon,92,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6,80,72
Foorin,パプリカ,91,https://open.spotify.com/track/60t5lev16eczZXurTNf56k,32,50
菅田将暉,まちがいさがし,90,https://open.spotify.com/track/55Ww4Pa1iIQMhh0MLMetjo,59,64
King Gnu,白日,89,https://open.spotify.com/track/5iF0Yf9gju6ERpAch08JsC,69,58
Official髭男dism,イエスタデイ,88,https://open.spotify.com/track/53WuztMfY1VH3rLIm0zApQ,71,58
あいみょん,空の青さを知る人よ,87,https://open.spotify.com/track/3u0e8pyoVc7l2u3T5thohY,70,47
Official髭男dism,ノーダウト,86,https://open.spotify.com/track/5DMEvbg3gUmiR5HIBWdveV,71,65
#HASHTAG,SHINING STAR,85,https://open.spotify.com/track/01cYoZXhEbG2ok1VQPaHVL,2,0
milet,us,84,https://open.spotify.com/track/0s96Y4iLjNgEJBjlEZLBNu,61,57
miwa,リブート,83,https://open.spotify.com/track/4kSjAMyq2VSlJXGoN4wdZv,53,40
手塚翔太,会いたいよ,82,https://open.spotify.com/track/1YNVhW3QQ3lYBPgQoqyQOQ,17,34
RADWIMPS,愛にできることはまだあるかい,81,https://open.spotify.com/track/0PUoNLjLtrSCNwIvvbERS2,74,56
GENERATIONS from EXILE TRIBE,DREAMERS,80,https://open.spotify.com/track/6CTH7f1xm03ABnpEKBstRo,51,35
King Gnu,飛行艇,79,https://open.spotify.com/track/5vsM9UppL2iTgOfenMB6Gz,69,64
BLUE ENCOUNT,バッドパラドックス,77,https://open.spotify.com/track/722hPxTg5ot3Pay7EeZpLk,51,48
IZ*ONE,Vampire,76,https://open.spotify.com/track/22YjhGdDhrEx1cnOQUVahw,56,31
King & Prince,koi-wazurai,75,https://open.spotify.com/track/4TdzReytamMj8X84QQBn1N,63,55
Mrs.GREEN APPLE,インフェルノ,72,https://open.spotify.com/track/64yajM6CxtLghmgB53VeXT,79,68
あいみょん,真夏の夜の匂いがする,71,https://open.spotify.com/track/34s49nvRfQy1kzx7DBqVRC,70,45
Happiness,Chao Chao,70,https://open.spotify.com/track/6sfcVdm19mzv4PVpLnF7g2,25,20
あいみょん,ハルノヒ,69,https://open.spotify.com/track/7GYGVDPbi0zQUBIkuOPAY0,70,54
ストレイライト,Wandering Dream Chaser,68,https://open.spotify.com/track/1PHfzuME8b4qmAFRUG6rZq,34,34
あいみょん,君はロックを聴かない,66,https://open.spotify.com/track/01IZAuQsBO00iLKFO9LsFf,70,51
Official髭男dism,115万キロのフィルム,65,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7,71,67
菅田将暉,さよならエレジー,64,https://open.spotify.com/track/3oYD2O31b05fILFpv0AXRI,59,67
back number,高嶺の花子さん,63,https://open.spotify.com/track/2jdbZGFp8KVTuk0YxDNL4l,76,75
Little Glee Monster,ECHO,62,https://open.spotify.com/track/2ijJxACLjcHjhJK8gBEPMY,54,50
あいみょん,今夜このまま,60,https://open.spotify.com/track/6kKvmT4i0Dercz6f3kftg3,70,65
Mrs.GREEN APPLE,青と夏,59,https://open.spotify.com/track/0a3587n25Xhw098UeEbeJq,79,63
キム・ヒョンジュン,THIS IS LOVE,57,https://open.spotify.com/track/6eqHmLnRCWMSUToIGXX1Pr,39,20
米津玄師,海の幽霊,56,https://open.spotify.com/track/77zJUDrQyZxu9uDEP4WRiE,80,50
日向坂46,ドレミソラシド,54,https://open.spotify.com/track/2TM1XdeCPHugLCyLDG0wut,50,43
DAOKO × 米津玄師,打上花火,53,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ,54,61
Official髭男dism,Stand By You,52,https://open.spotify.com/track/5D8UugGdM9n9hMsiminaZN,71,54
米津玄師,でしょましょ,51,https://open.spotify.com/track/0crXUgfQlDabooRgYlk6pO,80,43
NMB48,母校へ帰れ!,50,https://open.spotify.com/track/1a9hfPYONWOojHsDd0MHze,39,4
WANIMA,GONG,49,https://open.spotify.com/track/4TFUsim1NVJGvQjE2Ppeno,60,53
星野源,恋,48,https://open.spotify.com/track/5Hu29JT4xtbRUBTZeOAjxW,65,61
米津玄師,パプリカ,47,https://open.spotify.com/track/3ZGLU3boyl9emMo2Jlr5Gr,80,56
スピッツ,優しいあの子,46,https://open.spotify.com/track/29RAzfejW1O69okBQXibca,65,57
wacci,別の人の彼女になったよ,44,https://open.spotify.com/track/666wLEFj1AtTNBEcErygLz,54,61
サカナクション,モス,43,https://open.spotify.com/track/4FdpXwtpJfRltvFuTcpNL6,66,55
Aimer(エメ),STAND-ALONE,41,https://open.spotify.com/track/4adxfjDov8fxK1vXTVvGfU,66,43
[ALEXANDROS],ワタリドリ,40,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,58,68
BTS,Lights,38,https://open.spotify.com/track/44vXWYTcdrejrIQZEoHzl8,86,56
サカナクション,忘れられないの,36,https://open.spotify.com/track/7a3LbQFgp7NCuNcGlTgSsN,66,62
THE RAMPAGE from EXILE TRIBE,SWAG & PRIDE,35,https://open.spotify.com/track/5B7R75fl4btkacH5gOnyvm,50,39
Mrs.GREEN APPLE,ロマンチシズム,34,https://open.spotify.com/track/7BwkDMUfGl0yttRXS13SAO,79,57
ジェジュン,First Love,33,https://open.spotify.com/track/3VrBp9sXxJaQ3uQpqZsq2j,38,20
あいみょん,愛を伝えたいだとか,32,https://open.spotify.com/track/0N8Xztr4pBHJ7V0moJWhbO,70,71
サカナクション,新宝島,31,https://open.spotify.com/track/6ODZT1FGTE2q4two05giS1,66,56
ヨルシカ,ただ君に晴れ,30,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz,71,71
マカロニえんぴつ,ヤングアダルト,28,https://open.spotify.com/track/3IanNVIcOMlKFr329uhNcA,68,64
TWICE,FANCY,27,https://open.spotify.com/track/2FXd6kKCtBIc6UfN1gH1pA,83,60
DA PUMP,U.S.A.,26,https://open.spotify.com/track/4qZyuyqLoZ3CaH79rGvJFR,45,48
米津玄師,Flamingo,25,https://open.spotify.com/track/3ILWwi1JNj3NGuuf6DzYxN,80,63
AAA,BAD LOVE,24,https://open.spotify.com/track/5eAkw6em1YXlcEDfbdtjqm,54,34
スキマスイッチ,奏(かなで),23,https://open.spotify.com/track/5RbMlPFL4gVyEHW2lEOuzG,60,73
米津玄師,アイネクライネ,21,https://open.spotify.com/track/45YBVp6zMwQZRbUDcPzmMB,80,69
Uru,願い,20,https://open.spotify.com/track/3Y3daHzbI3BRxsx0yvGdNz,61,43
HY,366日,19,https://open.spotify.com/track/22aZD7yaGYfhgCYazL4nbc,57,66
WANIMA,シグナル,18,https://open.spotify.com/track/4Ybp3UvVXvraRNwOCWnrNq,60,63
DA PUMP,P.A.R.T.Y. 〜ユニバース・フェスティバル〜,17,https://open.spotify.com/track/7Avl3ZmZf5B80YSzfmdYuT,45,37
BTS (防弾少年団),Boy With Luv (feat. Halsey),16,https://open.spotify.com/track/4a9tbd947vo9K8Vti9JwcI,86,77
SKE48,FRUSTRATION,13,https://open.spotify.com/track/2hYW3Vwo3mHbJiLtDBPXvM,33,13
Superfly,愛をこめて花束を,12,https://open.spotify.com/track/7CmWXD3w1xOO53AAO4LRVQ,59,70
ちゃんみな,Never Grow Up,11,https://open.spotify.com/track/5aDgM8rYPT15CqjkN1EIKq,69,70
MONGOL800,小さな恋のうた,10,https://open.spotify.com/track/23atyJacJVHvB9RHBNhr35,54,67
米津玄師,LOSER,9,https://open.spotify.com/track/7AqUE5AY514dbzeOAfJRa0,80,67
スピッツ,ありがとさん,8,https://open.spotify.com/track/55BtEArKBlkTmJaGwdsgwA,65,30
WANIMA,ともに,7,https://open.spotify.com/track/6FHgHDXiGnRfhrSok9xAz3,60,66
DAOKO,はじめましての気持ちを,6,https://open.spotify.com/track/7qx15AZKl2mz1DW1JBB6o1,54,31
back number,ハッピーエンド,5,https://open.spotify.com/track/4GqO80eGXA542oTvlYv4LS,76,73
ONE OK ROCK,Wasted Nights,4,https://open.spotify.com/track/2gSQoIbvF2hDfIayhF7QLa,71,61
ONE OK ROCK,Wherever you are,3,https://open.spotify.com/track/7a7EIFzJLd7lcDRgThMQgm,71,66
RADWIMPS,大丈夫,2,https://open.spotify.com/track/3TkNG3lYmJHk2Ftj4zy0I5,74,55
SIX LOUNGE,幻影列車,1,https://open.spotify.com/track/3K3JKaoAEgO4JWU87OwTSG,51,18
