アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
米津玄師,Lemon,100,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6,80,72
Aimer(エメ),I beg you,99,https://open.spotify.com/track/5kKSQULHCPFE7CKMPrkAtP,66,50
あいみょん,マリーゴールド,98,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,70,72
DA PUMP,U.S.A.,97,https://open.spotify.com/track/4qZyuyqLoZ3CaH79rGvJFR,45,48
米津玄師,Flamingo,96,https://open.spotify.com/track/3ILWwi1JNj3NGuuf6DzYxN,80,63
あいみょん,今夜このまま,95,https://open.spotify.com/track/6kKvmT4i0Dercz6f3kftg3,70,65
Mrs.GREEN APPLE,僕のこと,94,https://open.spotify.com/track/0tnhoHUrHfcLi9hPknUFZ4,79,72
AAA,笑顔のループ,92,https://open.spotify.com/track/2tnX0ZvYBMRQbSetHscqAP,54,41
三浦大知,Blizzard,91,https://open.spotify.com/track/7b740cSOAeaW9SWiD1G823,49,55
米津玄師,LOSER,90,https://open.spotify.com/track/7AqUE5AY514dbzeOAfJRa0,80,67
乃木坂46,帰り道は遠回りしたくなる,89,https://open.spotify.com/track/4RWJxm0Vn83uE0TIhwnABv,60,52
あいみょん,君はロックを聴かない,88,https://open.spotify.com/track/01IZAuQsBO00iLKFO9LsFf,70,51
あいみょん,愛を伝えたいだとか,86,https://open.spotify.com/track/0N8Xztr4pBHJ7V0moJWhbO,70,71
Uru,プロローグ,85,https://open.spotify.com/track/4YMukCV1BsdK8V9kZoQpT6,61,63
DAOKO × 米津玄師,打上花火,84,https://open.spotify.com/track/7pcTLUekZJQnzDOUDuExVJ,54,61
菅田将暉,さよならエレジー,83,https://open.spotify.com/track/3oYD2O31b05fILFpv0AXRI,59,67
桑田佳祐 & The Pin Boys,レッツゴーボウリング,82,https://open.spotify.com/track/5Vs0fCgVhpEyZ4PL4Xag8l,14,20
TWICE,YES or YES,81,https://open.spotify.com/track/184XtKkzoAl83quIarUAJP,83,58
