アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度
JO1,無限大,100,https://open.spotify.com/track/0ttdSB0wMNA7Z2qdyYdDOO,60,46
Mr.Children,Birthday,98,https://open.spotify.com/track/0arzkZjLAK8lPIjYILGL17,66,47
Official髭男dism,Pretender,97,https://open.spotify.com/track/5LkWXxDxUTwEVHL0pfKL55,71,58
King Gnu,白日,95,https://open.spotify.com/track/5iF0Yf9gju6ERpAch08JsC,69,58
祭nine.,てっぺんニューデイズ,94,https://open.spotify.com/track/5OqxHoN4WQW0hNZMUbul8f,12,11
UVERworld,AS ONE,93,https://open.spotify.com/track/0q1Xj3a43blPQLqoYDYujx,60,25
Official髭男dism,宿命,92,https://open.spotify.com/track/2yozZfRYHP7Elsymghu5t3,71,60
Official髭男dism,イエスタデイ,91,https://open.spotify.com/track/53WuztMfY1VH3rLIm0zApQ,71,58
嵐,One Love : Reborn,90,https://open.spotify.com/track/2T82cziV2Z3Xl8g9icUSDx,65,32
菅田将暉,まちがいさがし,89,https://open.spotify.com/track/55Ww4Pa1iIQMhh0MLMetjo,59,64
Official髭男dism,115万キロのフィルム,88,https://open.spotify.com/track/278JqkBGkjDovOYAwE8TW7,71,67
aiko,カブトムシ,87,https://open.spotify.com/track/2Os0vzke5CakbU3dkSHckx,62,65
嵐,a Day in Our Life : Reborn,85,https://open.spotify.com/track/535arwGNZvUKdQrdHV7U4L,65,29
Snow Man,D.D.,84,https://open.spotify.com/track/1aUuEO2zNz6HQfoeXwV5c0,65,58
あいみょん,マリーゴールド,83,https://open.spotify.com/track/2cKiHG16JBiqHdi7Llq0r7,70,72
sumika,センス・オブ・ワンダー,82,https://open.spotify.com/track/6kx6GDwi4aai3JY9xNeFAy,59,48
Uru,あなたがいることで,81,https://open.spotify.com/track/2AVbKUuvvzbPK6NIZZZvcY,61,63
King Gnu,どろん,80,https://open.spotify.com/track/5KQUugWVoDTgHXSN7UU5Qb,69,57
BTS,ON,79,https://open.spotify.com/track/0fZRNhPJ4AGmwY7rkpdbqK,86,71
Official髭男dism,ノーダウト,78,https://open.spotify.com/track/5DMEvbg3gUmiR5HIBWdveV,71,65
King Gnu,Teenager Forever,77,https://open.spotify.com/track/7wnOPAiqvIG4dTvEInj0YT,69,62
日向坂46,ソンナコトナイヨ,76,https://open.spotify.com/track/5uKV5ukcJrMW76Zo53beKm,50,37
IZ*ONE,FIESTA,75,https://open.spotify.com/track/6Ihdn6wW2UBhfTKWbP29KA,56,60
SixTONES,Imitation Rain,74,https://open.spotify.com/track/03TJRLzsaDf9KqQShGgVg9,60,54
JUJU,STAYIN' ALIVE,73,https://open.spotify.com/track/0pssxomTEt8NShX9dNPzpp,53,41
King Gnu,飛行艇,71,https://open.spotify.com/track/5vsM9UppL2iTgOfenMB6Gz,69,64
あいみょん,さよならの今日に,70,https://open.spotify.com/track/1BMFlDfS1ZLTKhqBGkM6zb,70,49
aiko,青空,69,https://open.spotify.com/track/10oI3g6tvqOu73Z1LY044G,62,41
乃木坂46,しあわせの保護色,68,https://open.spotify.com/track/52SybEH2oGMMrvnoLBFCCf,60,36
Mrs.GREEN APPLE,インフェルノ,67,https://open.spotify.com/track/64yajM6CxtLghmgB53VeXT,79,68
米津玄師,Lemon,66,https://open.spotify.com/track/04TshWXkhV1qkqHzf31Hn6,80,72
Pastel*Palettes,ワクワクmeetsトリップ,65,https://open.spotify.com/track/7js93ZnnKnDafMbLD0MJR2,36,30
JO1,Running,64,https://open.spotify.com/track/1vkiuln6Juhyo9IZMPgmky,60,33
ヨルシカ,夜行,62,https://open.spotify.com/track/1srR6pbN1YCtIulufVNeMZ,71,54
JO1,La Pa Pa Pam,61,https://open.spotify.com/track/6CtBESIafdMzYsXwPnBo1h,60,33
家入レオ,未完成,60,https://open.spotify.com/track/2SHmn1lF0VgWkdeqKY02Zt,51,55
Foorin,パプリカ,59,https://open.spotify.com/track/60t5lev16eczZXurTNf56k,32,50
King Gnu,傘,58,https://open.spotify.com/track/4Rbe954EM88dRNqZEws0rT,69,57
ヨルシカ,ただ君に晴れ,57,https://open.spotify.com/track/3wJHCry960drNlAUGrJLmz,71,71
米津玄師,パプリカ,56,https://open.spotify.com/track/3ZGLU3boyl9emMo2Jlr5Gr,80,56
KANA-BOON,スターマーカー,55,https://open.spotify.com/track/0pQm5AbAaVy9XrOLf7rgSF,61,48
米津玄師,馬と鹿,54,https://open.spotify.com/track/0iniTNHwqBiP4UDE1dgUpD,80,63
JO1,YOUNG (JO1 ver.),52,https://open.spotify.com/track/4sCHBaEC8Zzx1apvH9LMN9,60,37
Official髭男dism,Stand By You,51,https://open.spotify.com/track/5D8UugGdM9n9hMsiminaZN,71,54
こぶしファクトリー,青春の花,50,https://open.spotify.com/track/4RXdHsW7Jsyl7rqhFtyz5Q,24,17
NEWS,STORY,49,https://open.spotify.com/track/6UYvVtELfvhlmYAPx9V65p,54,14
Snow Man,Crazy F-R-E-S-H Beat,48,https://open.spotify.com/track/1h0rVXtYbZ2LEqKcpJFDUL,65,52
Hey!Say!JUMP,I am,47,https://open.spotify.com/track/6GbZPc3uik14Bfe46IFr1s,56,32
菅田将暉,さよならエレジー,45,https://open.spotify.com/track/3oYD2O31b05fILFpv0AXRI,59,67
嵐,A-RA-SHI : Reborn,44,https://open.spotify.com/track/0HvWmBkbmbm07pMvjahFbv,65,24
東京事変,永遠の不在証明,43,https://open.spotify.com/track/7FL5iSLdKcersBgDiwijis,53,49
レミオロメン,3月9日,42,https://open.spotify.com/track/31rf3jLBMfnrqLuTPrcxM5,51,54
wacci,別の人の彼女になったよ,40,https://open.spotify.com/track/666wLEFj1AtTNBEcErygLz,54,61
BTS,Black Swan,39,https://open.spotify.com/track/6wH3AP7b01vpzKYRJhreMy,86,63
MAMAMOO,HIP,37,https://open.spotify.com/track/2z3jaQnxmksxb0dBDDFVf2,58,52
ClariS,アリシア,35,https://open.spotify.com/track/48bApuUSPxV0TY1CeBXFfe,50,37
Mrs.GREEN APPLE,青と夏,34,https://open.spotify.com/track/0a3587n25Xhw098UeEbeJq,79,63
あいみょん,君はロックを聴かない,33,https://open.spotify.com/track/59eluCMn0XbOWqeWQ91FTM,70,70
あいみょん,ハルノヒ,31,https://open.spotify.com/track/7GYGVDPbi0zQUBIkuOPAY0,70,54
Official髭男dism,ビンテージ,30,https://open.spotify.com/track/0U9vBvoG3LN1PnuVl47E3W,71,55
back number,高嶺の花子さん,28,https://open.spotify.com/track/2jdbZGFp8KVTuk0YxDNL4l,76,75
Mrs.GREEN APPLE,僕のこと,26,https://open.spotify.com/track/0tnhoHUrHfcLi9hPknUFZ4,79,72
ジェジュン,Ray of Light,25,https://open.spotify.com/track/4mPYbhGyC5sVwvkNuuAhGU,38,9
中野家の五つ子,これからも五等分,24,https://open.spotify.com/track/473isifxmGOBEJ2pGvHuCR,46,28
Novelbright,Walking with you,23,https://open.spotify.com/track/7tGDXCPLpAScEwmqab9YZd,63,68
Rude-α,アイスクリーム,22,https://open.spotify.com/track/0etODuV2EsLAsCSW93YgqJ,40,23
CUBERS,WOW,21,https://open.spotify.com/track/4XAdgOlPy029gB3EoKvsKJ,11,5
King Gnu,小さな惑星,20,https://open.spotify.com/track/6Sk8FdL95YNN8Xru87BWez,69,53
NCT 127,Kick It,17,https://open.spotify.com/track/0yFq4GHDqLfeceyAs63B3W,64,57
ジェジュン,Brava!! Brava!! Brava!!,16,https://open.spotify.com/track/2UCq0ttD14PU4REgAPOnhM,38,10
ちゃんみな,Never Grow Up,15,https://open.spotify.com/track/5aDgM8rYPT15CqjkN1EIKq,69,69
BTS (防弾少年団),Boy With Luv (feat. Halsey),14,https://open.spotify.com/track/4a9tbd947vo9K8Vti9JwcI,86,77
嵐,Turning Up,12,https://open.spotify.com/track/4zdQmfTLWgGd5mAX4MUIaX,65,49
[ALEXANDROS],ワタリドリ,11,https://open.spotify.com/track/0ve9Tpz8Yw0I4eXhWsy21o,58,68
