アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
UVERworld,ナノ・セカンド,99,https://open.spotify.com/track/6C0gAZcbctqrkeV3hh0uvQ,60,38,./downloaded_mp3/UVERworld_ナノ・セカンド.mp3
AKB48,鈴懸の木の道で「君の微笑みを夢に見る」と言ってしまったら僕たちの関係はどう変わってしまうのか、僕なりに何日か考えた上でのやや気恥ずかしい結論のようなもの,98,https://open.spotify.com/track/5xb7ymoJpVg1KB2wC2v18B,56,5,./downloaded_mp3/AKB48_鈴懸の木の道で「君の微笑みを夢に見る」と言ってしまったら僕たちの関係はどう変わってしまうのか、僕なりに何日か考えた上でのやや気恥ずかしい結論のようなもの.mp3
DREAMS COME TRUE,この街で,97,https://open.spotify.com/track/6tzzctsR44kRkNPcXdZ3KJ,61,17,./downloaded_mp3/DREAMS COME TRUE_この街で.mp3
舞祭組,棚からぼたもち,95,https://open.spotify.com/track/6voJFvo1zGN40Po8HCrZ7E,20,24,./downloaded_mp3/舞祭組_棚からぼたもち.mp3
MUSH & Co.,明日も,94,https://open.spotify.com/track/4kGdJNccuyiDB8t7vzlgWg,21,14,./downloaded_mp3/MUSH & Co._明日も.mp3
コブクロ,モノクローム,93,https://open.spotify.com/track/5wM9DBCaUwc8kjvB1S8vJB,59,24,./downloaded_mp3/コブクロ_モノクローム.mp3
島倉千代子,からたちの小径,92,https://open.spotify.com/track/6R2Wk4XzhBInXmLHXnJ3sG,32,20,./downloaded_mp3/島倉千代子_からたちの小径.mp3
AKB48,恋するフォーチュンクッキー,90,https://open.spotify.com/track/3Tw2WaAaeRj0YKtTUogJVz,56,50,./downloaded_mp3/AKB48_恋するフォーチュンクッキー.mp3
Flower,白雪姫,89,https://open.spotify.com/track/4pZXE5QaVRX5YGpRZMUy4v,44,47,./downloaded_mp3/Flower_白雪姫.mp3
くるり,最後のメリークリスマス,88,https://open.spotify.com/track/4kdeia8qrJRnrytPzXdvTZ,51,13,./downloaded_mp3/くるり_最後のメリークリスマス.mp3
東方神起,Very Merry Xmas,86,https://open.spotify.com/track/2jVAQsrH64EcjA2jBLI1GK,53,16,./downloaded_mp3/東方神起_Very Merry Xmas.mp3
RADWIMPS,会心の一撃,85,https://open.spotify.com/track/4vwgmckZIomF2jVK066hUy,75,63,./downloaded_mp3/RADWIMPS_会心の一撃.mp3
サザンオールスターズ,蛍,83,https://open.spotify.com/track/4GiT447VGENnCg6OakrNqf,65,48,./downloaded_mp3/サザンオールスターズ_蛍.mp3
BENI,粉雪,80,https://open.spotify.com/track/4iXRbipU6oFCcEaksqwHFV,46,31,./downloaded_mp3/BENI_粉雪.mp3
鎧武乃風,JUST LIVE MORE,77,https://open.spotify.com/track/6EUzmT7hn7K6z8ch9WQ2zM,30,44,./downloaded_mp3/鎧武乃風_JUST LIVE MORE.mp3
ゆず,雨のち晴レルヤ,72,https://open.spotify.com/track/2wFPlYuYlCYxu2zcutQnuL,56,46,./downloaded_mp3/ゆず_雨のち晴レルヤ.mp3
RIP SLYME,SLY,70,https://open.spotify.com/track/2sUXtjRxcEXcjrXz9igIo5,55,41,./downloaded_mp3/RIP SLYME_SLY.mp3
AI,ハピネス,69,https://open.spotify.com/track/4Ls20opS0EzPb7NuA6F8VI,56,60,./downloaded_mp3/AI_ハピネス.mp3
ゆず,表裏一体,68,https://open.spotify.com/track/6aBOMQNskwFTl330WjOkrO,56,44,./downloaded_mp3/ゆず_表裏一体.mp3
Kis-My-Ft2,SNOW DOMEの約束,66,https://open.spotify.com/track/0QDdrnrHfeJdgB80ckaV1q,49,16,./downloaded_mp3/Kis-My-Ft2_SNOW DOMEの約束.mp3
きゃりーぱみゅぱみゅ,もったいないとらんど,65,https://open.spotify.com/track/3sTaFqWewtfwuLEIZsUn1W,52,29,./downloaded_mp3/きゃりーぱみゅぱみゅ_もったいないとらんど.mp3
SKE48,賛成カワイイ!,63,https://open.spotify.com/track/6dvOyRIuxv4isMNsMXEQl6,33,18,./downloaded_mp3/SKE48_賛成カワイイ!.mp3
家入レオ,太陽の女神,62,https://open.spotify.com/track/69RaFIe61qVTkBXmXJPBH5,52,34,./downloaded_mp3/家入レオ_太陽の女神.mp3
吉田山田,日々,59,https://open.spotify.com/track/78iXPlh3D67sgglgTbJBl6,29,43,./downloaded_mp3/吉田山田_日々.mp3
Perfume,Sweet Refrain,58,https://open.spotify.com/track/1l2kB5wsToZQkt1eu3WCeq,57,29,./downloaded_mp3/Perfume_Sweet Refrain.mp3
三代目 J Soul Brothers from EXILE TRIBE,SO RIGHT,55,https://open.spotify.com/track/4vrTuQLjJiwnZySZou7QlY,55,38,./downloaded_mp3/三代目 J Soul Brothers from EXILE TRIBE_SO RIGHT.mp3
三代目 J Soul Brothers from EXILE TRIBE,冬物語,54,https://open.spotify.com/track/1fmzOJCmfS7aXiZfE21lr6,55,46,./downloaded_mp3/三代目 J Soul Brothers from EXILE TRIBE_冬物語.mp3
東京カランコロン,走れ、牧場を,51,https://open.spotify.com/track/3qxjTVHpuUZWTFTTOuv5Dq,16,6,./downloaded_mp3/東京カランコロン_走れ、牧場を.mp3
E-girls,ごめんなさいのKissing You,44,https://open.spotify.com/track/2OTMaSpL6re81Z1mL9RSb6,47,49,./downloaded_mp3/E-girls_ごめんなさいのKissing You.mp3
松任谷由実,恋人がサンタクロース,41,https://open.spotify.com/track/7K1w8pMu2MeXgU3FPqwxbR,59,54,./downloaded_mp3/松任谷由実_恋人がサンタクロース.mp3
ナオト・インティライミ,手紙,39,https://open.spotify.com/track/7AVUzvT88BJBQnTrZWBD60,46,23,./downloaded_mp3/ナオト・インティライミ_手紙.mp3
コブクロ,今、咲き誇る花たちよ,37,https://open.spotify.com/track/7sGcm1Di48z3GepkfsBfTx,59,46,./downloaded_mp3/コブクロ_今、咲き誇る花たちよ.mp3
B'z,いつかのメリークリスマス,36,https://open.spotify.com/track/3Ro8jrbsWu0VSk1odLLYuo,66,53,./downloaded_mp3/B'z_いつかのメリークリスマス.mp3
AKB48,ハート・エレキ,34,https://open.spotify.com/track/6ByhZo0TUz5WV1AZIRHysw,56,20,./downloaded_mp3/AKB48_ハート・エレキ.mp3
レミオロメン,粉雪,31,https://open.spotify.com/track/1Vimcaq6kgTq6xgHSnr4pS,52,63,./downloaded_mp3/レミオロメン_粉雪.mp3
前野健太,ねえ、タクシー,30,https://open.spotify.com/track/6yqepjk3bhc5Zb5oQjNfqG,18,5,./downloaded_mp3/前野健太_ねえ、タクシー.mp3
Chara,恋文,29,https://open.spotify.com/track/76OfXtynUm4P2QGJvdc6su,44,9,./downloaded_mp3/Chara_恋文.mp3
稲垣潤一,クリスマスキャロルの頃には,28,https://open.spotify.com/track/41d7uC7xV3u82wMN0TOoGy,46,49,./downloaded_mp3/稲垣潤一_クリスマスキャロルの頃には.mp3
竹内まりや,すてきなホリデイ,27,https://open.spotify.com/track/42KsMmJ8sbWrfy6WMNWySo,59,49,./downloaded_mp3/竹内まりや_すてきなホリデイ.mp3
BUMP OF CHICKEN,スノースマイル,25,https://open.spotify.com/track/2l02YNthg1e2dyXrv8gacQ,64,45,./downloaded_mp3/BUMP OF CHICKEN_スノースマイル.mp3
桑田佳祐,白い恋人達,24,https://open.spotify.com/track/5hFHG3UfvrOfhcV8anlU8g,57,60,./downloaded_mp3/桑田佳祐_白い恋人達.mp3
BoA,メリクリ,23,https://open.spotify.com/track/3fxaN9pj6g4crVCzMTqRd0,55,58,./downloaded_mp3/BoA_メリクリ.mp3
西野カナ,さよなら,21,https://open.spotify.com/track/37xqq1ab0BQpLoSNu1LK7C,63,42,./downloaded_mp3/西野カナ_さよなら.mp3
ソナーポケット,X'masラブストーリー。,20,https://open.spotify.com/track/6km6H6w6JakLA6dzeudNtu,41,12,./downloaded_mp3/ソナーポケット_X'masラブストーリー。.mp3
黒沼英之,パラダイス,18,https://open.spotify.com/track/1NvEhxYvoGYZJBdbeP2HLQ,17,3,./downloaded_mp3/黒沼英之_パラダイス.mp3
Linked Horizon,紅蓮の弓矢,16,https://open.spotify.com/track/0F8psXXh2oxE5BGdkKaoIs,59,51,./downloaded_mp3/Linked Horizon_紅蓮の弓矢.mp3
片平里菜,女の子は泣かない,7,https://open.spotify.com/track/4d3zSS83PyoPxcSNH0ZaoP,39,52,./downloaded_mp3/片平里菜_女の子は泣かない.mp3
KinKi Kids,スピード,5,https://open.spotify.com/track/4LXi8WmqATjj64DV7GjCR9,55,12,./downloaded_mp3/KinKi Kids_スピード.mp3
E-girls,クルクル,4,https://open.spotify.com/track/5ekKKQyw2scZj8fEBTkwUp,47,17,./downloaded_mp3/E-girls_クルクル.mp3
