アーティスト名,曲名,順位,Spotify URL,アーティスト人気度,track人気度,MP3_Local_Path
ももいろクローバーZ,GOUNN,99,https://open.spotify.com/track/5vRaEZ4bh08F2UE3EOC0kX,48,20,./downloaded_mp3/ももいろクローバーZ_GOUNN.mp3
家入レオ,太陽の女神,98,https://open.spotify.com/track/69RaFIe61qVTkBXmXJPBH5,52,34,./downloaded_mp3/家入レオ_太陽の女神.mp3
きゃりーぱみゅぱみゅ,もったいないとらんど,97,https://open.spotify.com/track/3sTaFqWewtfwuLEIZsUn1W,52,29,./downloaded_mp3/きゃりーぱみゅぱみゅ_もったいないとらんど.mp3
AKB48,ハート・エレキ,96,https://open.spotify.com/track/6ByhZo0TUz5WV1AZIRHysw,56,20,./downloaded_mp3/AKB48_ハート・エレキ.mp3
Kalafina,君の銀の庭,95,https://open.spotify.com/track/1kDEDOGIKRshZnz0VLUVcS,47,36,./downloaded_mp3/Kalafina_君の銀の庭.mp3
RIP SLYME,SLY,92,https://open.spotify.com/track/2sUXtjRxcEXcjrXz9igIo5,55,41,./downloaded_mp3/RIP SLYME_SLY.mp3
tofubeats,Don't Stop The Music feat.森高千里,91,https://open.spotify.com/track/4dhYfCbHNHubV2wQduXRqO,49,26,./downloaded_mp3/tofubeats_Don't Stop The Music feat.森高千里.mp3
ClariS,カラフル,90,https://open.spotify.com/track/1w25qP6ViEMw24RdawuWZC,50,43,./downloaded_mp3/ClariS_カラフル.mp3
塩ノ谷早耶香,Snow Flakes Love,88,https://open.spotify.com/track/1cPlDnB0JBtLPsOYxBgJP0,17,12,./downloaded_mp3/塩ノ谷早耶香_Snow Flakes Love.mp3
三代目 J Soul Brothers from EXILE TRIBE,冬物語,87,https://open.spotify.com/track/1fmzOJCmfS7aXiZfE21lr6,55,46,./downloaded_mp3/三代目 J Soul Brothers from EXILE TRIBE_冬物語.mp3
FUNKY MONKEY BABYS,あとひとつ,84,https://open.spotify.com/track/5Ba7niwvjbRuXThSLgef3U,53,51,./downloaded_mp3/FUNKY MONKEY BABYS_あとひとつ.mp3
赤西仁,アイナルホウエ,81,https://open.spotify.com/track/0UqpSch8OnnLOYDYfvJnyZ,42,31,./downloaded_mp3/赤西仁_アイナルホウエ.mp3
西野カナ,さよなら,78,https://open.spotify.com/track/37xqq1ab0BQpLoSNu1LK7C,63,42,./downloaded_mp3/西野カナ_さよなら.mp3
Silent Siren,I×U,77,https://open.spotify.com/track/0BgdMYHx5FZMwouMnulJ0l,48,14,./downloaded_mp3/Silent Siren_I×U.mp3
AKB48,恋するフォーチュンクッキー,76,https://open.spotify.com/track/3Tw2WaAaeRj0YKtTUogJVz,56,50,./downloaded_mp3/AKB48_恋するフォーチュンクッキー.mp3
Perfume,Sweet Refrain,74,https://open.spotify.com/track/1l2kB5wsToZQkt1eu3WCeq,57,29,./downloaded_mp3/Perfume_Sweet Refrain.mp3
ゆず,雨のち晴レルヤ,72,https://open.spotify.com/track/2wFPlYuYlCYxu2zcutQnuL,56,46,./downloaded_mp3/ゆず_雨のち晴レルヤ.mp3
KinKi Kids,まだ涙にならない悲しみが,70,https://open.spotify.com/track/19B7qeBWYT4cAzt5PwY18r,55,26,./downloaded_mp3/KinKi Kids_まだ涙にならない悲しみが.mp3
Czecho No Republic,MUSIC,69,https://open.spotify.com/track/1aRFP3Y6jPvmOwDqIA8ie7,25,18,./downloaded_mp3/Czecho No Republic_MUSIC.mp3
SHISHAMO,僕に彼女ができたんだ,54,https://open.spotify.com/track/1CzAdgGHPXQXorOJvVaRPF,58,49,./downloaded_mp3/SHISHAMO_僕に彼女ができたんだ.mp3
黒沼英之,パラダイス,53,https://open.spotify.com/track/1NvEhxYvoGYZJBdbeP2HLQ,17,3,./downloaded_mp3/黒沼英之_パラダイス.mp3
槇原敬之,冬がはじまるよ,51,https://open.spotify.com/track/3l7GLaE6NRaPJHMcy4rYRD,58,57,./downloaded_mp3/槇原敬之_冬がはじまるよ.mp3
C & K,みかんハート,43,https://open.spotify.com/track/1H9jJvALjdKH3C3Ol0w765,51,58,./downloaded_mp3/C & K_みかんハート.mp3
小柳ゆき,One in a million,39,https://open.spotify.com/track/57JLXE7ebh7DnwNlsdoJcd,45,12,./downloaded_mp3/小柳ゆき_One in a million.mp3
E-girls,ごめんなさいのKissing You,38,https://open.spotify.com/track/2OTMaSpL6re81Z1mL9RSb6,47,49,./downloaded_mp3/E-girls_ごめんなさいのKissing You.mp3
GLAY,DIAMOND SKIN,35,https://open.spotify.com/track/29ZidLDKSo85MLeLpshVub,56,15,./downloaded_mp3/GLAY_DIAMOND SKIN.mp3
THE BAWDIES,THE SEVEN SEAS,31,https://open.spotify.com/track/6vhUdnMBuMzNyYGqj1bG4i,34,4,./downloaded_mp3/THE BAWDIES_THE SEVEN SEAS.mp3
EXILE,EXILE PRIDE〜こんな世界を愛するため〜,29,https://open.spotify.com/track/5BCuAsrrPDX0i6QHiRlwFJ,60,42,./downloaded_mp3/EXILE_EXILE PRIDE〜こんな世界を愛するため〜.mp3
くるり,Remember me,20,https://open.spotify.com/track/6VwkGuHsmpdMMgOa9wtrlF,51,26,./downloaded_mp3/くるり_Remember me.mp3
キムウリョンと45トリオ,故郷のうしろ姿,16,https://open.spotify.com/track/1UvAUfZ2BpWJIP5aM7EcPq,1,3,./downloaded_mp3/キムウリョンと45トリオ_故郷のうしろ姿.mp3
SEKAI NO OWARI,Death Disco,13,https://open.spotify.com/track/0kxPbHXh5bCLv0QpoJzqHy,66,17,./downloaded_mp3/SEKAI NO OWARI_Death Disco.mp3
家入レオ,君に届け,11,https://open.spotify.com/track/4jORuB9wkUaOoUP9HZmKb9,52,22,./downloaded_mp3/家入レオ_君に届け.mp3
小泉今日子,木枯しに抱かれて,8,https://open.spotify.com/track/4dFnkr0vr6HfMVzGbQstrg,48,46,./downloaded_mp3/小泉今日子_木枯しに抱かれて.mp3
平井堅,桔梗が丘,5,https://open.spotify.com/track/1ZUucTplenKPMybfyikXUV,56,34,./downloaded_mp3/平井堅_桔梗が丘.mp3
