rank,song_title,artist_name,score
1,僕の名前を,back number,100
2,I seek,嵐,99
3,THE DAY,ポルノグラフィティ,98
4,KABANERI OF THE IRON FORTRESS,EGOIST,97
5,やさしさで溢れるように,Flower,96
6,Mint,安室奈美恵,95
7,Soup,藤原さくら,94
8,トリコリコPLEASE!!,AZALEA,93
10,好きよ 好きよ 好きよ,藤原さくら,91
11,NEW,AAA,90
12,STYX HELIX,MYTH & ROID,89
13,友よ〜この先もずっと…,ケツメイシ,88
15,トライ・エヴリシング,Dream Ami,86
16,Chu Chu,西内まりや,85
17,あなたの好きなところ,西野カナ,84
18,甘噛み姫,NMB48,83
20,Plus One,平井堅,81
21,サイレントマジョリティー,欅坂46,80
22,一度だけの恋なら,ワルキューレ,79
23,キャント・ストップ・ザ・フィーリング!,ジャスティン・ティンバーレイク,78
25,FLASH,Perfume,76
27,PERFECT HUMAN,RADIO FISH,74
28,深呼吸,ハナレグミ,73
31,ワーク・フロム・ホーム feat.タイ・ダラー・サイン,フィフス・ハーモニー,70
32,花束を君に,宇多田ヒカル,69
33,僕たちの未来,家入レオ,68
34,泡沫サタデーナイト!,モーニング娘。'16,67
35,ninelie,Aimer(エメ) with chelly(EGOIST),66
36,Wherever you are,ONE OK ROCK,65
37,74億分の1の君へ,HKT48,64
38,大河の一滴,桑田佳祐,63
40,トリセツ,西野カナ,61
42,真剣SUNSHINE,Hey!Say!JUMP,59
43,それでしあわせ,chay,58
45,MATSURI BAYASHI,KEYTALK,56
47,R.Y.U.S.E.I.,三代目 J Soul Brothers from EXILE TRIBE,54
49,ひずみ,HARUHI,52
50,イントゥ・ユー,アリアナ・グランデ,51
52,SUN,星野源,49
53,トライ・エヴリシング,シャキーラ,48
55,翼はいらない,AKB48,46
56,High Free Spirits,TrySail,45
57,チキンLINE,SKE48,44
58,最&高,きゃりーぱみゅぱみゅ,43
59,世界に一つだけの花,SMAP,42
60,BANG BANG BANG,BIGBANG,41
61,HIGHER GROUND feat.Dimitri Vegas & Like Mike,EXILE TRIBE,40
62,拝啓、いつかの君へ,感覚ピエロ,39
63,みなと,スピッツ,38
65,さらば涙,ケツメイシ,36
66,もっと,aiko,35
67,Redo,鈴木このみ,34
68,CHEER UP,TWICE,33
70,My Best Friend,Little Glee Monster,31
72,Puzzle,CNBLUE,29
73,糸,中島みゆき,28
74,ノー,メーガン・トレイナー,27
76,ワタリドリ,[Alexandros],25
77,ひまわりの約束,秦基博,24
78,Sweet! Sweet! Music!,いきものがかり,23
79,FANTASTIC BABY,BIGBANG,22
81,シェイク・イット・オフ〜気にしてなんかいられないっ!!,テイラー・スウィフト,20
82,ダーク・ネセシティーズ,レッド・ホット・チリ・ペッパーズ,19
83,海の声,浦島太郎(桐谷健太),18
84,名前を呼ぶよ,ラックライフ,17
85,Hello Radio,ザ・プールサイド,16
86,千本桜,WhiteFlame feat.初音ミク,15
88,ソーリー,ジャスティン・ビーバー,13
89,MUSIC VIDEO,岡崎体育,12
90,大好き,大原櫻子,11
92,COOLEST,カスタマイZ,9
93,真夏の通り雨,宇多田ヒカル,8
94,未来,コブクロ,7
95,いけないボーダーライン,ワルキューレ,6
96,恋音と雨空,AAA,5
97,新宝島,サカナクション,4
99,ビー・オールライト,アリアナ・グランデ,2
100,The Beginning,ONE OK ROCK,1
