rank,song_title,artist_name,score
1,罪と夏,関ジャニ∞[エイト],100
2,Overflows〜言葉にできなくて〜,ナオト・インティライミ,99
5,ヨシ子さん,桑田佳祐,96
6,MINT,Suchmos,95
8,世界に一つだけの花,SMAP,93
9,Soup,藤原さくら,92
10,魔法って言っていいかな?,平井堅,91
11,Yell,AAA,90
12,シュガーソングとビターステップ,UNISON SQUARE GARDEN,89
13,涙,GENERATIONS from EXILE TRIBE,88
14,前前前世,RADWIMPS,87
16,やさしさで溢れるように,Flower,85
18,チキンLINE,SKE48,83
21,STRAWBERRY サディスティック,E-girls,80
23,糸,EXILE ATSUSHI,78
24,ワーク・フロム・ホーム feat.タイ・ダラー・サイン,フィフス・ハーモニー,77
25,未来,コブクロ,76
26,大河の一滴,桑田佳祐,75
27,鼓動*アンビシャス,B-PROJECT,74
28,トーク・トゥ・ミー,キャンディス・スプリングス,73
29,NEW,AAA,72
33,Mint,安室奈美恵,68
34,ナツコイ,井上苑子,67
35,大好き,大原櫻子,66
36,Wherever you are,ONE OK ROCK,65
37,MUGEN ROAD,三代目 J Soul Brothers from EXILE TRIBE,64
38,僕たちの未来,家入レオ,63
39,"7月7日,晴れ",DREAMS COME TRUE,62
40,裸足でSummer,乃木坂46,61
41,あなたの好きなところ,西野カナ,60
42,恋を知らない君へ,NEWS,59
43,友よ〜この先もずっと…,ケツメイシ,58
45,I seek,嵐,56
47,ワタリドリ,[Alexandros],54
48,Into the Sky,SawanoHiroyuki[nZk]:Tielle,53
49,海の声,浦島太郎(桐谷健太),52
51,ジャスト・ライク・ファイア,ピンク,50
52,あなたのように,DREAMS COME TRUE,49
53,キャント・ストップ・ザ・フィーリング!,ジャスティン・ティンバーレイク,48
57,トリセツ,西野カナ,44
58,醒めない,スピッツ,43
60,花束を君に,宇多田ヒカル,41
61,サイレントマジョリティー,欅坂46,40
62,R.Y.U.S.E.I.,三代目 J Soul Brothers from EXILE TRIBE,39
63,YEAH!! YEAH!! YEAH!!,EXILE THE SECOND,38
65,僕の名前を,back number,36
66,Princess,miwa,35
67,PERFECT HUMAN,RADIO FISH,34
70,BANG BANG BANG,BIGBANG,31
71,トライ・エヴリシング,Dream Ami,30
72,FLASH,Perfume,29
73,一度だけの恋なら,ワルキューレ,28
74,怒りをくれよ,GLIM SPANKY,27
75,君がくれた夏,家入レオ,26
76,ひまわりの約束,秦基博,25
77,SUN,星野源,24
78,コール・ミー・メイビー,カーリー・レイ・ジェプセン,23
79,イントゥ・ユー,アリアナ・グランデ,22
80,YES!I SCREAM,Kis-My-Ft2,21
81,ケーキ・バイ・ザ・オーシャン,DNCE,20
82,365日の紙飛行機,AKB48,19
83,THE DAY,ポルノグラフィティ,18
84,HIGHER GROUND feat.Dimitri Vegas & Like Mike,EXILE TRIBE,17
85,ディス・イズ・ホワット・ユー・ケイム・フォー feat.リアーナ,カルヴィン・ハリス,16
86,FANTASTIC BABY,BIGBANG,15
87,ソーリー,ジャスティン・ビーバー,14
89,アイ・リアリー・ライク・ユー,カーリー・レイ・ジェプセン,12
91,千本桜,WhiteFlame feat.初音ミク,10
92,トモダチメートル,The Super Ball,9
96,アンテナラスト,10-FEET,5
97,薔薇と太陽,KinKi Kids,4
98,Monster,EXO,3
100,E.G. summer RIDER,E-girls,1
